,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
13517,MW876471,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
13518,MW879340,Unassigned,Unassigned,Unassigned,521_0,Clustered,2,VC_521_0,2,0.0326,0.7570433,0.0247,0,0,0,1.0
13519,MW879342,Unassigned,Unassigned,Unassigned,174_0,Clustered,7,VC_174_0,7,0.0868,1.0,0.0868,0,0,0,1.0
13520,MW879343,Unassigned,Unassigned,Unassigned,174_0,Clustered,7,VC_174_0,7,0.0868,1.0,0.0868,0,0,0,1.0
13521,MW879344,Unassigned,Unassigned,Unassigned,174_0,Clustered,7,VC_174_0,7,0.0868,1.0,0.0868,0,0,0,1.0
13522,MW882907,Unassigned,Unassigned,Unassigned,302_4,Clustered/Singleton,1,VC_302_4,1,0.0,0.0,0.0,0,0,0,1.0
13523,MW882933,Unassigned,Unassigned,Unassigned,1196_0,Clustered,37,VC_1196_0,37,0.9967,1.0,0.9967,0,0,0,1.0
13524,MW882934,Unassigned,Unassigned,Unassigned,631_6,Clustered,7,VC_631_6,7,0.1037,0.99999994,0.1037,0,0,0,1.0
13525,MW883059,Unassigned,Unassigned,Unassigned,296_10,Clustered/Singleton,1,VC_296_10,1,0.0,0.0,0.0,0,0,0,1.0
13526,MW883060,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
13527,MW883061,Unassigned,Unassigned,Unassigned,850_0,Clustered,7,VC_850_0,7,0.0341,0.74042265,0.0252,0,0,0,1.0
13528,MW900438,Unassigned,Unassigned,Unassigned,1336_0,Clustered,3,VC_1336_0,3,0.9544,0.5,0.4772,0,0,0,1.0
13529,MW911612,Unassigned,Unassigned,Unassigned,528_1,Clustered,41,VC_528_1,41,0.3282,1.0,0.3282,0,0,0,0.911
13530,MW911613,Unassigned,Unassigned,Unassigned,528_1,Clustered,41,VC_528_1,41,0.3282,1.0,0.3282,0,0,0,0.911
13531,MW911614,Unassigned,Unassigned,Unassigned,528_1,Clustered,41,VC_528_1,41,0.3282,1.0,0.3282,0,0,0,0.911
13532,MW911615,Unassigned,Unassigned,Unassigned,528_1,Clustered,41,VC_528_1,41,0.3282,1.0,0.3282,0,0,0,0.911
13533,MW916539,Unassigned,Unassigned,Unassigned,1136_0,Clustered,21,VC_1136_0,21,0.7975,1.0,0.7975,0,0,0,1.0
13534,MW924497,Unassigned,Unassigned,Unassigned,8_0,Clustered,69,VC_8_0,69,0.8286,1.0,0.8286,0,0,0,0.9275
13535,MW924638,Unassigned,Unassigned,Unassigned,1468_0,Clustered,21,VC_1468_0,21,0.7099,1.0,0.7099,0,0,0,1.0
13536,MW924639,Unassigned,Unassigned,Unassigned,894_0,Clustered,20,VC_894_0,20,0.917,1.0,0.917,0,0,0,1.0
13537,MW924640,Unassigned,Unassigned,Unassigned,1537_0,Clustered,46,VC_1537_0,46,1.0,0.0,0.0,0,0,0,1.0
13538,MW924641,Unassigned,Unassigned,Unassigned,1468_1,Clustered,3,VC_1468_1,3,0.0823,0.99671628,0.0821,0,0,0,1.0
13539,MW924642,Unassigned,Unassigned,Unassigned,1644_0,Clustered,81,VC_1644_0,81,1.0,0.0,0.0,0,0,0,1.0
13540,MW924643,Unassigned,Unassigned,Unassigned,232_6,Clustered,42,VC_232_6,42,0.471,1.0,0.471,0,0,0,0.8304
13541,MW924644,Unassigned,Unassigned,Unassigned,552_0,Clustered,41,VC_552_0,41,0.9921,1.0,0.9921,0,0,0,1.0
13542,MW924645,Unassigned,Unassigned,Unassigned,1386_0,Clustered,40,VC_1386_0,40,0.88,1.0,0.88,0,0,0,1.0
13543,MW924646,Unassigned,Unassigned,Unassigned,231_1,Clustered,19,VC_231_1,19,0.4176,1.0,0.4176,0,0,0,1.0
13544,MW924647,Unassigned,Unassigned,Unassigned,1537_0,Clustered,46,VC_1537_0,46,1.0,0.0,0.0,0,0,0,1.0
13545,MW924648,Unassigned,Unassigned,Unassigned,573_0,Clustered,25,VC_573_0,25,0.4604,1.0,0.4604,0,0,0,1.0
13546,MW924649,Unassigned,Unassigned,Unassigned,570_23,Clustered,4,VC_570_23,4,0.0319,0.99997206,0.0319,0,0,0,1.0
13547,MW924650,Unassigned,Unassigned,Unassigned,573_0,Clustered,25,VC_573_0,25,0.4604,1.0,0.4604,0,0,0,1.0
13548,MW924889,Unassigned,Unassigned,Unassigned,10_0,Clustered,25,VC_10_0,25,0.3405,1.0,0.3405,0,0,0,0.97
13549,MW926912,Unassigned,Unassigned,Unassigned,745_0,Clustered,77,VC_745_0,77,0.9417,1.0,0.9417,0,0,0,1.0
13550,MW927511,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13551,MW927513,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13552,MW927514,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13553,MW927515,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13554,MW927516,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13555,MW927517,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13556,MW927519,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13557,MW927520,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13558,MW927521,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13559,MW927522,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13560,MW927523,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13561,MW927524,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13562,MW927525,Unassigned,Unassigned,Unassigned,762_0,Clustered,47,VC_762_0,47,0.8647,1.0,0.8647,0,0,0,1.0
13563,MW929175,Unassigned,Unassigned,Unassigned,825_0,Clustered,9,VC_825_0,9,0.4317,1.0,0.4317,0,0,0,1.0
13564,MW929182,Unassigned,Unassigned,Unassigned,898_1,Clustered,27,VC_898_1,27,0.5605,1.0,0.5605,0,0,0,1.0
13565,MW934263,Unassigned,Unassigned,Unassigned,125_0,Clustered,10,VC_125_0,10,0.464,1.0,0.464,0,0,0,0.7556
13566,MW960029,Unassigned,Unassigned,Unassigned,1707_0,Clustered,28,VC_1707_0,28,0.7534,1.0,0.7534,0,0,0,1.0
13567,MW960030,Unassigned,Unassigned,Unassigned,775_0,Clustered,3,VC_775_0,3,0.1532,0.99634996,0.1527,0,0,0,1.0
13568,MW960031,Unassigned,Unassigned,Unassigned,137_0,Clustered,2,VC_137_0,2,0.387,0.90623084,0.3507,0,0,0,1.0
13569,MW960032,Unassigned,Unassigned,Unassigned,845_0,Clustered,5,VC_845_0,5,0.798,0.9999986,0.798,0,0,0,0.9
13570,MW960034,Unassigned,Unassigned,Unassigned,1282_0,Clustered,22,VC_1282_0,22,0.808,1.0,0.808,0,0,0,1.0
13571,MW960035,Unassigned,Unassigned,Unassigned,1707_0,Clustered,28,VC_1707_0,28,0.7534,1.0,0.7534,0,0,0,1.0
13572,MW960036,Unassigned,Unassigned,Unassigned,860_0,Clustered,3,VC_860_0,3,0.0605,0.99709763,0.0603,0,0,0,1.0
13573,MW960038,Unassigned,Unassigned,Unassigned,860_0,Clustered,3,VC_860_0,3,0.0605,0.99709763,0.0603,0,0,0,1.0
13574,MW960043,Unassigned,Unassigned,Unassigned,78_0,Clustered,12,VC_78_0,12,0.487,1.0,0.487,0,0,0,1.0
13575,MW965453,Unassigned,Unassigned,Unassigned,74_0,Clustered,24,VC_74_0,24,0.6354,1.0,0.6354,0,0,0,1.0
13576,MW978786,Unassigned,Unassigned,Unassigned,647_0,Clustered,8,VC_647_0,8,0.2335,1.0,0.2335,0,0,0,1.0
13577,MW980062,Unassigned,Unassigned,Unassigned,1282_0,Clustered,22,VC_1282_0,22,0.808,1.0,0.808,0,0,0,1.0
13578,MW980063,Unassigned,Unassigned,Unassigned,72_0,Clustered,5,VC_72_0,5,0.9925,0.99995186,0.9925,0,0,0,1.0
13579,MW980064,Unassigned,Unassigned,Unassigned,72_0,Clustered,5,VC_72_0,5,0.9925,0.99995186,0.9925,0,0,0,1.0
13580,MW980065,Unassigned,Unassigned,Unassigned,1282_0,Clustered,22,VC_1282_0,22,0.808,1.0,0.808,0,0,0,1.0
13581,MW980067,Unassigned,Unassigned,Unassigned,1707_0,Clustered,28,VC_1707_0,28,0.7534,1.0,0.7534,0,0,0,1.0
13582,MW980068,Unassigned,Unassigned,Unassigned,1219_0,Clustered,3,VC_1219_0,3,0.4621,0.99546102,0.46,0,0,0,1.0
13583,MW980069,Unassigned,Unassigned,Unassigned,1271_0,Clustered,9,VC_1271_0,9,0.9666,1.0,0.9666,0,0,0,1.0
13584,MW980070,Unassigned,Unassigned,Unassigned,507_0,Clustered,15,VC_507_0,15,0.1918,1.0,0.1918,0,0,0,1.0
13585,MW980073,Unassigned,Unassigned,Unassigned,1249_0,Clustered,11,VC_1249_0,11,0.7122,1.0,0.7122,0,0,0,1.0
13586,MW980074,Unassigned,Unassigned,Unassigned,1282_0,Clustered,22,VC_1282_0,22,0.808,1.0,0.808,0,0,0,1.0
13587,MZ004649,Unassigned,Unassigned,Unassigned,589_0,Clustered,15,VC_589_0,15,0.3265,1.0,0.3265,0,0,0,1.0
13588,MZ005670,Unassigned,Unassigned,Unassigned,1458_0,Clustered,28,VC_1458_0,28,0.4772,1.0,0.4772,0,0,0,1.0
13589,MZ005671,Unassigned,Unassigned,Unassigned,621_0,Clustered,16,VC_621_0,16,0.7244,1.0,0.7244,0,0,0,1.0
13590,MZ005672,Unassigned,Unassigned,Unassigned,894_0,Clustered,20,VC_894_0,20,0.917,1.0,0.917,0,0,0,1.0
13591,MZ005673,Unassigned,Unassigned,Unassigned,561_0,Clustered,109,VC_561_0,109,0.8533,1.0,0.8533,0,0,0,0.9958
13592,MZ005674,Unassigned,Unassigned,Unassigned,250_0,Clustered,74,VC_250_0,74,0.8146,1.0,0.8146,0,0,0,1.0
13593,MZ005675,Unassigned,Unassigned,Unassigned,879_1,Clustered,29,VC_879_1,29,0.8989,1.0,0.8989,0,0,0,1.0
13594,MZ005676,Unassigned,Unassigned,Unassigned,1644_0,Clustered,81,VC_1644_0,81,1.0,0.0,0.0,0,0,0,1.0
13595,MZ005677,Unassigned,Unassigned,Unassigned,1255_0,Clustered,13,VC_1255_0,13,0.8631,1.0,0.8631,0,0,0,1.0
13596,MZ005678,Unassigned,Unassigned,Unassigned,1644_0,Clustered,81,VC_1644_0,81,1.0,0.0,0.0,0,0,0,1.0
13597,MZ005680,Unassigned,Unassigned,Unassigned,1474_0,Clustered,25,VC_1474_0,25,0.9559,1.0,0.9559,0,0,0,1.0
13598,MZ005682,Unassigned,Unassigned,Unassigned,1502_0,Clustered,37,VC_1502_0,37,0.8437,1.0,0.8437,0,0,0,1.0
13599,MZ005683,Unassigned,Unassigned,Unassigned,879_1,Clustered,29,VC_879_1,29,0.8989,1.0,0.8989,0,0,0,1.0
13600,MZ005684,Unassigned,Unassigned,Unassigned,1539_0,Clustered,84,VC_1539_0,84,0.7925,1.0,0.7925,0,0,0,0.9986
13601,MZ005685,Unassigned,Unassigned,Unassigned,238_0,Clustered,39,VC_238_0,39,0.9167,1.0,0.9167,0,0,0,1.0
13602,MZ020222,Unassigned,Unassigned,Unassigned,1157_0,Clustered,31,VC_1157_0,31,0.9955,1.0,0.9955,0,0,0,1.0
13603,MZ028625,Unassigned,Unassigned,Unassigned,556_0,Clustered,20,VC_556_0,20,0.9605,1.0,0.9605,0,0,0,1.0
13604,MZ028626,Unassigned,Unassigned,Unassigned,608_21,Clustered,18,VC_608_21,18,0.0568,1.0,0.0568,0,0,0,0.9935
13605,MZ028628,Unassigned,Unassigned,Unassigned,1644_0,Clustered,81,VC_1644_0,81,1.0,0.0,0.0,0,0,0,1.0
13606,MZ031013,Unassigned,Unassigned,Unassigned,477_0,Clustered,59,VC_477_0,59,0.7818,1.0,0.7818,0,0,0,1.0
13607,MZ041098,Unassigned,Unassigned,Unassigned,11_1,Clustered,24,VC_11_1,24,0.2714,1.0,0.2714,0,0,0,0.9384
13608,MZ042490,Unassigned,Unassigned,Unassigned,549_1,Clustered,8,VC_549_1,8,0.6477,1.0,0.6477,0,0,0,1.0
13609,MZ043613,Unassigned,Unassigned,Unassigned,744_2,Clustered,2,VC_744_2,2,0.1066,0.90292485,0.0962,0,0,0,1.0
13610,MZ043897,Unassigned,Unassigned,Unassigned,32_0,Clustered,15,VC_32_0,15,0.1864,1.0,0.1864,0,0,0,0.819
13611,MZ047271,Unassigned,Unassigned,Unassigned,1127_0,Clustered,2,VC_1127_0,2,0.8329,0.5,0.4165,0,0,0,1.0
13612,MZ065353,Unassigned,Unassigned,Unassigned,296_214,Clustered/Singleton,1,VC_296_214,1,0.0,0.0,0.0,0,0,0,1.0
13613,MZ078141,Unassigned,Unassigned,Unassigned,1470_0,Clustered,4,VC_1470_0,4,1.0,0.0,0.0,0,0,0,1.0
13614,MZ089728,Unassigned,Unassigned,Unassigned,310_0,Clustered,5,VC_310_0,5,0.1007,0.99999988,0.1007,0,0,0,0.9
13615,MZ089729,Unassigned,Unassigned,Unassigned,84_0,Clustered,42,VC_84_0,42,0.5703,1.0,0.5703,0,0,0,0.9779
13616,MZ089731,Unassigned,Unassigned,Unassigned,825_0,Clustered,9,VC_825_0,9,0.4317,1.0,0.4317,0,0,0,1.0
13617,MZ089732,Unassigned,Unassigned,Unassigned,499_0,Clustered,54,VC_499_0,54,0.9472,1.0,0.9472,0,0,0,1.0
13618,MZ089733,Unassigned,Unassigned,Unassigned,499_0,Clustered,54,VC_499_0,54,0.9472,1.0,0.9472,0,0,0,1.0
13619,MZ089734,Unassigned,Unassigned,Unassigned,178_0,Clustered,26,VC_178_0,26,0.744,1.0,0.744,0,0,0,1.0
13620,MZ089738,Unassigned,Unassigned,Unassigned,499_0,Clustered,54,VC_499_0,54,0.9472,1.0,0.9472,0,0,0,1.0
13621,MZ089739,Unassigned,Unassigned,Unassigned,499_0,Clustered,54,VC_499_0,54,0.9472,1.0,0.9472,0,0,0,1.0
13622,MZ089740,Unassigned,Unassigned,Unassigned,499_0,Clustered,54,VC_499_0,54,0.9472,1.0,0.9472,0,0,0,1.0
13623,MZ089741,Unassigned,Unassigned,Unassigned,178_0,Clustered,26,VC_178_0,26,0.744,1.0,0.744,0,0,0,1.0
13624,MZ089742,Unassigned,Unassigned,Unassigned,499_0,Clustered,54,VC_499_0,54,0.9472,1.0,0.9472,0,0,0,1.0
13625,MZ089747,Unassigned,Unassigned,Unassigned,1767_0,Clustered,2,VC_1767_0,2,1.0,0.0,0.0,0,0,0,1.0
13626,MZ089748,Unassigned,Unassigned,Unassigned,1767_0,Clustered,2,VC_1767_0,2,1.0,0.0,0.0,0,0,0,1.0
13627,MZ089752,Unassigned,Unassigned,Unassigned,1768_0,Clustered,2,VC_1768_0,2,1.0,0.0,0.0,0,0,0,1.0
13628,MZ089753,Unassigned,Unassigned,Unassigned,1410_0,Clustered,5,VC_1410_0,5,0.1964,0.91918218,0.1805,0,0,0,1.0
13629,MZ089755,Unassigned,Unassigned,Unassigned,1410_0,Clustered,5,VC_1410_0,5,0.1964,0.91918218,0.1805,0,0,0,1.0
13630,MZ089756,Unassigned,Unassigned,Unassigned,1412_0,Clustered,23,VC_1412_0,23,0.6867,0.99991753,0.6866,0,0,0,1.0
13631,MZ089759,Unassigned,Unassigned,Unassigned,1410_0,Clustered,5,VC_1410_0,5,0.1964,0.91918218,0.1805,0,0,0,1.0
13632,MZ089762,Unassigned,Unassigned,Unassigned,1413_0,Clustered,9,VC_1413_0,9,0.4997,0.99992303,0.4996,0,0,0,1.0
13633,MZ089764,Unassigned,Unassigned,Unassigned,1413_0,Clustered,9,VC_1413_0,9,0.4997,0.99992303,0.4996,0,0,0,1.0
13634,MZ089765,Unassigned,Unassigned,Unassigned,1395_0,Clustered,154,VC_1395_0,154,0.8557,1.0,0.8557,0,0,0,1.0
13635,MZ089767,Unassigned,Unassigned,Unassigned,1395_0,Clustered,154,VC_1395_0,154,0.8557,1.0,0.8557,0,0,0,1.0
13636,MZ089768,Unassigned,Unassigned,Unassigned,1769_0,Clustered,3,VC_1769_0,3,1.0,0.0,0.0,0,0,0,1.0
13637,MZ089769,Unassigned,Unassigned,Unassigned,1770_0,Clustered,2,VC_1770_0,2,1.0,0.0,0.0,0,0,0,1.0
13638,MZ089770,Unassigned,Unassigned,Unassigned,1617_0,Clustered,18,VC_1617_0,18,0.7797,1.0,0.7797,0,0,0,1.0
13639,MZ089771,Unassigned,Unassigned,Unassigned,1403_0,Clustered,8,VC_1403_0,8,0.708,1.0,0.708,0,0,0,1.0
13640,MZ089772,Unassigned,Unassigned,Unassigned,1617_0,Clustered,18,VC_1617_0,18,0.7797,1.0,0.7797,0,0,0,1.0
13641,MZ089773,Unassigned,Unassigned,Unassigned,1412_0,Clustered,23,VC_1412_0,23,0.6867,0.99991753,0.6866,0,0,0,1.0
13642,MZ089774,Unassigned,Unassigned,Unassigned,1395_0,Clustered,154,VC_1395_0,154,0.8557,1.0,0.8557,0,0,0,1.0
13643,MZ089775,Unassigned,Unassigned,Unassigned,1395_0,Clustered,154,VC_1395_0,154,0.8557,1.0,0.8557,0,0,0,1.0
13644,MZ089776,Unassigned,Unassigned,Unassigned,1395_0,Clustered,154,VC_1395_0,154,0.8557,1.0,0.8557,0,0,0,1.0
13645,MZ089778,Unassigned,Unassigned,Unassigned,1423_0,Clustered,4,VC_1423_0,4,0.142,0.99986857,0.1419,0,0,0,1.0
13646,MZ089780,Unassigned,Unassigned,Unassigned,1617_0,Clustered,18,VC_1617_0,18,0.7797,1.0,0.7797,0,0,0,1.0
13647,MZ089783,Unassigned,Unassigned,Unassigned,1771_0,Clustered,5,VC_1771_0,5,1.0,0.0,0.0,0,0,0,1.0
13648,MZ089785,Unassigned,Unassigned,Unassigned,1533_0,Clustered,2,VC_1533_0,2,0.4703,0.72349952,0.3403,0,0,0,1.0
13649,MZ089786,Unassigned,Unassigned,Unassigned,1542_0,Clustered,53,VC_1542_0,53,0.978,0.98959186,0.9678,0,0,0,1.0
13650,MZ089787,Unassigned,Unassigned,Unassigned,1772_0,Clustered,3,VC_1772_0,3,0.7851,0.9234775,0.725,0,0,0,1.0
13651,MZ089788,Unassigned,Unassigned,Unassigned,1772_0,Clustered,3,VC_1772_0,3,0.7851,0.9234775,0.725,0,0,0,1.0
13652,MZ089789,Unassigned,Unassigned,Unassigned,1544_0,Clustered,7,VC_1544_0,7,0.6044,0.99999948,0.6044,0,0,0,1.0
13653,MZ089790,Unassigned,Unassigned,Unassigned,1773_0,Clustered,3,VC_1773_0,3,1.0,0.0,0.0,0,0,0,1.0
13654,MZ089791,Unassigned,Unassigned,Unassigned,1542_0,Clustered,53,VC_1542_0,53,0.978,0.98959186,0.9678,0,0,0,1.0
13655,MZ089792,Unassigned,Unassigned,Unassigned,1773_0,Clustered,3,VC_1773_0,3,1.0,0.0,0.0,0,0,0,1.0
13656,MZ089794,Unassigned,Unassigned,Unassigned,1773_0,Clustered,3,VC_1773_0,3,1.0,0.0,0.0,0,0,0,1.0
13657,MZ089795,Unassigned,Unassigned,Unassigned,1542_0,Clustered,53,VC_1542_0,53,0.978,0.98959186,0.9678,0,0,0,1.0
13658,MZ089796,Unassigned,Unassigned,Unassigned,1612_0,Clustered,2,VC_1612_0,2,0.133,0.90765197,0.1208,0,0,0,1.0
13659,MZ089797,Unassigned,Unassigned,Unassigned,1612_0,Clustered,2,VC_1612_0,2,0.133,0.90765197,0.1208,0,0,0,1.0
13660,MZ089799,Unassigned,Unassigned,Unassigned,1774_0,Clustered,4,VC_1774_0,4,0.3081,0.9999362,0.3081,0,0,0,1.0
13661,MZ089800,Unassigned,Unassigned,Unassigned,1611_0,Clustered,10,VC_1611_0,10,0.7217,1.0,0.7217,0,0,0,1.0
13662,MZ089801,Unassigned,Unassigned,Unassigned,1611_0,Clustered,10,VC_1611_0,10,0.7217,1.0,0.7217,0,0,0,1.0
13663,MZ089802,Unassigned,Unassigned,Unassigned,1575_0,Clustered,9,VC_1575_0,9,0.9232,0.37495904,0.3462,0,0,0,1.0
13664,MZ089803,Unassigned,Unassigned,Unassigned,1774_0,Clustered,4,VC_1774_0,4,0.3081,0.9999362,0.3081,0,0,0,1.0
13665,MZ089804,Unassigned,Unassigned,Unassigned,1776_0,Clustered,8,VC_1776_0,8,1.0,0.0,0.0,0,0,0,1.0
13666,MZ089805,Unassigned,Unassigned,Unassigned,1611_0,Clustered,10,VC_1611_0,10,0.7217,1.0,0.7217,0,0,0,1.0
13667,MZ089806,Unassigned,Unassigned,Unassigned,1542_0,Clustered,53,VC_1542_0,53,0.978,0.98959186,0.9678,0,0,0,1.0
13668,MZ089807,Unassigned,Unassigned,Unassigned,1776_0,Clustered,8,VC_1776_0,8,1.0,0.0,0.0,0,0,0,1.0
13669,MZ089808,Unassigned,Unassigned,Unassigned,1575_0,Clustered,9,VC_1575_0,9,0.9232,0.37495904,0.3462,0,0,0,1.0
13670,MZ089809,Unassigned,Unassigned,Unassigned,1575_0,Clustered,9,VC_1575_0,9,0.9232,0.37495904,0.3462,0,0,0,1.0
13671,MZ089811,Unassigned,Unassigned,Unassigned,1777_0,Clustered,4,VC_1777_0,4,1.0,0.0,0.0,0,0,0,1.0
13672,MZ089978,Unassigned,Unassigned,Unassigned,447_0,Clustered,7,VC_447_0,7,0.9041,0.9996286,0.9038,0,0,0,1.0
13673,MZ089979,Unassigned,Unassigned,Unassigned,447_0,Clustered,7,VC_447_0,7,0.9041,0.9996286,0.9038,0,0,0,1.0
13674,MZ090946,Unassigned,Unassigned,Unassigned,268_0,Clustered,122,VC_268_0,122,0.7466,1.0,0.7466,0,0,0,0.9984
13675,MZ099557,Unassigned,Unassigned,Unassigned,745_0,Clustered,77,VC_745_0,77,0.9417,1.0,0.9417,0,0,0,1.0
13676,MZ127825,Unassigned,Unassigned,Unassigned,450_0,Clustered,35,VC_450_0,35,0.9918,1.0,0.9918,0,0,0,1.0
13677,MZ147816,Unassigned,Unassigned,Unassigned,100_0,Clustered,22,VC_100_0,22,0.6002,1.0,0.6002,0,0,0,1.0
13678,MZ150757,Unassigned,Unassigned,Unassigned,296_9,Clustered/Singleton,1,VC_296_9,1,0.0,0.0,0.0,0,0,0,1.0
13679,MZ150758,Unassigned,Unassigned,Unassigned,349_2,Clustered,2,VC_349_2,2,0.005,0.89349292,0.0045,0,0,0,1.0
13680,MZ150782,Unassigned,Unassigned,Unassigned,1457_0,Clustered,10,VC_1457_0,10,0.588,1.0,0.588,0,0,0,1.0
13681,MZ150783,Unassigned,Unassigned,Unassigned,1393_0,Clustered,2,VC_1393_0,2,0.1179,0.89649583,0.1057,0,0,0,1.0
13682,MZ150784,Unassigned,Unassigned,Unassigned,1323_0,Clustered,6,VC_1323_0,6,0.6762,1.0,0.6762,0,0,0,1.0
13683,MZ150785,Unassigned,Unassigned,Unassigned,1472_0,Clustered,41,VC_1472_0,41,0.957,1.0,0.957,0,0,0,0.9951
13684,MZ150786,Unassigned,Unassigned,Unassigned,397_4,Clustered,3,VC_397_4,3,0.0329,0.99706768,0.0328,0,0,0,1.0
13685,MZ150788,Unassigned,Unassigned,Unassigned,1471_0,Clustered,22,VC_1471_0,22,0.4567,1.0,0.4567,0,0,0,1.0
13686,MZ150789,Unassigned,Unassigned,Unassigned,637_0,Clustered,3,VC_637_0,3,0.281,0.93312476,0.2622,0,0,0,1.0
13687,MZ150790,Unassigned,Unassigned,Unassigned,1744_0,Clustered,6,VC_1744_0,6,1.0,0.0,0.0,0,0,0,1.0
13688,MZ150791,Unassigned,Unassigned,Unassigned,1474_0,Clustered,25,VC_1474_0,25,0.9559,1.0,0.9559,0,0,0,1.0
13689,MZ150792,Unassigned,Unassigned,Unassigned,1652_0,Clustered,33,VC_1652_0,33,0.8565,1.0,0.8565,0,0,0,1.0
13690,MZ150793,Unassigned,Unassigned,Unassigned,1224_0,Clustered,40,VC_1224_0,40,0.9157,1.0,0.9157,0,0,0,1.0
13691,MZ152914,Unassigned,Unassigned,Unassigned,623_0,Clustered,6,VC_623_0,6,0.2145,1.0,0.2145,0,0,0,1.0
13692,MZ156567,Unassigned,Unassigned,Unassigned,681_0,Clustered,120,VC_681_0,120,0.7257,1.0,0.7257,0,0,0,0.8923
13693,MZ156568,Unassigned,Unassigned,Unassigned,681_0,Clustered,120,VC_681_0,120,0.7257,1.0,0.7257,0,0,0,0.8923
13694,MZ156569,Unassigned,Unassigned,Unassigned,681_0,Clustered,120,VC_681_0,120,0.7257,1.0,0.7257,0,0,0,0.8923
13695,MZ156570,Unassigned,Unassigned,Unassigned,144_21,Clustered/Singleton,1,VC_144_21,1,0.0,0.0,0.0,0,0,0,1.0
13696,MZ170040,Unassigned,Unassigned,Unassigned,296_126,Clustered/Singleton,1,VC_296_126,1,0.0,0.0,0.0,0,0,0,1.0
13697,MZ170041,Unassigned,Unassigned,Unassigned,296_117,Clustered,2,VC_296_117,2,0.0023,0.90734866,0.0021,0,0,0,1.0
13698,MZ171370,Unassigned,Unassigned,Unassigned,879_1,Clustered,29,VC_879_1,29,0.8989,1.0,0.8989,0,0,0,1.0
13699,MZ171371,Unassigned,Unassigned,Unassigned,1471_0,Clustered,22,VC_1471_0,22,0.4567,1.0,0.4567,0,0,0,1.0
13700,MZ171372,Unassigned,Unassigned,Unassigned,619_0,Clustered,9,VC_619_0,9,0.4924,1.0,0.4924,0,0,0,1.0
13701,MZ171373,Unassigned,Unassigned,Unassigned,1203_0,Clustered,28,VC_1203_0,28,0.5492,1.0,0.5492,0,0,0,1.0
13702,MZ171374,Unassigned,Unassigned,Unassigned,573_0,Clustered,25,VC_573_0,25,0.4604,1.0,0.4604,0,0,0,1.0
13703,MZ171375,Unassigned,Unassigned,Unassigned,552_0,Clustered,41,VC_552_0,41,0.9921,1.0,0.9921,0,0,0,1.0
13704,MZ171376,Unassigned,Unassigned,Unassigned,238_0,Clustered,39,VC_238_0,39,0.9167,1.0,0.9167,0,0,0,1.0
13705,MZ171377,Unassigned,Unassigned,Unassigned,834_0,Clustered,67,VC_834_0,67,0.8942,1.0,0.8942,0,0,0,1.0
13706,MZ171378,Unassigned,Unassigned,Unassigned,570_46,Clustered/Singleton,1,VC_570_46,1,0.0,0.0,0.0,0,0,0,1.0
13707,MZ171380,Unassigned,Unassigned,Unassigned,561_0,Clustered,109,VC_561_0,109,0.8533,1.0,0.8533,0,0,0,0.9958
13708,MZ171381,Unassigned,Unassigned,Unassigned,552_0,Clustered,41,VC_552_0,41,0.9921,1.0,0.9921,0,0,0,1.0
13709,MZ172460,Unassigned,Unassigned,Unassigned,1240_0,Clustered,104,VC_1240_0,104,0.9119,1.0,0.9119,0,0,0,0.9927
