seq_name	n_genes_with_taxonomy	agreement	taxid	lineage
Rubio_Protillo_k141_6400641	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6407841	30	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6418459	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_642693	30	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6437009	8	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6443682	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6445337	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6448392	4	1.0000	6064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
Rubio_Protillo_k141_6473999	18	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6481653	11	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_648172	6	0.7000	10823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
Rubio_Protillo_k141_6486277	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6491085	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6495461	13	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6498062	11	0.9301	10823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
Rubio_Protillo_k141_6498234	12	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_650393	7	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6510882	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6512246	25	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6516700	14	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6521575	25	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6553657	2	0.6279	9913	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
Rubio_Protillo_k141_6560918	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6562613	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6575161	17	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6575905	8	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6577578	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6586725	20	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6590808	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6596311	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6598760	6	0.7374	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_662134	6	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6637256	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6663335	1	1.0000	9067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae
Rubio_Protillo_k141_6670581	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_668550	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6691813	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6693039	20	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6693561	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_670467	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6722754	7	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_672595	22	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6729141	5	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6734364	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6736883	19	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6763341	10	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6768233	8	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6792477	6	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6801649	14	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6805840	6	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6823210	10	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6835187	12	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6835844	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847178	46	0.7431	5797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
Rubio_Protillo_k141_6847184	21	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847186	25	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847187	28	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847190	32	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847191	18	0.6522	10823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
Rubio_Protillo_k141_6847198	15	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847203	40	0.5721	5797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
Rubio_Protillo_k141_6847215	21	0.6890	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847227	27	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847232	28	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847233	29	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847240	24	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847242	54	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847251	22	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847269	24	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847270	12	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847291	19	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847335	17	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847352	13	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847399	13	0.9561	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847412	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847422	27	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6847568	17	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6848010	24	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_6848022	16	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_710485	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_712999	28	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_713349	2	0.5053	6064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
Rubio_Protillo_k141_718964	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_755921	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_761555	23	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_763817	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_764391	15	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_76877	15	0.9564	10823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
Rubio_Protillo_k141_772741	7	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_777049	12	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_782673	2	0.5902	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_795987	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_804902	7	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_81669	5	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_820736	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_820845	17	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_821304	22	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_83069	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_846	18	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_850872	3	0.7551	9306	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Vinavirales;Corticoviridae
Rubio_Protillo_k141_857127	8	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_869697	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_870270	5	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_870837	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_871020	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_872341	8	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_879040	8	0.6073	6064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
Rubio_Protillo_k141_889724	10	0.6632	10823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
Rubio_Protillo_k141_894632	6	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_89968	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_90744	18	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_908728	24	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_918602	27	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_92304	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_946400	8	1.0000	1	Viruses
Rubio_Protillo_k141_961272	5	0.5579	5797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
Rubio_Protillo_k141_963386	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_974346	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Rubio_Protillo_k141_986810	5	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_10218566	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_10411517	5	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_10499560	21	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_1054098	18	0.6851	10823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
Schorn_k141_1059824	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_10681081	14	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_10683038	2	0.5758	6837	Viruses;Fuselloviridae
Schorn_k141_10703592	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_10735901	5	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_10751041	7	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_10797621	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_10920880	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_10983834	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_11348091	1	1.0000	2790	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
Schorn_k141_1139773	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_1169176	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_11784795	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_12237800	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_12255759	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_12297770	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_12318431	23	0.5648	10823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
Schorn_k141_12456150	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_12553907	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_12599455	5	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_12613935	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_12676774	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_12812474	35	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_12882802	1	1.0000	8016	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
Schorn_k141_12926758	15	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_13052507	24	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_13071063	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_13113388	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_13135342	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_13277954	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_13283757	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_13332422	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_13491199	92	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_13523794	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_13590047	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_13760000	44	0.6604	5262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae
Schorn_k141_1385032	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_14053712	13	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_14060255	6	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_14122659	6	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_14162914	5	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_14407985	7	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_144080	14	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_14443167	23	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_14535348	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_14552032	28	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_14624945	8	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_14778714	7	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15017233	6	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15030724	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15237403	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15290804	29	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15307672	11	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15358384	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15447133	31	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15477708	8	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15479828	14	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15531234	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15546689	7	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15569573	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15622619	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15625933	6	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15664706	4	0.6038	9067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae
Schorn_k141_15677847	7	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_1586921	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15924227	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15954387	3	0.7849	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_15954422	24	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_16003094	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_16175790	8	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_16366536	10	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_16628047	8	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_16822522	6	1.0000	1	Viruses
Schorn_k141_16839365	1	1.0000	12031	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
Schorn_k141_16883277	8	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17006484	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17030857	34	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17038397	13	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17140928	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17151422	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17297169	4	0.6905	9067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae
Schorn_k141_1745376	2	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17455949	4	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17486330	6	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17668976	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17683379	3	0.5464	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17843637	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_17847798	1	1.0000	9067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae
Schorn_k141_1798312	3	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_18057941	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_18084884	7	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_18086219	14	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_1813337	1	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_1815457	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
Schorn_k141_18260799	9	1.0000	2561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
