filename,Genome,dsDNAphage,NCLDV,RNA,ssDNA,lavidaviridae,max_score,max_score_group,length,hallmark,viral,cellular
Schorn,Schorn_k141_27688230,0.947,0.127,0,0.02,0.047,0.947,dsDNAphage,5251,1,22.2,11.1
Schorn,Schorn_k141_26151183,0.1,0.74,0.075,0,0,0.74,NCLDV,7242,0,14.3,0
Schorn,Schorn_k141_18556129,0.167,0.573,0.17,0,0.493,0.573,NCLDV,6261,0,16.7,0
Schorn,Schorn_k141_4865921,0.987,0.313,0.755,0.02,0.58,0.987,dsDNAphage,11351,1,16.7,0
Schorn,Schorn_k141_20082326,0.78,0.253,0.575,0.74,0.487,0.78,dsDNAphage,5827,0,25,0
Schorn,Schorn_k141_29197463,0.993,0.033,0,0.013,0.013,0.993,dsDNAphage,6924,3,58.3,16.7
Schorn,Schorn_k141_7889485,0.073,0.693,0.05,0.007,0.087,0.693,NCLDV,5246,0,14.3,0
Schorn,Schorn_k141_305857,1,0.553,0.16,0.7,0.82,1,dsDNAphage,5244,1,42.9,0
Schorn,Schorn_k141_27691801,1,0.793,0.045,0.127,0.187,1,dsDNAphage,26824,6,46.2,0
Schorn,Schorn_k141_1813337,0.993,0.3,0.395,0.14,0.593,0.993,dsDNAphage,10473,1,16.7,0
Schorn,Schorn_k141_9433575,0.693,0.513,0.025,0.18,0.04,0.693,dsDNAphage,5433,0,75,12.5
Schorn,Schorn_k141_32240301,0.833,0.327,0.83,0.913,1,1,lavidaviridae,6316,0,37.5,0
Schorn,Schorn_k141_35289673,0.953,0.267,0.015,0.247,0.053,0.953,dsDNAphage,10214,0,27.3,0
Schorn,Schorn_k141_7891124,0.873,0.573,0.17,0.16,0.24,0.873,dsDNAphage,9288,0,63.6,0
Schorn,Schorn_k141_26156174,0.16,0.873,0.085,0,0.447,0.873,NCLDV,6598,0,14.3,0
Schorn,Schorn_k141_20086034,0.6,0.42,0.045,0.073,0.313,0.6,dsDNAphage,6729,0,33.3,0
Schorn,Schorn_k141_18561138,0.333,0.773,0.12,0.087,0.807,0.807,lavidaviridae,5609,0,50,0
Schorn,Schorn_k141_27694046,0.4,0.507,0.155,0.013,0.153,0.507,NCLDV,5520,0,40,0
Schorn,Schorn_k141_17030857,0.993,0.787,0.005,0.06,0.553,0.993,dsDNAphage,51217,6,29.8,1.9
Schorn,Schorn_k141_1815457,0.987,0.24,0.13,0.273,0.787,0.987,dsDNAphage,13368,4,64.3,0
Schorn,Schorn_k141_23128912,0.32,0.973,0.195,0.02,0.487,0.973,NCLDV,5768,0,28.6,0
Schorn,Schorn_k141_10947625,0.827,0.487,0.225,0.087,0.147,0.827,dsDNAphage,6673,0,27.3,0
Schorn,Schorn_k141_33759065,0.473,0.08,0.335,0.24,0.993,0.993,lavidaviridae,4891,0,33.3,0
Schorn,Schorn_k141_35292936,0.593,0.72,0.45,0.447,0.973,0.973,lavidaviridae,5118,0,14.3,0
Schorn,Schorn_k141_3352243,0.007,0.6,0,0,0.113,0.6,NCLDV,11403,0,37.5,0
Schorn,Schorn_k141_30723381,0.653,0.773,0.035,0.073,0.28,0.773,NCLDV,6190,0,13.3,6.7
Schorn,Schorn_k141_33761618,0.713,0.5,0.235,0.22,0.387,0.713,dsDNAphage,5372,0,25,0
Schorn,Schorn_k141_15523880,0.153,0.607,0.18,0,0.273,0.607,NCLDV,5172,0,25,0
Schorn,Schorn_k141_4876738,0.993,0.213,0.165,0.58,0.407,0.993,dsDNAphage,5087,2,71.4,0
Schorn,Schorn_k141_1820531,0.333,0.613,0.185,0.007,0.353,0.613,NCLDV,8343,0,25,0
Schorn,Schorn_k141_20092514,0.953,0.96,0.03,0.28,0.54,0.96,NCLDV,8364,0,30.8,0
Schorn,Schorn_k141_6377735,0.113,0.507,0.01,0,0.02,0.507,NCLDV,7013,0,40,20
Schorn,Schorn_k141_10952049,0.747,0.593,0.19,0.067,0.173,0.747,dsDNAphage,6886,0,11.1,0
Schorn,Schorn_k141_7898724,0.933,0.4,0.02,0.18,0.087,0.933,dsDNAphage,7132,0,35.7,0
Schorn,Schorn_k141_6379272,0.973,0.62,0.585,0.98,0.193,0.98,ssDNA,5160,0,40,0
Schorn,Schorn_k141_26164366,0.88,0.24,0.195,0.2,0.027,0.88,dsDNAphage,5771,0,15.8,5.3
Schorn,Schorn_k141_17038397,0.993,0.04,0,0.007,0.02,0.993,dsDNAphage,52255,2,24.2,4.5
Schorn,Schorn_k141_18570179,0.647,0.127,0.26,0.12,0.193,0.647,dsDNAphage,8988,0,33.3,0
Schorn,Schorn_k141_3359138,0.267,0.533,0.13,0.027,0.667,0.667,lavidaviridae,6491,0,33.3,0
Schorn,Schorn_k141_10955432,0.213,0.853,0,0.007,0.027,0.853,NCLDV,5052,0,42.9,0
Schorn,Schorn_k141_6382048,0.22,0.18,0.245,0.067,0.527,0.527,lavidaviridae,5088,0,33.3,0
Schorn,Schorn_k141_319460,0.66,0.927,0.255,0.413,0.893,0.927,NCLDV,5199,0,50,0
Schorn,Schorn_k141_29211342,0.207,0.593,0.045,0.02,0.167,0.593,NCLDV,5855,0,20,0
Schorn,Schorn_k141_30730001,0.98,0.86,0.28,0.873,0.28,0.98,dsDNAphage,6188,0,42.9,0
Schorn,Schorn_k141_18571856,0.033,0.68,0.085,0.007,0.34,0.68,NCLDV,8040,0,20,0
Schorn,Schorn_k141_23139901,0.993,0.827,0.18,0.42,0.413,0.993,dsDNAphage,5777,2,66.7,0
Schorn,Schorn_k141_30730888,0.807,0.22,0.465,0.86,0.793,0.86,ssDNA,4309,0,50,0
Schorn,Schorn_k141_26168388,0.167,0.107,0.17,0,0.807,0.807,lavidaviridae,5354,0,20,0
Schorn,Schorn_k141_21599398,0.127,0.893,0.34,0,0.547,0.893,NCLDV,5551,0,20,0
Schorn,Schorn_k141_12493111,0.7,0.253,0.16,0.293,0.22,0.7,dsDNAphage,6664,0,37.5,0
Schorn,Schorn_k141_3362149,0.993,0.307,0,0,0,0.993,dsDNAphage,16398,1,28,4
Schorn,Schorn_k141_20099501,0.98,0.32,0.04,0.12,0.253,0.98,dsDNAphage,27954,4,62.2,0
Schorn,Schorn_k141_1827501,0.727,0.087,0.845,0.253,0.507,0.845,RNA,5532,0,20,0
Schorn,Schorn_k141_12495168,0.087,0.02,0.04,0,0.513,0.513,lavidaviridae,5743,0,20,0
Schorn,Schorn_k141_27708502,1,0.173,0.025,0.067,0.053,1,dsDNAphage,19130,3,32.4,0
Schorn,Schorn_k141_9452611,0.993,0.567,0.275,0.58,0.22,0.993,dsDNAphage,9098,2,33.3,0
Schorn,Schorn_k141_30736531,0.953,0.253,0.43,0.807,0.247,0.953,dsDNAphage,8384,0,21.4,0
Schorn,Schorn_k141_35307219,0.987,0.393,0.15,0.873,0.307,0.987,dsDNAphage,5065,0,60,0
Schorn,Schorn_k141_13998513,0.673,0.3,0.015,0.087,0.533,0.673,dsDNAphage,5192,0,66.7,16.7
Schorn,Schorn_k141_24668565,0.58,0.46,0.075,0.24,0.427,0.58,dsDNAphage,5409,0,28.6,0
Schorn,Schorn_k141_1833104,0.113,0.9,0.14,0.013,0.247,0.9,NCLDV,5950,0,25,0
Schorn,Schorn_k141_12500215,0.213,0.573,0.06,0.033,0.207,0.573,NCLDV,5880,0,40,0
Schorn,Schorn_k141_17049214,0.62,0.06,0.01,0.007,0.033,0.62,dsDNAphage,5648,0,15.4,7.7
Schorn,Schorn_k141_4891023,0.947,0.333,0.08,0.013,0.053,0.947,dsDNAphage,9516,1,8.3,0
Schorn,Schorn_k141_14000673,0.593,0.693,0.175,0.36,0.44,0.693,NCLDV,5868,0,66.7,0
Schorn,Schorn_k141_7910839,0.167,0.553,0.055,0.033,0.187,0.553,NCLDV,8704,0,16.7,0
Schorn,Schorn_k141_12501230,0.207,0.6,0.2,0.04,0.207,0.6,NCLDV,7388,0,33.3,0
Schorn,Schorn_k141_7911825,0.993,0.2,0.455,0.48,0.187,0.993,dsDNAphage,5675,2,20,0
Schorn,Schorn_k141_4893693,0.167,0.513,0,0.013,0,0.513,NCLDV,6479,0,40,0
Schorn,Schorn_k141_23151444,0.06,0.553,0.12,0,0.173,0.553,NCLDV,6362,0,14.3,0
Schorn,Schorn_k141_26179534,0.12,0.56,0.01,0.007,0.087,0.56,NCLDV,6809,0,20,0
Schorn,Schorn_k141_7916584,0.993,0.26,0.125,0.127,0.38,0.993,dsDNAphage,20094,6,71.4,0
Schorn,Schorn_k141_15546689,1,0.187,0.29,0.54,0.927,1,dsDNAphage,18198,1,36,0
Schorn,Schorn_k141_23154954,0.993,0.88,0.055,0.953,0.24,0.993,dsDNAphage,5147,3,50,0
Schorn,Schorn_k141_7917258,0.14,0.673,0.06,0.02,0.467,0.673,NCLDV,6601,0,25,12.5
Schorn,Schorn_k141_26184613,0.887,0.373,0.01,0.033,0.16,0.887,dsDNAphage,5852,1,57.1,28.6
Schorn,Schorn_k141_27723255,0.24,0.313,0.16,0.06,0.673,0.673,lavidaviridae,7141,0,40,0
Schorn,Schorn_k141_21615102,0.56,0.72,0.015,0.06,0.14,0.72,NCLDV,5800,0,57.1,0
Schorn,Schorn_k141_24679730,0.62,0.153,0.005,0.113,0.027,0.62,dsDNAphage,5823,0,12.5,6.2
Schorn,Schorn_k141_4901513,1,0.26,0.29,0.873,0.973,1,dsDNAphage,9002,2,76.9,0
Schorn,Schorn_k141_14011006,1,0.147,0.185,0.14,0.32,1,dsDNAphage,6408,3,55.6,0
Schorn,Schorn_k141_18591030,1,0.333,0.295,0.407,0.267,1,dsDNAphage,6292,2,44.4,0
Schorn,Schorn_k141_1845410,0.113,0.607,0.03,0,0.087,0.607,NCLDV,9596,0,14.3,0
Schorn,Schorn_k141_32272483,0.06,0.82,0.18,0,0.16,0.82,NCLDV,5632,0,16.7,0
Schorn,Schorn_k141_15553056,0.947,0.2,0.17,0.68,0.453,0.947,dsDNAphage,5149,2,57.1,0
Schorn,Schorn_k141_12514988,0.487,0.647,0.305,0.38,0.647,0.647,NCLDV,5094,0,50,0
Schorn,Schorn_k141_29233717,0.993,0.267,0.215,0.527,0.547,0.993,dsDNAphage,5080,1,100,0
Schorn,Schorn_k141_6404675,0.48,0.513,0.235,0.073,0.207,0.513,NCLDV,5524,0,50,0
Schorn,Schorn_k141_32274603,1,0.747,0.155,0.707,0.24,1,dsDNAphage,5446,2,55.6,0
Schorn,Schorn_k141_15554332,0.327,0.847,0.205,0.007,0.247,0.847,NCLDV,5884,0,33.3,0
Schorn,Schorn_k141_4907258,1,0.76,0.24,0.953,1,1,dsDNAphage,6533,2,80,0
Schorn,Schorn_k141_33791637,1,0.793,0.25,0.9,0.907,1,dsDNAphage,6704,4,100,0
Schorn,Schorn_k141_1850265,0.393,0.587,0.28,0.447,0.773,0.773,lavidaviridae,5923,0,30,0
Schorn,Schorn_k141_10983834,1,0.293,0.575,0.853,0.893,1,dsDNAphage,11017,1,35.3,0
Schorn,Schorn_k141_30756202,0.687,0.433,0.225,0.687,0.747,0.747,lavidaviridae,5406,0,75,0
Schorn,Schorn_k141_9475456,1,0.447,0.15,0.573,0.253,1,dsDNAphage,5324,2,44.4,0
Schorn,Schorn_k141_1853439,0.527,0.387,0.735,0.027,0.32,0.735,RNA,5344,0,25,0
Schorn,Schorn_k141_4912590,0.053,0.613,0.14,0.033,0.18,0.613,NCLDV,7342,0,20,0
Schorn,Schorn_k141_1855796,0.407,0.96,0.315,0.387,0.96,0.96,NCLDV,5276,0,12.5,0
Schorn,Schorn_k141_9478679,1,0.02,0,0.02,0.033,1,dsDNAphage,57054,4,25.3,2.4
Schorn,Schorn_k141_9478931,0.96,0.527,0.08,0.62,0.16,0.96,dsDNAphage,5553,0,14.3,0
Schorn,Schorn_k141_33799448,0.133,1,0.105,0.033,0.207,1,NCLDV,6154,0,25,0
Schorn,Schorn_k141_29244065,0.92,0.18,0.075,0.533,0.32,0.92,dsDNAphage,6448,0,14.3,0
Schorn,Schorn_k141_30762624,0.993,0.273,0.48,0.213,0.147,0.993,dsDNAphage,22692,1,10.3,0
Schorn,Schorn_k141_17074718,1,0.58,0.245,0.433,0.18,1,dsDNAphage,6416,0,38.5,0
Schorn,Schorn_k141_15567170,0.92,0.167,0.745,0.42,0.38,0.92,dsDNAphage,5088,0,12.5,0
Schorn,Schorn_k141_6418918,0.053,0.76,0.07,0.013,0.38,0.76,NCLDV,5167,0,16.7,0
Schorn,Schorn_k141_15569573,0.993,0.72,0.14,0.433,0.173,0.993,dsDNAphage,9917,1,9.1,0
Schorn,Schorn_k141_32289241,1,0.68,0.105,0.58,0.2,1,dsDNAphage,5585,2,50,0
Schorn,Schorn_k141_10996083,0.58,0.587,0.12,0.107,0.187,0.587,NCLDV,5199,0,16.7,0
Schorn,Schorn_k141_23176728,0.867,0.247,0.355,0.24,0.253,0.867,dsDNAphage,5780,0,12.5,0
Schorn,Schorn_k141_29249403,0.207,0.647,0.115,0.013,0.12,0.647,NCLDV,7981,0,16.7,0
Schorn,Schorn_k141_6420328,0.92,0.187,0.01,0.013,0,0.92,dsDNAphage,9902,1,14.3,7.1
Schorn,Schorn_k141_17079833,0.073,0.56,0.09,0.033,0.267,0.56,NCLDV,5638,0,25,0
Schorn,Schorn_k141_14031636,0.827,0.5,0.03,0.633,0.813,0.827,dsDNAphage,5772,0,55.6,0
Schorn,Schorn_k141_361413,0.547,0.233,0,0.007,0.133,0.547,dsDNAphage,8300,0,16.7,8.3
Schorn,Schorn_k141_26206568,0.107,0.74,0,0,0.02,0.74,NCLDV,6320,0,25,12.5
Schorn,Schorn_k141_14032442,0.993,0.187,0.15,0.467,0.4,0.993,dsDNAphage,5342,2,62.5,0
Schorn,Schorn_k141_7940702,0.94,0.167,0.085,0.04,0.207,0.94,dsDNAphage,20844,0,21.9,0
Schorn,Schorn_k141_23178972,0.893,0.393,0.37,0.387,0.353,0.893,dsDNAphage,5635,0,12.5,0
Schorn,Schorn_k141_26208418,0.993,0.16,0.025,0.047,0.22,0.993,dsDNAphage,22489,4,36,0
Schorn,Schorn_k141_3404148,0.927,0.647,0,0.013,0.093,0.927,dsDNAphage,9638,3,30.8,0
Schorn,Schorn_k141_21639988,0.927,0.193,0.46,0.787,0.807,0.927,dsDNAphage,3980,0,60,0
Schorn,Schorn_k141_9490795,0.1,0.88,0.045,0,0.207,0.88,NCLDV,6744,0,20,0
Schorn,Schorn_k141_29254663,0.513,0.047,0.045,0.06,0.073,0.513,dsDNAphage,5512,0,80,20
Schorn,Schorn_k141_27750454,0.64,0.647,0.885,0.22,0.933,0.933,lavidaviridae,7447,0,28.6,0
Schorn,Schorn_k141_7944680,1,0.74,0.01,0.013,0.027,1,dsDNAphage,38048,2,25,1.8
Schorn,Schorn_k141_27751209,0.927,0.493,0.055,0.18,0.02,0.927,dsDNAphage,11449,0,9.4,3.1
Schorn,Schorn_k141_33811374,0.093,0.673,0,0,0.02,0.673,NCLDV,12633,0,23.1,0
Schorn,Schorn_k141_3408659,0.227,0.46,0.36,0,0.76,0.76,lavidaviridae,5068,0,25,0
Schorn,Schorn_k141_23184502,0.493,0.947,0.155,0.293,0.973,0.973,lavidaviridae,7522,0,20,0
Schorn,Schorn_k141_33813653,0.253,0.66,0.085,0.013,0.313,0.66,NCLDV,6557,0,28.6,14.3
Schorn,Schorn_k141_17089395,0.62,0.267,0.105,0.56,0.667,0.667,lavidaviridae,5415,0,75,0
Schorn,Schorn_k141_6430530,0.1,0.5,0.215,0,0.153,0.5,NCLDV,7710,0,12.5,0
Schorn,Schorn_k141_26217078,0.087,0.693,0,0.007,0.007,0.693,NCLDV,5015,0,25,0
Schorn,Schorn_k141_11008908,0.9,0.533,0.355,0.553,0.747,0.9,dsDNAphage,8840,1,66.7,0
Schorn,Schorn_k141_23189315,0.133,0.767,0,0,0.04,0.767,NCLDV,6486,0,25,0
Schorn,Schorn_k141_35350731,0.993,0.48,0.1,0.227,0.347,0.993,dsDNAphage,13752,3,60,0
Schorn,Schorn_k141_3414297,0.78,0.207,0.005,0,0.107,0.78,dsDNAphage,6402,1,28.6,14.3
Schorn,Schorn_k141_12545687,0.907,0.98,0.045,0.773,0.193,0.98,NCLDV,5047,0,50,0
Schorn,Schorn_k141_374424,0.993,0.72,0.005,0,0.207,0.993,dsDNAphage,12331,6,41.2,5.9
Schorn,Schorn_k141_20151890,0.187,0.58,0.235,0.013,0.227,0.58,NCLDV,6994,0,25,0
Schorn,Schorn_k141_29262625,0.127,0.58,0.165,0.033,0.253,0.58,NCLDV,4477,0,25,0
Schorn,Schorn_k141_26219069,0.02,0.713,0.005,0,0.04,0.713,NCLDV,10371,0,16.7,0
Schorn,Schorn_k141_6433829,0.38,0.833,0.035,0.047,0.24,0.833,NCLDV,7723,0,50,0
Schorn,Schorn_k141_30782763,1,0.493,0.21,0.447,0.433,1,dsDNAphage,6916,2,50,0
Schorn,Schorn_k141_14047091,0.867,0.14,0.075,0.093,0.64,0.867,dsDNAphage,5033,0,37.5,12.5
Schorn,Schorn_k141_11013216,0.953,0.467,0,0.007,0.033,0.953,dsDNAphage,5595,2,50,33.3
Schorn,Schorn_k141_14047367,0.793,0.44,0.3,0.413,0.307,0.793,dsDNAphage,5220,0,14.3,0
Schorn,Schorn_k141_27762259,0.453,0.66,0.335,0.14,0.233,0.66,NCLDV,6922,0,50,0
Schorn,Schorn_k141_11014355,0.06,0.853,0.03,0,0.133,0.853,NCLDV,6161,0,14.3,0
Schorn,Schorn_k141_3418839,0.64,0.347,0.195,0.427,0.727,0.727,lavidaviridae,6649,0,42.9,0
Schorn,Schorn_k141_7956397,0.947,0.153,0.075,0.16,0.087,0.947,dsDNAphage,15654,1,3.4,0
Schorn,Schorn_k141_9506037,0.993,0.14,0,0.093,0.013,0.993,dsDNAphage,6388,6,66.7,16.7
Schorn,Schorn_k141_30787207,1,0.707,0.4,0.453,0.62,1,dsDNAphage,6517,2,42.9,0
Schorn,Schorn_k141_3421181,0.12,0.827,0.055,0,0.16,0.827,NCLDV,5117,0,16.7,0
Schorn,Schorn_k141_1883669,0.1,0.7,0.015,0,0.2,0.7,NCLDV,11033,0,27.3,18.2
Schorn,Schorn_k141_12553907,0.833,0.147,0,0.113,0.013,0.833,dsDNAphage,10005,0,21.1,5.3
Schorn,Schorn_k141_17100703,0.987,0.533,0.03,0.12,0.133,0.987,dsDNAphage,7098,1,41.7,0
Schorn,Schorn_k141_9508752,0.327,0.727,0.01,0.02,0.127,0.727,NCLDV,5035,0,28.6,14.3
Schorn,Schorn_k141_9509013,1,0.2,0.06,0.16,0.473,1,dsDNAphage,11144,1,66.7,0
Schorn,Schorn_k141_14053712,0.993,0.08,0.01,0.14,0.02,0.993,dsDNAphage,27789,3,22.4,2
Schorn,Schorn_k141_20161570,1,0.787,0.2,0.907,0.5,1,dsDNAphage,5772,4,75,0
Schorn,Schorn_k141_4945428,0.16,0.54,0.135,0.007,0.547,0.547,lavidaviridae,4878,0,33.3,0
Schorn,Schorn_k141_29271797,0.08,0.613,0.1,0.007,0.18,0.613,NCLDV,5156,0,25,0
Schorn,Schorn_k141_3425461,0.853,0.233,0.065,0.113,0.227,0.853,dsDNAphage,6710,0,27.3,0
Schorn,Schorn_k141_24726187,0.187,0.553,0.125,0.013,0.2,0.553,NCLDV,4322,0,25,0
Schorn,Schorn_k141_21661579,0.2,0.56,0.025,0.04,0.153,0.56,NCLDV,5425,0,40,0
Schorn,Schorn_k141_33831959,0.38,0.727,0.015,0.007,0.047,0.727,NCLDV,5323,0,33.3,0
Schorn,Schorn_k141_21662568,0.927,0.413,0.31,0.227,0.187,0.927,dsDNAphage,5381,0,13.3,0
Schorn,Schorn_k141_32318198,0.84,0.273,0.06,0.193,0.193,0.84,dsDNAphage,11342,0,27.8,0
Schorn,Schorn_k141_32318288,0.387,0.527,0.01,0.007,0.093,0.527,NCLDV,4903,0,60,20
Schorn,Schorn_k141_18641079,0.973,0.173,0.13,0.607,0.14,0.973,dsDNAphage,5478,0,12.5,0
Schorn,Schorn_k141_14060255,0.853,0.233,0.06,0.053,0.193,0.853,dsDNAphage,20025,0,20,0
Schorn,Schorn_k141_15600434,0.113,0.7,0.2,0.013,0.527,0.7,NCLDV,5071,0,20,0
Schorn,Schorn_k141_3430425,0.313,0.513,0.235,0.32,0.58,0.58,lavidaviridae,6804,0,25,0
Schorn,Schorn_k141_12562384,0.293,0.7,0.125,0.02,0.58,0.7,NCLDV,5552,0,40,0
Schorn,Schorn_k141_14062002,0.14,0.833,0.13,0.007,0.14,0.833,NCLDV,6378,0,16.7,0
Schorn,Schorn_k141_24733050,0.107,0.76,0.095,0.007,0.133,0.76,NCLDV,5158,0,25,0
Schorn,Schorn_k141_3432687,0.913,0.287,0.23,0.233,0.093,0.913,dsDNAphage,6380,0,20,0
Schorn,Schorn_k141_17110189,0.293,0.733,0.235,0.173,0.947,0.947,lavidaviridae,6698,0,25,0
Schorn,Schorn_k141_1894707,0.933,0.807,0.335,0.953,0.947,0.953,ssDNA,5681,0,33.3,0
Schorn,Schorn_k141_23207284,0.467,0.747,0.24,0.86,0.94,0.94,lavidaviridae,5153,0,75,0
Schorn,Schorn_k141_24734225,0.227,0.82,0.265,0.02,0.647,0.82,NCLDV,5670,0,25,0
Schorn,Schorn_k141_32321830,0.04,0.707,0.005,0,0.013,0.707,NCLDV,6713,0,25,0
Schorn,Schorn_k141_9519335,0.2,0.013,0.02,0.013,0.513,0.513,lavidaviridae,6917,0,28.6,14.3
Schorn,Schorn_k141_27778274,0.9,0.44,0.265,0.02,0.66,0.9,dsDNAphage,8093,1,40,0
Schorn,Schorn_k141_1896982,0.173,0.613,0.155,0.153,0.28,0.613,NCLDV,4432,0,50,0
Schorn,Schorn_k141_33838876,0.007,0.5,0,0,0,0.5,NCLDV,7026,0,16.7,0
Schorn,Schorn_k141_33839032,1,0.167,0.125,0.633,0.293,1,dsDNAphage,6210,2,40,0
Schorn,Schorn_k141_20174902,1,0.613,0.28,0.507,0.533,1,dsDNAphage,5650,1,66.7,0
Schorn,Schorn_k141_29284122,1,0.333,0,0.007,0.02,1,dsDNAphage,21863,7,38.7,3.2
Schorn,Schorn_k141_21670064,0.413,0.833,0.14,0.02,0.613,0.833,NCLDV,5739,0,33.3,16.7
Schorn,Schorn_k141_1899035,1,0.433,0.115,0.14,0.28,1,dsDNAphage,9868,3,69.2,0
Schorn,Schorn_k141_33840778,0.027,0.667,0,0,0.007,0.667,NCLDV,5731,0,14.3,0
Schorn,Schorn_k141_9523824,0.68,0,0,0.007,0.127,0.68,dsDNAphage,4983,2,28.6,71.4
Schorn,Schorn_k141_33840820,0.967,0.84,0.03,0.353,0.193,0.967,dsDNAphage,18125,0,61.5,0
Schorn,Schorn_k141_20176532,0.993,0.36,0.215,0.12,0.273,0.993,dsDNAphage,33883,6,63.6,0
Schorn,Schorn_k141_35377143,0.96,0.253,0.475,0.52,0.073,0.96,dsDNAphage,5257,0,6.7,0
Schorn,Schorn_k141_30808069,0.647,0.127,0.01,0.02,0.34,0.647,dsDNAphage,9532,0,21.4,7.1
Schorn,Schorn_k141_24743588,0.993,0.567,0.005,0.027,0.38,0.993,dsDNAphage,25996,3,61.1,2.8
Schorn,Schorn_k141_32330537,0.913,0.307,0.19,0.927,0.653,0.927,ssDNA,8156,0,28.6,0
Schorn,Schorn_k141_12574677,0.853,0.447,0.05,0,0.153,0.853,dsDNAphage,5872,1,28.6,14.3
Schorn,Schorn_k141_12574765,0.9,0.647,0.02,0.067,0.147,0.9,dsDNAphage,6734,1,18.2,0
Schorn,Schorn_k141_27787865,0.153,0.513,0.11,0.033,0.287,0.513,NCLDV,5279,0,25,0
Schorn,Schorn_k141_20181430,0.933,0.3,0.4,0.047,0.247,0.933,dsDNAphage,7389,1,16.7,0
Schorn,Schorn_k141_4965399,0.16,0.713,0.165,0,0.567,0.713,NCLDV,5331,0,20,0
Schorn,Schorn_k141_7980104,1,0.447,0,0.053,0.1,1,dsDNAphage,15734,3,46.7,3.3
Schorn,Schorn_k141_32332667,0.16,0.8,0.095,0.013,0.447,0.8,NCLDV,5118,0,25,0
Schorn,Schorn_k141_11041394,0.033,0.507,0.085,0,0.193,0.507,NCLDV,8023,0,16.7,0
Schorn,Schorn_k141_18656999,0.58,0.24,0.425,0.4,0.253,0.58,dsDNAphage,4169,0,66.7,0
Schorn,Schorn_k141_11042549,0.973,0.253,0.03,0.26,0.167,0.973,dsDNAphage,8590,0,21.1,0
Schorn,Schorn_k141_12578937,0.08,0.5,0.05,0.007,0.02,0.5,NCLDV,11231,0,10,0
Schorn,Schorn_k141_21679563,0.18,0.707,0.065,0.027,0.467,0.707,NCLDV,5462,0,20,0
Schorn,Schorn_k141_12579174,1,0.76,0.205,0.573,0.833,1,dsDNAphage,9834,3,66.7,0
Schorn,Schorn_k141_9533264,0.673,0.387,0.055,0.413,0.767,0.767,lavidaviridae,6245,0,60,0
Schorn,Schorn_k141_23221195,0.867,0.767,0.135,0.573,0.46,0.867,dsDNAphage,5305,0,21.4,0
Schorn,Schorn_k141_32335392,0.993,0.207,0.33,0.947,0.413,0.993,dsDNAphage,7234,3,66.7,0
Schorn,Schorn_k141_24749204,0.667,0.147,0,0,0,0.667,dsDNAphage,5386,1,33.3,16.7
Schorn,Schorn_k141_7984160,0.98,0.387,0.215,0.787,0.113,0.98,dsDNAphage,6193,0,22.2,0
Schorn,Schorn_k141_6465975,0.527,0.227,0.19,0.3,0.707,0.707,lavidaviridae,5843,0,66.7,0
Schorn,Schorn_k141_17127281,0.54,0.827,0.55,0.133,0.947,0.947,lavidaviridae,4608,0,20,0
Schorn,Schorn_k141_15620896,0.433,0.56,0.055,0.167,0.207,0.56,NCLDV,5029,0,75,0
Schorn,Schorn_k141_7986613,0.98,0.2,0.285,0.453,0.667,0.98,dsDNAphage,9506,4,54.5,0
Schorn,Schorn_k141_17128299,1,0.913,0.51,0.967,0.953,1,dsDNAphage,5334,2,50,0
Schorn,Schorn_k141_21684416,0.993,0.807,0.19,0.387,0.58,0.993,dsDNAphage,6087,2,60,0
Schorn,Schorn_k141_15622619,0.973,0.46,0.435,0.5,0.52,0.973,dsDNAphage,10997,1,50,0
Schorn,Schorn_k141_30817835,1,0.96,0.12,0.42,0.353,1,dsDNAphage,7150,2,83.3,0
Schorn,Schorn_k141_27798512,0.647,0.68,0.75,0.087,0.533,0.75,RNA,5591,0,14.3,0
Schorn,Schorn_k141_30818694,0.533,0.58,0.465,0.687,0.847,0.847,lavidaviridae,6119,0,50,0
Schorn,Schorn_k141_17131181,0.887,0.02,0.06,0.06,0.013,0.887,dsDNAphage,9207,0,17.6,5.9
Schorn,Schorn_k141_9540451,0.84,0.24,0.115,0.013,0.187,0.84,dsDNAphage,10479,0,13.3,0
Schorn,Schorn_k141_9540601,0.94,0.127,0.315,0.1,0.107,0.94,dsDNAphage,9104,0,15.4,0
Schorn,Schorn_k141_3455566,1,0.58,0,0.013,0.04,1,dsDNAphage,10357,3,42.9,14.3
Schorn,Schorn_k141_18666291,0.273,0.807,0.315,0.007,0.807,0.807,NCLDV,6114,0,20,0
Schorn,Schorn_k141_15625933,0.96,0.047,0.025,0.027,0.007,0.96,dsDNAphage,15453,0,31,3.4
Schorn,Schorn_k141_27801241,0.213,0.5,0.23,0.013,0.407,0.5,NCLDV,4580,0,20,0
Schorn,Schorn_k141_15626721,0.04,0.913,0,0,0,0.913,NCLDV,8443,0,16.7,0
Schorn,Schorn_k141_3457661,0.287,0.82,0.04,0.033,0.407,0.82,NCLDV,7373,0,50,0
Schorn,Schorn_k141_32344354,0.953,0.207,0.395,0.233,0.033,0.953,dsDNAphage,5770,0,8.3,0
Schorn,Schorn_k141_14087222,1,0.76,0.51,0.827,0.773,1,dsDNAphage,5924,0,41.7,0
