Genome,VC.Status,Realm,Kingdom,Phylum,Class,Order,Family,VC
Ettinger_c_000002992281,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000002992320,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000002993792,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003000618,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003011323,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003012928,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003024300,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003036862,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified,
Ettinger_c_000003037152,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003046611,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003047182,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003054360,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003056405,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003057289,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003071150,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003071526,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003083933,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003085927,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003092791,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003108953,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003121283,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003132980,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003137408,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003141566,Overlap (VC_919/VC_920),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003149279,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003156002,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003160740,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003176212,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003176774,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003193824,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003212637,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003214858,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003221542,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003227906,Singleton,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Unclassified,Unclassified,
Ettinger_c_000003245629,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003249545,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003250691,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003252485,Singleton,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,
Ettinger_c_000003275392,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003276501,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003296161,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003317318,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Unclassified,
Ettinger_c_000003318708,Overlap (VC_1034/VC_1035),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003322655,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003330497,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003348902,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003360677,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003361038,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003361575,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003373645,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003376343,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003394736,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003404803,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003406435,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003447863,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003450512,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003456140,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003466434,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003484461,Overlap (VC_959/VC_1530),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003490259,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003515406,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003521611,Overlap (VC_935/VC_936),Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003526717,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003534575,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003561006,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003578907,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003581425,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003582704,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003583892,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003594140,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003598371,Overlap (VC_792/VC_793),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003602682,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003621824,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003641290,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003654909,Singleton,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,
Ettinger_c_000003667375,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003680351,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003681596,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003682343,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003718476,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003727609,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003730712,Overlap (VC_919/VC_920),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003753542,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003763628,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003771551,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003780198,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003788455,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003790198,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003799736,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003805265,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003806953,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003810164,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003810799,Singleton,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,
Ettinger_c_000003840101,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003843046,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003845066,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003855294,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003869863,Singleton,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,
Ettinger_c_000003871950,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003901948,Singleton,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,
Ettinger_c_000003906820,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003910833,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003922787,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003940153,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003943708,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003947647,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003956869,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000003974819,Overlap (VC_1002/VC_1055),Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,
Ettinger_c_000003978290,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified,
Ettinger_c_000003979442,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003983172,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000003998088,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004012403,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004027935,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Zobellviridae,Unclassified,
Ettinger_c_000004034986,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004056804,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004060116,Overlap (VC_1045/VC_1945),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004061329,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004063153,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004075669,Overlap (VC_919/VC_920),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004087791,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004121034,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004125172,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004129399,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004136086,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004140436,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004159598,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004163649,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Unclassified,
Ettinger_c_000004164550,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004175135,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004181071,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004182565,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004192281,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004210363,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004260014,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004261886,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004275880,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004284874,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004327745,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004331955,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified,
Ettinger_c_000004339325,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004343447,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004344310,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004344373,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004346055,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004346718,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004348970,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004351637,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004360773,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004413179,Outlier,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004428213,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004435708,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004436205,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004477168,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004485374,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004493845,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004498005,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004523674,Overlap (VC_969/VC_1037),Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,
Ettinger_c_000004568490,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004584736,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004588370,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004590999,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004599558,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004607263,Overlap (VC_1034/VC_1035),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004614868,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004630042,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004635299,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004644822,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004648130,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004656541,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004666973,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004677195,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004691745,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004695790,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae,Unclassified,
Ettinger_c_000004741437,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004751302,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004755827,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004768044,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004772769,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004775287,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004786653,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004793327,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004807238,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004807280,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004809060,Overlap (VC_176/VC_954),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004810536,Overlap (VC_927/VC_961),Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Unclassified,Unclassified,
Ettinger_c_000004818774,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004832862,Overlap (VC_969/VC_1037),Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,
Ettinger_c_000004834914,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004851872,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004872372,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004885192,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004912721,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004917783,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004927160,Overlap (VC_969/VC_1037),Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,
Ettinger_c_000004941576,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004942904,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004947926,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004947985,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004951875,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004952063,Outlier,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,
Ettinger_c_000004952740,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004971009,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004973142,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000004985591,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000004999485,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005003211,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005006185,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005012552,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005012980,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005031428,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005077799,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified,
Ettinger_c_000005116146,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005118225,Singleton,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,
Ettinger_c_000005120957,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005163485,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005175789,Singleton,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,
Ettinger_c_000005182290,Singleton,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,
Ettinger_c_000005190969,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005206771,Overlap (VC_995/VC_996),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005207700,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005231889,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005240837,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae,Unclassified,
Ettinger_c_000005245398,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Ettinger_c_000005254922,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Ettinger_c_000005261540,Outlier,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
