Genome,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral hypothetical genes,Viral genes with host benefits,Viral genes with unknown function,Viral replication genes,Viral genes with viral benefits,Viral structure genes
Rubio_Protillo_k141_2510007,2,FALSE,FALSE,8,1,0,FALSE,0.125,7,1,0,0,0,0
Rubio_Protillo_k141_2512498,2,FALSE,FALSE,4,0,0,FALSE,0,4,0,0,0,0,0
Rubio_Protillo_k141_2513869,2,FALSE,FALSE,2,1,0,FALSE,0,2,0,0,0,0,0
Rubio_Protillo_k141_2519213,1,FALSE,FALSE,4,0,0,FALSE,0,4,0,0,0,0,0
Rubio_Protillo_k141_25215,2,FALSE,FALSE,10,0,0,TRUE,0,7,2,1,0,0,0
Rubio_Protillo_k141_2528090,1,FALSE,FALSE,1,0,0,FALSE,0,0,0,1,0,0,0
Rubio_Protillo_k141_2531150,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Rubio_Protillo_k141_2534471,1,FALSE,FALSE,5,2,0,FALSE,0.2,4,1,0,0,0,0
Rubio_Protillo_k141_2536105,2,FALSE,FALSE,4,0,0,FALSE,0,3,1,0,0,0,0
Rubio_Protillo_k141_2541050,2,FALSE,FALSE,11,1,0,FALSE,0,9,1,1,0,0,0
Rubio_Protillo_k141_2545745,1,FALSE,FALSE,8,1,0,FALSE,0,6,0,2,0,0,0
Rubio_Protillo_k141_2546344,2,FALSE,FALSE,15,3,0,FALSE,0.13333333333333333,10,2,3,0,0,0
Rubio_Protillo_k141_2547690,1,FALSE,FALSE,5,0,0,FALSE,0,0,0,5,0,0,0
Rubio_Protillo_k141_2549713,2,FALSE,FALSE,14,0,0,FALSE,0.07142857142857142,11,2,1,0,0,0
Rubio_Protillo_k141_2556015,1,FALSE,FALSE,11,0,0,FALSE,0,5,2,2,1,0,1
Rubio_Protillo_k141_2557058,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Rubio_Protillo_k141_2559131,2,FALSE,FALSE,7,3,0,FALSE,0,6,1,0,0,0,0
Rubio_Protillo_k141_256320,2,FALSE,FALSE,7,3,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2567338,2,FALSE,FALSE,6,1,0,FALSE,0,6,0,0,0,0,0
Rubio_Protillo_k141_2571733,1,FALSE,FALSE,10,1,1,FALSE,0,9,1,0,0,0,0
Rubio_Protillo_k141_2573597,2,FALSE,FALSE,14,0,0,FALSE,0,14,0,0,0,0,0
Rubio_Protillo_k141_2575432,1,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Rubio_Protillo_k141_2575742,1,FALSE,FALSE,60,5,0,FALSE,0,49,6,2,2,0,1
Rubio_Protillo_k141_2575954,2,FALSE,FALSE,23,3,0,FALSE,0,22,0,1,0,0,0
Rubio_Protillo_k141_2577218,1,FALSE,FALSE,41,3,0,FALSE,0,31,2,7,0,0,1
Rubio_Protillo_k141_2577437,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2578257,2,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2581548,2,FALSE,FALSE,7,2,0,FALSE,0.14285714285714285,5,2,0,0,0,0
Rubio_Protillo_k141_2583235,1,FALSE,FALSE,17,0,0,FALSE,0,14,3,0,0,0,0
Rubio_Protillo_k141_2583251,2,FALSE,FALSE,18,8,0,FALSE,0,18,0,0,0,0,0
Rubio_Protillo_k141_2584028,1,FALSE,FALSE,41,1,0,FALSE,0,17,3,19,0,0,2
Rubio_Protillo_k141_2585553,2,FALSE,FALSE,11,1,0,FALSE,0,7,0,3,1,0,0
Rubio_Protillo_k141_2586373,1,FALSE,FALSE,11,2,0,FALSE,0.09090909090909093,9,1,1,0,0,0
Rubio_Protillo_k141_2587524,1,FALSE,FALSE,6,0,0,FALSE,0,6,0,0,0,0,0
Rubio_Protillo_k141_2588631,2,FALSE,FALSE,10,0,0,FALSE,0.1,8,1,0,1,0,0
Rubio_Protillo_k141_2591649,1,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Rubio_Protillo_k141_2594196,1,FALSE,FALSE,24,2,1,FALSE,0,18,2,2,2,0,0
Rubio_Protillo_k141_2594523,1,FALSE,FALSE,15,0,0,FALSE,0.06666666666666667,7,3,3,1,0,1
Rubio_Protillo_k141_2594959,2,FALSE,FALSE,13,1,0,FALSE,0.07692307692307693,10,1,2,0,0,0
Rubio_Protillo_k141_2596479,2,FALSE,FALSE,18,4,0,FALSE,0,17,0,1,0,0,0
Rubio_Protillo_k141_25981,2,FALSE,FALSE,16,7,0,FALSE,0,16,0,0,0,0,0
Rubio_Protillo_k141_2599864,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Rubio_Protillo_k141_260244,2,FALSE,FALSE,16,2,0,FALSE,0,15,0,1,0,0,0
Rubio_Protillo_k141_2603661,2,FALSE,FALSE,7,4,1,FALSE,0.14285714285714285,6,1,0,0,0,0
Rubio_Protillo_k141_2604112,2,FALSE,FALSE,4,1,0,FALSE,0,3,1,0,0,0,0
Rubio_Protillo_k141_2604562,1,FALSE,FALSE,11,0,0,FALSE,0,9,0,2,0,0,0
Rubio_Protillo_k141_2604838,1,FALSE,FALSE,5,0,0,FALSE,0,3,0,1,1,0,0
Rubio_Protillo_k141_2605667,2,FALSE,FALSE,7,4,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2608327,1,FALSE,FALSE,8,0,0,FALSE,0,5,0,1,1,0,1
Rubio_Protillo_k141_2609785,1,FALSE,FALSE,2,0,0,FALSE,0,2,0,0,0,0,0
Rubio_Protillo_k141_2613191,1,FALSE,FALSE,9,2,0,FALSE,0,7,0,2,0,0,0
Rubio_Protillo_k141_2614248,2,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2615375,2,FALSE,FALSE,21,2,0,FALSE,0.14285714285714285,11,4,6,0,0,0
Rubio_Protillo_k141_261691,1,FALSE,FALSE,8,0,0,FALSE,0,6,0,1,1,0,0
Rubio_Protillo_k141_2618677,2,FALSE,FALSE,5,2,0,FALSE,0,4,0,1,0,0,0
Rubio_Protillo_k141_2621271,2,FALSE,FALSE,12,1,0,FALSE,0,8,1,3,0,0,0
Rubio_Protillo_k141_2625673,2,FALSE,FALSE,8,2,2,FALSE,0.125,6,1,0,0,1,0
Rubio_Protillo_k141_2627742,2,FALSE,FALSE,3,1,0,FALSE,0,3,0,0,0,0,0
Rubio_Protillo_k141_2632045,1,FALSE,FALSE,12,0,0,FALSE,0,5,0,6,0,0,1
Rubio_Protillo_k141_2633824,2,FALSE,FALSE,7,2,0,FALSE,0,6,0,1,0,0,0
Rubio_Protillo_k141_26374,1,FALSE,FALSE,8,2,0,FALSE,0.125,6,2,0,0,0,0
Rubio_Protillo_k141_2640313,2,FALSE,FALSE,13,5,0,FALSE,0,13,0,0,0,0,0
Rubio_Protillo_k141_2642549,2,FALSE,FALSE,13,2,0,FALSE,0.07692307692307693,12,1,0,0,0,0
Rubio_Protillo_k141_2644060,1,FALSE,FALSE,18,1,0,FALSE,0,14,0,3,1,0,0
Rubio_Protillo_k141_2646715,1,FALSE,FALSE,5,3,0,FALSE,0,5,0,0,0,0,0
Rubio_Protillo_k141_2647030,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Rubio_Protillo_k141_2648725,1,FALSE,FALSE,10,1,0,FALSE,0,8,0,2,0,0,0
Rubio_Protillo_k141_265282,1,FALSE,FALSE,9,0,0,FALSE,0,7,0,1,1,0,0
Rubio_Protillo_k141_2653402,1,FALSE,FALSE,12,2,0,FALSE,0,10,2,0,0,0,0
Rubio_Protillo_k141_2653662,1,FALSE,FALSE,25,2,0,FALSE,0,20,0,4,1,0,0
Rubio_Protillo_k141_2655165,2,FALSE,FALSE,8,1,0,FALSE,0,8,0,0,0,0,0
Rubio_Protillo_k141_26553,2,FALSE,FALSE,6,2,0,FALSE,0,6,0,0,0,0,0
Rubio_Protillo_k141_2656583,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
Rubio_Protillo_k141_2656815,2,FALSE,FALSE,13,2,0,FALSE,0,12,0,1,0,0,0
Rubio_Protillo_k141_2657263,2,FALSE,FALSE,13,3,1,FALSE,0.15384615384615383,9,3,1,0,0,0
Rubio_Protillo_k141_2660830,2,FALSE,FALSE,10,0,0,FALSE,0,8,1,1,0,0,0
Rubio_Protillo_k141_2661796,2,FALSE,FALSE,13,7,0,FALSE,0.07692307692307693,12,1,0,0,0,0
Rubio_Protillo_k141_2662043,1,FALSE,FALSE,22,2,0,FALSE,0,11,1,10,0,0,0
Rubio_Protillo_k141_26621,1,FALSE,FALSE,23,0,0,FALSE,0,20,1,1,1,0,0
Rubio_Protillo_k141_266601,2,FALSE,FALSE,6,1,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Rubio_Protillo_k141_2666286,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Rubio_Protillo_k141_2667678,2,FALSE,FALSE,15,5,5,FALSE,0,14,0,1,0,0,0
Rubio_Protillo_k141_2668605,2,FALSE,FALSE,5,2,0,FALSE,0,4,1,0,0,0,0
Rubio_Protillo_k141_2672709,2,FALSE,FALSE,8,2,0,FALSE,0.125,7,1,0,0,0,0
Rubio_Protillo_k141_2673345,1,FALSE,FALSE,101,4,0,FALSE,0,80,2,18,0,0,1
Rubio_Protillo_k141_2674536,2,FALSE,FALSE,14,4,0,FALSE,0.07142857142857142,12,2,0,0,0,0
Rubio_Protillo_k141_267532,2,FALSE,FALSE,6,2,0,FALSE,0,5,0,1,0,0,0
Rubio_Protillo_k141_2675568,2,FALSE,FALSE,6,1,0,FALSE,0,6,0,0,0,0,0
Rubio_Protillo_k141_2676400,2,FALSE,FALSE,14,4,1,FALSE,0,14,0,0,0,0,0
Rubio_Protillo_k141_2680207,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2681358,1,FALSE,FALSE,9,3,0,FALSE,0,8,1,0,0,0,0
Rubio_Protillo_k141_2683968,1,FALSE,FALSE,5,0,0,FALSE,0,4,0,1,0,0,0
Rubio_Protillo_k141_2684082,2,FALSE,FALSE,16,0,0,FALSE,0.0625,13,1,2,0,0,0
Rubio_Protillo_k141_2686990,1,FALSE,FALSE,4,0,0,FALSE,0,3,1,0,0,0,0
Rubio_Protillo_k141_2687027,2,FALSE,FALSE,10,2,0,FALSE,0,9,1,0,0,0,0
Rubio_Protillo_k141_2687830,2,FALSE,FALSE,19,0,0,FALSE,0.15789473684210523,11,3,5,0,0,0
Rubio_Protillo_k141_269014,2,FALSE,FALSE,7,1,0,FALSE,0.2857142857142857,5,2,0,0,0,0
Rubio_Protillo_k141_2692392,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_269787,2,FALSE,FALSE,8,2,0,TRUE,0,8,0,0,0,0,0
Rubio_Protillo_k141_270333,2,FALSE,FALSE,6,1,0,FALSE,0,6,0,0,0,0,0
Rubio_Protillo_k141_2704460,2,FALSE,FALSE,8,3,0,FALSE,0,7,0,1,0,0,0
Rubio_Protillo_k141_2704885,1,FALSE,FALSE,44,4,0,FALSE,0.06818181818181818,34,6,3,0,0,1
Rubio_Protillo_k141_2706525,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Rubio_Protillo_k141_2709423,2,FALSE,FALSE,6,3,0,FALSE,0,5,0,1,0,0,0
Rubio_Protillo_k141_270956,1,FALSE,FALSE,16,0,0,FALSE,0,14,0,2,0,0,0
Rubio_Protillo_k141_2712404,2,FALSE,FALSE,5,1,0,FALSE,0,4,1,0,0,0,0
Rubio_Protillo_k141_2716850,2,FALSE,FALSE,7,1,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Rubio_Protillo_k141_2716871,2,FALSE,FALSE,4,2,0,FALSE,0.25,2,2,0,0,0,0
Rubio_Protillo_k141_2717782,1,FALSE,FALSE,5,3,0,FALSE,0,3,0,2,0,0,0
Rubio_Protillo_k141_2718197,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Rubio_Protillo_k141_271869,1,FALSE,FALSE,13,1,0,FALSE,0,12,0,1,0,0,0
Rubio_Protillo_k141_2721484,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Rubio_Protillo_k141_2722182,1,FALSE,FALSE,15,0,0,FALSE,0,14,0,1,0,0,0
Rubio_Protillo_k141_2723061,1,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2723620,1,FALSE,FALSE,9,0,0,FALSE,0,3,0,6,0,0,0
Rubio_Protillo_k141_2725383,1,FALSE,FALSE,46,2,0,FALSE,0.06521739130434782,27,9,8,1,0,1
Rubio_Protillo_k141_2726360,2,FALSE,FALSE,6,2,1,TRUE,0,4,0,1,1,0,0
Rubio_Protillo_k141_2730022,2,FALSE,FALSE,5,2,0,FALSE,0,4,1,0,0,0,0
Rubio_Protillo_k141_2731428,2,FALSE,FALSE,24,1,0,FALSE,0.04166666666666666,17,2,5,0,0,0
Rubio_Protillo_k141_2733296,2,FALSE,FALSE,18,0,0,FALSE,0.1111111111111111,12,2,4,0,0,0
Rubio_Protillo_k141_2734243,2,FALSE,FALSE,8,0,0,FALSE,0,8,0,0,0,0,0
Rubio_Protillo_k141_2735474,2,FALSE,FALSE,4,1,0,FALSE,0.25,2,2,0,0,0,0
Rubio_Protillo_k141_2736351,2,FALSE,FALSE,5,2,0,FALSE,0,4,0,1,0,0,0
Rubio_Protillo_k141_2736859,2,FALSE,FALSE,17,7,0,FALSE,0.0588235294117647,15,1,1,0,0,0
Rubio_Protillo_k141_2737468,1,FALSE,FALSE,13,2,3,FALSE,0.07692307692307693,11,1,0,0,0,1
Rubio_Protillo_k141_273793,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Rubio_Protillo_k141_2744058,1,FALSE,FALSE,14,0,0,FALSE,0,11,0,2,1,0,0
Rubio_Protillo_k141_2744595,2,FALSE,FALSE,10,2,0,FALSE,0.1,8,1,1,0,0,0
Rubio_Protillo_k141_2746122,1,FALSE,FALSE,12,0,0,FALSE,0,10,0,1,1,0,0
Rubio_Protillo_k141_2746684,2,FALSE,FALSE,8,1,0,FALSE,0,7,0,0,1,0,0
Rubio_Protillo_k141_2747146,1,FALSE,FALSE,11,0,0,FALSE,0.09090909090909093,9,1,1,0,0,0
Rubio_Protillo_k141_2752516,2,FALSE,FALSE,6,2,0,FALSE,0.16666666666666666,4,1,1,0,0,0
Rubio_Protillo_k141_2756135,2,FALSE,FALSE,4,1,0,FALSE,0,2,1,1,0,0,0
Rubio_Protillo_k141_2756752,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2761400,2,FALSE,FALSE,14,5,0,FALSE,0.07142857142857142,11,1,2,0,0,0
Rubio_Protillo_k141_276156,2,FALSE,FALSE,5,2,0,FALSE,0.2,4,1,0,0,0,0
Rubio_Protillo_k141_2762486,1,FALSE,FALSE,10,3,1,TRUE,0,6,1,2,1,0,0
Rubio_Protillo_k141_2767572,2,FALSE,FALSE,10,2,0,FALSE,0,8,0,1,1,0,0
Rubio_Protillo_k141_2771842,2,FALSE,FALSE,9,0,0,FALSE,0.1111111111111111,5,2,2,0,0,0
Rubio_Protillo_k141_2772057,2,FALSE,FALSE,10,1,1,FALSE,0,10,0,0,0,0,0
Rubio_Protillo_k141_277356,1,FALSE,FALSE,8,3,0,FALSE,0,6,0,2,0,0,0
Rubio_Protillo_k141_2776449,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
Rubio_Protillo_k141_2780791,2,FALSE,FALSE,5,0,0,FALSE,0.4,3,2,0,0,0,0
Rubio_Protillo_k141_2781986,2,FALSE,FALSE,9,0,0,FALSE,0.1111111111111111,6,1,2,0,0,0
Rubio_Protillo_k141_2786139,2,FALSE,FALSE,14,0,0,FALSE,0,12,0,2,0,0,0
Rubio_Protillo_k141_2788285,2,FALSE,FALSE,30,1,0,FALSE,0,25,2,2,1,0,0
Rubio_Protillo_k141_2791074,1,FALSE,FALSE,43,2,0,FALSE,0.02325581395348837,33,3,4,1,1,1
Rubio_Protillo_k141_2792870,1,FALSE,FALSE,16,8,0,FALSE,0,14,0,2,0,0,0
Rubio_Protillo_k141_2794805,2,FALSE,FALSE,7,2,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Rubio_Protillo_k141_2797097,2,FALSE,FALSE,5,2,0,FALSE,0,4,0,0,0,1,0
Rubio_Protillo_k141_2799603,2,FALSE,FALSE,7,3,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2799622,2,FALSE,FALSE,15,7,0,FALSE,0,15,0,0,0,0,0
Rubio_Protillo_k141_280254,2,FALSE,FALSE,9,2,0,FALSE,0.1111111111111111,8,1,0,0,0,0
Rubio_Protillo_k141_2803303,1,FALSE,FALSE,12,2,0,FALSE,0,11,1,0,0,0,0
Rubio_Protillo_k141_2806908,1,FALSE,FALSE,4,0,0,FALSE,0,2,0,2,0,0,0
Rubio_Protillo_k141_2810869,2,FALSE,FALSE,7,2,0,FALSE,0,4,1,1,1,0,0
Rubio_Protillo_k141_2812645,2,FALSE,FALSE,3,1,0,FALSE,0,3,0,0,0,0,0
Rubio_Protillo_k141_2813513,1,FALSE,FALSE,45,7,0,FALSE,0,40,2,3,0,0,0
Rubio_Protillo_k141_2816280,2,FALSE,FALSE,6,0,0,FALSE,0,3,1,2,0,0,0
Rubio_Protillo_k141_2816378,2,FALSE,FALSE,3,1,0,FALSE,0,3,0,0,0,0,0
Rubio_Protillo_k141_2819919,1,FALSE,FALSE,7,0,0,FALSE,0,2,1,4,0,0,0
Rubio_Protillo_k141_282714,2,FALSE,FALSE,2,1,0,FALSE,0,2,0,0,0,0,0
Rubio_Protillo_k141_2827307,1,FALSE,FALSE,17,2,0,FALSE,0.0588235294117647,10,3,3,0,0,1
Rubio_Protillo_k141_2831430,1,FALSE,FALSE,10,0,0,FALSE,0,4,0,5,0,0,1
Rubio_Protillo_k141_283523,2,FALSE,FALSE,7,4,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2835382,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Rubio_Protillo_k141_2837291,2,FALSE,FALSE,20,2,0,FALSE,0.05,12,3,5,0,0,0
Rubio_Protillo_k141_2841589,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Rubio_Protillo_k141_2843357,2,FALSE,FALSE,20,1,1,FALSE,0,16,1,3,0,0,0
Rubio_Protillo_k141_2843516,1,FALSE,FALSE,8,0,0,FALSE,0,7,1,0,0,0,0
Rubio_Protillo_k141_2845038,2,FALSE,FALSE,11,0,0,FALSE,0,9,0,2,0,0,0
Rubio_Protillo_k141_2848947,2,FALSE,FALSE,32,13,0,FALSE,0,32,0,0,0,0,0
Rubio_Protillo_k141_2849995,2,FALSE,FALSE,6,0,1,FALSE,0,6,0,0,0,0,0
Rubio_Protillo_k141_285567,2,FALSE,FALSE,6,2,0,FALSE,0,6,0,0,0,0,0
Rubio_Protillo_k141_2855795,2,FALSE,FALSE,9,1,0,FALSE,0,8,0,1,0,0,0
Rubio_Protillo_k141_2857787,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
Rubio_Protillo_k141_2859145,2,FALSE,FALSE,8,2,0,FALSE,0,7,0,1,0,0,0
Rubio_Protillo_k141_2860172,2,FALSE,FALSE,7,0,0,FALSE,0,6,0,1,0,0,0
Rubio_Protillo_k141_2860574,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Rubio_Protillo_k141_2860629,2,FALSE,FALSE,7,3,0,FALSE,0.2857142857142857,5,2,0,0,0,0
Rubio_Protillo_k141_2862733,1,FALSE,FALSE,47,7,0,FALSE,0.02127659574468085,34,4,5,2,0,2
Rubio_Protillo_k141_2865783,2,FALSE,FALSE,11,0,0,FALSE,0,7,1,3,0,0,0
Rubio_Protillo_k141_2865916,1,FALSE,FALSE,13,1,1,FALSE,0,12,0,0,1,0,0
Rubio_Protillo_k141_286818,1,FALSE,FALSE,9,4,2,TRUE,0.1111111111111111,7,2,0,0,0,0
Rubio_Protillo_k141_286975,1,FALSE,FALSE,4,2,0,FALSE,0.25,3,1,0,0,0,0
Rubio_Protillo_k141_287046,2,FALSE,FALSE,19,5,0,FALSE,0,18,1,0,0,0,0
Rubio_Protillo_k141_2870753,1,FALSE,FALSE,23,3,0,FALSE,0,18,1,3,1,0,0
Rubio_Protillo_k141_287142,1,FALSE,FALSE,97,6,1,FALSE,0.04123711340206185,86,6,4,1,0,0
Rubio_Protillo_k141_2872758,1,FALSE,FALSE,10,0,0,FALSE,0.2,5,4,0,0,0,1
Rubio_Protillo_k141_2873461,1,FALSE,FALSE,17,8,1,FALSE,0.17647058823529413,13,4,0,0,0,0
Rubio_Protillo_k141_287349,1,FALSE,FALSE,11,0,0,FALSE,0,7,0,4,0,0,0
Rubio_Protillo_k141_2874344,2,FALSE,FALSE,8,3,1,FALSE,0,8,0,0,0,0,0
Rubio_Protillo_k141_2874781,1,FALSE,FALSE,40,0,0,FALSE,0.025,26,4,4,4,0,2
Rubio_Protillo_k141_2875205,2,FALSE,FALSE,18,0,1,FALSE,0,17,0,1,0,0,0
Rubio_Protillo_k141_2875207,2,FALSE,FALSE,21,0,0,FALSE,0,20,0,1,0,0,0
Rubio_Protillo_k141_2877828,2,FALSE,FALSE,6,3,0,FALSE,0,5,0,1,0,0,0
Rubio_Protillo_k141_2881580,2,FALSE,FALSE,13,2,0,FALSE,0,12,0,1,0,0,0
Rubio_Protillo_k141_2883289,1,FALSE,FALSE,17,1,0,FALSE,0,10,2,4,0,0,1
Rubio_Protillo_k141_2885422,2,FALSE,FALSE,10,1,0,FALSE,0,8,1,1,0,0,0
Rubio_Protillo_k141_2887241,2,FALSE,FALSE,8,3,1,FALSE,0.125,5,1,2,0,0,0
Rubio_Protillo_k141_2887752,1,FALSE,FALSE,1,0,0,FALSE,0,1,0,0,0,0,0
Rubio_Protillo_k141_2888669,2,FALSE,FALSE,2,1,0,FALSE,0,2,0,0,0,0,0
Rubio_Protillo_k141_2889831,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Rubio_Protillo_k141_2891948,2,FALSE,FALSE,5,3,0,FALSE,0.4,3,2,0,0,0,0
Rubio_Protillo_k141_2893392,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
Rubio_Protillo_k141_2895070,2,FALSE,FALSE,4,2,1,FALSE,0,3,0,1,0,0,0
Rubio_Protillo_k141_2895136,2,FALSE,FALSE,9,0,0,FALSE,0.1111111111111111,7,1,1,0,0,0
Rubio_Protillo_k141_2895838,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Rubio_Protillo_k141_2897877,1,FALSE,FALSE,166,69,1,FALSE,0.03012048192771084,148,13,4,0,0,1
Rubio_Protillo_k141_289895,2,FALSE,FALSE,4,0,0,FALSE,0,3,0,1,0,0,0
Rubio_Protillo_k141_2899012,2,FALSE,FALSE,4,2,0,FALSE,0,3,0,1,0,0,0
Rubio_Protillo_k141_2899548,2,FALSE,FALSE,17,5,0,TRUE,0,13,3,1,0,0,0
Rubio_Protillo_k141_2900630,2,FALSE,FALSE,21,5,0,FALSE,0.04761904761904761,17,2,2,0,0,0
Rubio_Protillo_k141_2903826,1,FALSE,FALSE,7,4,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2904778,2,FALSE,FALSE,3,0,0,FALSE,0,2,0,1,0,0,0
Rubio_Protillo_k141_2910586,2,FALSE,FALSE,9,0,0,FALSE,0,7,1,1,0,0,0
Rubio_Protillo_k141_2910972,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_291192,2,FALSE,FALSE,13,4,0,TRUE,0.15384615384615383,9,2,1,1,0,0
Rubio_Protillo_k141_2914335,2,FALSE,FALSE,6,1,1,FALSE,0.3333333333333333,3,2,1,0,0,0
Rubio_Protillo_k141_2914389,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Rubio_Protillo_k141_2915458,2,FALSE,FALSE,7,1,1,FALSE,0,6,0,1,0,0,0
Rubio_Protillo_k141_2915769,1,FALSE,FALSE,17,3,0,FALSE,0,15,1,1,0,0,0
Rubio_Protillo_k141_2915808,1,FALSE,FALSE,10,0,0,FALSE,0,9,0,1,0,0,0
Rubio_Protillo_k141_2918816,1,FALSE,FALSE,2,1,0,FALSE,0,2,0,0,0,0,0
Rubio_Protillo_k141_2918828,2,FALSE,FALSE,7,4,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Rubio_Protillo_k141_2919807,2,FALSE,FALSE,16,0,0,FALSE,0,14,1,0,0,0,1
Rubio_Protillo_k141_2920147,2,FALSE,FALSE,5,0,0,FALSE,0.2,3,1,1,0,0,0
Rubio_Protillo_k141_2920545,2,FALSE,FALSE,14,7,1,FALSE,0.07142857142857142,10,2,2,0,0,0
Rubio_Protillo_k141_2922018,2,FALSE,FALSE,10,1,0,FALSE,0,10,0,0,0,0,0
Rubio_Protillo_k141_2924906,2,FALSE,FALSE,7,2,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Rubio_Protillo_k141_2931075,2,FALSE,FALSE,12,1,0,FALSE,0.16666666666666666,9,3,0,0,0,0
Rubio_Protillo_k141_2931290,2,FALSE,FALSE,8,1,0,FALSE,0,7,0,0,1,0,0
Rubio_Protillo_k141_2932906,1,FALSE,FALSE,6,1,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Rubio_Protillo_k141_2933152,1,FALSE,FALSE,8,0,0,FALSE,0,8,0,0,0,0,0
Rubio_Protillo_k141_2934779,1,FALSE,FALSE,36,13,1,FALSE,0.02777777777777777,32,3,1,0,0,0
Rubio_Protillo_k141_2937496,2,FALSE,FALSE,5,0,1,FALSE,0,3,0,2,0,0,0
Rubio_Protillo_k141_2940770,2,FALSE,FALSE,6,0,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Rubio_Protillo_k141_2942560,2,FALSE,FALSE,12,3,0,FALSE,0,11,0,1,0,0,0
Rubio_Protillo_k141_2943313,1,FALSE,FALSE,11,0,0,FALSE,0,10,1,0,0,0,0
Rubio_Protillo_k141_2946218,2,FALSE,FALSE,7,0,1,FALSE,0,7,0,0,0,0,0
Rubio_Protillo_k141_2947781,2,FALSE,FALSE,9,3,0,FALSE,0.1111111111111111,8,1,0,0,0,0
Rubio_Protillo_k141_2947890,1,FALSE,FALSE,12,0,0,FALSE,0,11,0,1,0,0,0
Rubio_Protillo_k141_2948090,2,FALSE,FALSE,3,0,0,TRUE,0,2,0,0,1,0,0
Rubio_Protillo_k141_2948466,1,FALSE,FALSE,6,1,0,FALSE,0,4,0,2,0,0,0
Rubio_Protillo_k141_2949207,1,FALSE,FALSE,50,14,6,FALSE,0.1,43,6,1,0,0,0
Rubio_Protillo_k141_2949561,1,FALSE,FALSE,12,1,0,FALSE,0,12,0,0,0,0,0
Rubio_Protillo_k141_2955961,2,FALSE,FALSE,4,0,0,FALSE,0,4,0,0,0,0,0
Rubio_Protillo_k141_2962749,1,FALSE,FALSE,6,1,1,FALSE,0,6,0,0,0,0,0
Rubio_Protillo_k141_2963312,2,FALSE,FALSE,8,2,0,FALSE,0,8,0,0,0,0,0
Rubio_Protillo_k141_2965389,2,FALSE,FALSE,6,1,0,FALSE,0.3333333333333333,4,2,0,0,0,0
