filename,gene,Genome,gene_id,gene_description,category,header,subheader,module,auxiliary_score,amg_flags
Rubio_Protillo,k141_1770553__full-cat_2_29,Rubio_Protillo_k141_1770553,GT5,"GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MK
Rubio_Protillo,k141_1770553__full-cat_2_32,Rubio_Protillo_k141_1770553,NA,NA,NA,NA,NA,NA,2,MK
Rubio_Protillo,k141_1770553__full-cat_2_33,Rubio_Protillo_k141_1770553,GT26,"GT26 UDP-ManNAcA: beta-N-acetyl mannosaminuronyltransferase (EC 2.4.1.-); UDP-ManNAc: beta-N-acetyl-mannosaminyltransferase (EC 2.4.1.-); UDP-Glc: beta-1,4-glucosyltransferase (EC 2.4.1.-); beta-1,4-galactosyltransferase (EC 2.4.1.-)",carbon utilization,CAZY,NA,GlycosylTransferases,2,M
Rubio_Protillo,k141_1886979__full-cat_2_3,Rubio_Protillo_k141_1886979,K01992,ABC-2.P; ABC-2 type transport system permease protein,Transporters,NA,NA,ABC-2 type transport system,3,MF
Rubio_Protillo,k141_1902370__full-cat_2_9,Rubio_Protillo_k141_1902370,M36,"Catlytic type: Metallo; hydrolyses laminins, elastin and collagen, with a preference for cleavage on the amino side of hydrophobic residues with bulky side-chains; a member is funalysin",Organic Nitrogen,Peptidase,NA,Endopeptidases,3,MF
Rubio_Protillo,k141_19124__full-cat_1_13,Rubio_Protillo_k141_19124,K01738,cysteine synthase [EC:2.5.1.47] [RN:R00897],Organic Nitrogen,Amino Acid,NA,"Cysteine biosynthesis, serine => cysteine",2,MK
Rubio_Protillo,k141_19124__full-cat_1_20,Rubio_Protillo_k141_19124,K01057,6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035],carbon utilization,central carbon,pentose pathway,Pentose phosphate pathway (Pentose phosphate cycle),2,MK
Rubio_Protillo,k141_19124__full-cat_1_20,Rubio_Protillo_k141_19124,K01057,6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035],carbon utilization,central carbon,pentose pathway,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P",2,MK
Rubio_Protillo,k141_19124__full-cat_1_20,Rubio_Protillo_k141_19124,K01057,6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035],carbon utilization,central carbon,glycolysis,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",2,MK
Rubio_Protillo,k141_19124__full-cat_1_31,Rubio_Protillo_k141_19124,K01520,dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100],MISC,Information systems,Nucleotide,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",2,MF
Rubio_Protillo,k141_1935672__full-cat_2_17,Rubio_Protillo_k141_1935672,K02004,ABC.CD.P;,Transporters,NA,NA,Putative ABC transport system,3,MF
Rubio_Protillo,k141_193922__full-cat_2_9,Rubio_Protillo_k141_193922,CE6,CE6 acetyl xylan esterase (EC 3.1.1.72).,carbon utilization,CAZY,NA,Carbohydrate Esterases,3,M
Rubio_Protillo,k141_1952480__full-cat_2_2,Rubio_Protillo_k141_1952480,K09690,ABC-2.LPSE.P; lipopolysaccharide transport system permease protein,Transporters,NA,NA,Lipopolysaccharide transport system,3,MF
Rubio_Protillo,k141_1952480__full-cat_2_3,Rubio_Protillo_k141_1952480,K09691,ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein,Transporters,NA,NA,Lipopolysaccharide transport system,3,MF
Rubio_Protillo,k141_1953879__full-cat_2_4,Rubio_Protillo_k141_1953879,K00134,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063],carbon utilization,central carbon,glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",3,MKF
Rubio_Protillo,k141_1953879__full-cat_2_4,Rubio_Protillo_k141_1953879,K00134,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063],carbon utilization,central carbon,glycolysis,"Glycolysis, core module involving three-carbon compounds",3,MKF
Rubio_Protillo,k141_1953879__full-cat_2_4,Rubio_Protillo_k141_1953879,K00134,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063],carbon utilization,central carbon,glycolysis,"Gluconeogenesis, oxaloacetate => fructose-6P",3,MKF
Rubio_Protillo,k141_1953879__full-cat_2_4,Rubio_Protillo_k141_1953879,K00134,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061],carbon utilization,central carbon,glycolysis,"Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P",3,MKF
Rubio_Protillo,k141_1953879__full-cat_2_4,Rubio_Protillo_k141_1953879,K00134,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061],carbon utilization,central carbon,glycolysis,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",3,MKF
Rubio_Protillo,k141_1953879__full-cat_2_4,Rubio_Protillo_k141_1953879,K00134,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063],Energy,C1,NA,Reductive pentose phosphate cycle (Calvin cycle),3,MKF
Rubio_Protillo,k141_1953879__full-cat_2_4,Rubio_Protillo_k141_1953879,K00134,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063],Energy,C1,NA,"Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P",3,MKF
Rubio_Protillo,k141_1957448__full-cat_2_7,Rubio_Protillo_k141_1957448,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MF
Rubio_Protillo,k141_1965191__full-cat_2_6,Rubio_Protillo_k141_1965191,NA,NA,NA,NA,NA,NA,3,MKF
Rubio_Protillo,k141_2019822__full-cat_2_6,Rubio_Protillo_k141_2019822,CBM32,"CBM32 Binding to galactose and lactose has been demonstrated for the module of Micromonospora viridifaciens sialidase (PMID: 16239725). Binding to polygalacturonic acid has been shown for a Yersinia member (PMID: 17292916). Binding to LacNAc (beta-D-galactosyl-1,4-beta-D-N-acetylglucosamine) has been shown for an N-acetylglucosaminidase from Clostridium perfingens (PMID: 16990278).",carbon utilization,CAZY,NA,Carbohydrate-Binding Modules,3,MF
Rubio_Protillo,k141_2038333__full-cat_2_12,Rubio_Protillo_k141_2038333,NA,NA,NA,NA,NA,NA,3,MK
Rubio_Protillo,k141_2038333__full-cat_2_13,Rubio_Protillo_k141_2038333,A31,"Catlytic type: Aspartate; HycI endopeptidase releases a 32-residue C-terminal peptide by cleavage of an -Arg-Met- bond;HybD cleaves following the equivalent -His-Met- bond in hydrogenase 2, removing 15 residues; HycI and HybD are in the processing of the precursors of bacterial hydrogenases to their active forms",Organic Nitrogen,Peptidase,NA,Endopeptidases,3,M
Rubio_Protillo,k141_2038333__full-cat_2_21,Rubio_Protillo_k141_2038333,NA,NA,NA,NA,NA,NA,3,MK
Rubio_Protillo,k141_2066096__full-cat_2_2,Rubio_Protillo_k141_2066096,NA,NA,NA,NA,NA,NA,3,MKF
Rubio_Protillo,k141_2076393__full-cat_2_13,Rubio_Protillo_k141_2076393,PL31,"PL31 endo-beta-1,4-glucuronan lyase (EC 4.2.2.14)",carbon utilization,CAZY,NA,Polysaccharide Lyases,3,M
Rubio_Protillo,k141_2076393__full-cat_2_13,Rubio_Protillo_k141_2076393,CBM32,"CBM32 Binding to galactose and lactose has been demonstrated for the module of Micromonospora viridifaciens sialidase (PMID: 16239725). Binding to polygalacturonic acid has been shown for a Yersinia member (PMID: 17292916). Binding to LacNAc (beta-D-galactosyl-1,4-beta-D-N-acetylglucosamine) has been shown for an N-acetylglucosaminidase from Clostridium perfingens (PMID: 16990278).",carbon utilization,CAZY,NA,Carbohydrate-Binding Modules,3,M
Rubio_Protillo,k141_2076393__full-cat_2_16,Rubio_Protillo_k141_2076393,M26,Catlytic type: Metallo; cleaves the heavy chain of human IgA1 at the Pro227-Thr228 bond; tightly associated with the bacterial cell surface,Organic Nitrogen,Peptidase,NA,Endopeptidases,3,M
Rubio_Protillo,k141_2102303__full-cat_1_55,Rubio_Protillo_k141_2102303,U69,Self-processing occurs at the Ser846|+|Ala bond.,Organic Nitrogen,Peptidase,NA,Self-processing peptidases,1,M
Rubio_Protillo,k141_2108948__full-cat_2_4,Rubio_Protillo_k141_2108948,M19,Catlytic type: Metallo; cleaves dipeptides and beta-lactams; cleaves dipeptides with D-amino acids in the P1 position; often membrane localized,Organic Nitrogen,Peptidase,NA,Dipeptidases,3,MF
Rubio_Protillo,k141_2123491__full-cat_2_2,Rubio_Protillo_k141_2123491,NA,NA,NA,NA,NA,NA,3,MKF
Rubio_Protillo,k141_2161266__full-cat_2_4,Rubio_Protillo_k141_2161266,NA,NA,NA,NA,NA,NA,3,MKF
Rubio_Protillo,k141_2163823__full-cat_1_10,Rubio_Protillo_k141_2163823,K00036,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907],carbon utilization,central carbon,pentose pathway,Pentose phosphate pathway (Pentose phosphate cycle),2,MKEF
Rubio_Protillo,k141_2163823__full-cat_1_10,Rubio_Protillo_k141_2163823,K00036,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907],carbon utilization,central carbon,pentose pathway,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P",2,MKEF
Rubio_Protillo,k141_2163823__full-cat_1_10,Rubio_Protillo_k141_2163823,K00036,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] [RN:R02736 R10907],carbon utilization,central carbon,glycolysis,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",2,MKEF
Rubio_Protillo,k141_2163823__full-cat_1_11,Rubio_Protillo_k141_2163823,K01057,6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035],carbon utilization,central carbon,pentose pathway,Pentose phosphate pathway (Pentose phosphate cycle),2,MKF
Rubio_Protillo,k141_2163823__full-cat_1_11,Rubio_Protillo_k141_2163823,K01057,6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035],carbon utilization,central carbon,pentose pathway,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P",2,MKF
Rubio_Protillo,k141_2163823__full-cat_1_11,Rubio_Protillo_k141_2163823,K01057,6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035],carbon utilization,central carbon,glycolysis,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",2,MKF
Rubio_Protillo,k141_2179672__full-cat_2_8,Rubio_Protillo_k141_2179672,NA,NA,NA,NA,NA,NA,3,MK
Rubio_Protillo,k141_2179672__full-cat_2_14,Rubio_Protillo_k141_2179672,NA,NA,NA,NA,NA,NA,3,MK
Rubio_Protillo,k141_2179672__full-cat_2_15,Rubio_Protillo_k141_2179672,NA,NA,NA,NA,NA,NA,3,MK
Rubio_Protillo,k141_2179672__full-cat_2_19,Rubio_Protillo_k141_2179672,NA,NA,NA,NA,NA,NA,3,MKF
Rubio_Protillo,k141_2186597__full-cat_1_4,Rubio_Protillo_k141_2186597,NA,NA,NA,NA,NA,NA,2,MKF
Rubio_Protillo,k141_2195596__full-cat_2_5,Rubio_Protillo_k141_2195596,NA,NA,NA,NA,NA,NA,3,MKF
Rubio_Protillo,k141_2196306__full-cat_2_4,Rubio_Protillo_k141_2196306,NA,NA,NA,NA,NA,NA,3,MKF
Rubio_Protillo,k141_2198577__full-cat_1_4,Rubio_Protillo_k141_2198577,NA,NA,NA,NA,NA,NA,2,MKF
Rubio_Protillo,k141_2202263__full-cat_1_3,Rubio_Protillo_k141_2202263,PL9,PL9 pectate lyase (EC 4.2.2.2); exopolygalacturonate lyase (EC 4.2.2.9); thiopeptidoglycan lyase (EC 4.2.2.-).,carbon utilization,CAZY,Pectin Backbone Cleavage,Polysaccharide Lyases,2,MF
Rubio_Protillo,k141_2202263__full-cat_1_3,Rubio_Protillo_k141_2202263,CBM35,"CBM35 Modules of approx. 130 residues. A module that is conserved in three Cellvibrio xylan-degrading enzymes binds to xylan and the interaction is calcium dependent, while a module from a Cellvibrio mannanase binds to decorated soluble mannans and mannooligosaccharides. A module in a Phanerochaete chrysosporium galactan 1,3-beta-galactosidase binds to beta-galactan.",carbon utilization,CAZY,NA,Carbohydrate-Binding Modules,2,MF
Rubio_Protillo,k141_2202263__full-cat_1_3,Rubio_Protillo_k141_2202263,PL1,PL1 pectate lyase (EC 4.2.2.2); exo-pectate lyase (EC 4.2.2.9); pectin lyase (EC 4.2.2.10).,carbon utilization,CAZY,Pectin Backbone Cleavage,Polysaccharide Lyases,2,MF
Rubio_Protillo,k141_2202263__full-cat_1_3,Rubio_Protillo_k141_2202263,CBM6,"CBM6 Modules of approx. 120 residues. The cellulose-binding function has been demonstrated in one case on amorphous cellulose and beta-1,4-xylan. Some of these modules also bind beta-1,3-glucan, beta-1,3-1,4-glucan, and beta-1,4-glucan.",carbon utilization,CAZY,NA,Carbohydrate-Binding Modules,2,MF
Rubio_Protillo,k141_2204086__full-cat_2_6,Rubio_Protillo_k141_2204086,NA,NA,NA,NA,NA,NA,3,MKF
Rubio_Protillo,k141_2218039__full-cat_2_7,Rubio_Protillo_k141_2218039,K02040,pstS; phosphate transport system substrate-binding protein,Transporters,NA,NA,Phosphate transport system,3,MKEF
Rubio_Protillo,k141_227483__full-cat_2_5,Rubio_Protillo_k141_227483,GT4,"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MKF
Rubio_Protillo,k141_231213__full-cat_2_8,Rubio_Protillo_k141_231213,K00602,phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10] [RN:R04560 R01127],MISC,Information systems,Nucleotide,"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",3,MK
Rubio_Protillo,k141_2334361__full-cat_2_8,Rubio_Protillo_k141_2334361,NA,NA,NA,NA,NA,NA,3,MKF
Rubio_Protillo,k141_2342094__full-cat_1_5,Rubio_Protillo_k141_2342094,NA,NA,NA,NA,NA,NA,2,MKF
Rubio_Protillo,k141_2356988__full-cat_1_28,Rubio_Protillo_k141_2356988,K00943,dTMP kinase [EC:2.7.4.9] [RN:R02094],MISC,Information systems,Nucleotide,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",2,M
Rubio_Protillo,k141_2365314__full-cat_1_5,Rubio_Protillo_k141_2365314,NA,NA,NA,NA,NA,NA,2,MK
Rubio_Protillo,k141_2365314__full-cat_1_6,Rubio_Protillo_k141_2365314,CBM13,"CBM13 Modules of approx. 150 residues which always appear as a threefold internal repeat. The only apparent exception to this, xylanase II of Actinomadura sp. FC7 (GenBank U08894), is in fact not completely sequenced. These modules were first identified in several plant lectins such as ricin or agglutinin of Ricinus communis which bind galactose residues. The three-dimensional structure of a plant lectin has been determined and displays a pseudo-threefold symmetry in accord with the observed sequence threefold repeat. These modules have since been found in a number of other proteins of various functions including glycoside hydrolases and glycosyltransferases. While in the plant lectins this module binds mannose, binding to xylan has been demonstrated in the Streptomyces lividans xylanase A and arabinofuranosidase B. Binding to GalNAc has been shown for the corresponding module of GalNAc transferase 4. For the other proteins, the binding specificity of these modules has not been established. The pseudo three-fold symmetry of the CBM13 module has now been confirmed in the 3-D structure of the intact, two-domain, xylanase of Streptomyces olivaceoviridis.",carbon utilization,CAZY,NA,Carbohydrate-Binding Modules,2,MF
Rubio_Protillo,k141_2374854__full-cat_1_10,Rubio_Protillo_k141_2374854,NA,NA,NA,NA,NA,NA,2,MK
Rubio_Protillo,k141_2386563__full-cat_2_6,Rubio_Protillo_k141_2386563,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,3,MTF
Rubio_Protillo,k141_24330__0_partial-cat_1_3,Rubio_Protillo_k141_24330,GT25,"GT25 lipopolysaccharide beta-1,4-galactosyltransferase (EC 2.4.1.-); beta-1,3-glucosyltransferase (EC 2.4.1.-); beta-1,2-glucosyltransferase (EC 2.4.1.-); beta-1,2-galactosyltransferase (EC 2.4.1.-); LPS beta-1,4-galactosyltransferase (EC 2.4.1.-); occidiofungin beta-xylosyltransferase (EC 2.4.2.-); UDP-Gal:procollagen beta-galactosyltransferase (EC 2.4.1.50)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MF
Rubio_Protillo,k141_2460996__full-cat_1_15,Rubio_Protillo_k141_2460996,GH5,"GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);",carbon utilization,CAZY,"Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage",Glycoside Hydrolases,2,MKE
Rubio_Protillo,k141_2466884__full-cat_2_3,Rubio_Protillo_k141_2466884,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MF
Rubio_Protillo,k141_2466884__full-cat_2_3,Rubio_Protillo_k141_2466884,GT21,GT21 UDP-Glc: ceramide beta-glucosyltransferase (EC 2.4.1.80).,carbon utilization,CAZY,NA,GlycosylTransferases,2,MF
Rubio_Protillo,k141_2466884__full-cat_2_5,Rubio_Protillo_k141_2466884,K11720,lptG; lipopolysaccharide export system permease protein,Transporters,NA,NA,Lipopolysaccharide export system,2,MF
Rubio_Protillo,k141_2466884__full-cat_2_32,Rubio_Protillo_k141_2466884,NA,NA,NA,NA,NA,NA,2,MKF
Rubio_Protillo,k141_2504095__full-cat_2_3,Rubio_Protillo_k141_2504095,CBM48,"CBM48 Modules of approx. 100 residues with glycogen-binding function, appended to GH13 modules. Also found in the beta subunit (glycogen-binding) of AMP-activated protein kinases (AMPK)",carbon utilization,CAZY,NA,Carbohydrate-Binding Modules,3,MF
Rubio_Protillo,k141_2571733__full-cat_1_5,Rubio_Protillo_k141_2571733,NA,NA,NA,NA,NA,NA,2,MKF
Rubio_Protillo,k141_2594196__full-cat_1_16,Rubio_Protillo_k141_2594196,NA,NA,NA,NA,NA,NA,1,MK
Rubio_Protillo,k141_2603661__full-cat_2_6,Rubio_Protillo_k141_2603661,PL7,"PL7 poly(beta-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3); alpha-L-guluronate lyase / G-specific alginate lyase (EC 4.2.2.11); poly-(MG)-lyase / MG-specific alginate lyase (EC 4.2.2.-); endo-beta-1,4-glucuronan lyase (EC 4.2.2.14)",carbon utilization,CAZY,NA,Polysaccharide Lyases,3,MF
Rubio_Protillo,k141_2603661__full-cat_2_6,Rubio_Protillo_k141_2603661,CBM6,"CBM6 Modules of approx. 120 residues. The cellulose-binding function has been demonstrated in one case on amorphous cellulose and beta-1,4-xylan. Some of these modules also bind beta-1,3-glucan, beta-1,3-1,4-glucan, and beta-1,4-glucan.",carbon utilization,CAZY,NA,Carbohydrate-Binding Modules,3,MF
Rubio_Protillo,k141_2625673__full-cat_2_5,Rubio_Protillo_k141_2625673,K00249,acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04432],Energy,Electron transport Chain,NA,"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA",3,MKF
Rubio_Protillo,k141_2625673__full-cat_2_5,Rubio_Protillo_k141_2625673,K00249,acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04095],Organic Nitrogen,Amino Acid,NA,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",3,MKF
Rubio_Protillo,k141_2625673__full-cat_2_6,Rubio_Protillo_k141_2625673,K02004,ABC.CD.P;,Transporters,NA,NA,Putative ABC transport system,3,MF
Rubio_Protillo,k141_2657263__full-cat_2_5,Rubio_Protillo_k141_2657263,NA,NA,NA,NA,NA,NA,3,MK
Rubio_Protillo,k141_2667678__full-cat_2_5,Rubio_Protillo_k141_2667678,GT4,"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MKF
