	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with host benefits	Viral genes with unknown function	Viral structure genes	Viral replication genes	Viral genes with viral benefits
k141_4087414__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4088761__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_4089407__full-cat_1	1	False	False	7	2	0	False	0.0	5.0	0.0	2.0	0.0	0.0	0.0
k141_408981__full-cat_1	1	False	False	32	5	0	False	0.0	26.0	2.0	3.0	0.0	1.0	0.0
k141_4089838__full-cat_2	2	False	False	9	0	0	False	0.0	6.0	2.0	1.0	0.0	0.0	0.0
k141_4092948__full-cat_2	2	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_4094612__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4096045__full-cat_1	1	False	False	9	1	0	False	0.0	5.0	1.0	3.0	0.0	0.0	0.0
k141_4096408__full-cat_1	1	False	False	11	0	0	False	0.0	7.0	1.0	2.0	1.0	0.0	0.0
k141_4099177__full-cat_1	1	False	False	13	3	1	False	0.0	11.0	1.0	1.0	0.0	0.0	0.0
k141_4103147__full-cat_1	1	False	False	13	2	0	False	0.0	12.0	0.0	1.0	0.0	0.0	0.0
k141_4104238__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	0.0	0.0	1.0	0.0	0.0
k141_4104410__full-cat_2	2	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_410582__full-cat_2	2	False	False	5	1	0	False	0.6	2.0	3.0	0.0	0.0	0.0	0.0
k141_4111201__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	1.0	1.0	0.0	0.0	0.0
k141_4111804__full-cat_2	2	False	False	3	0	0	False	0.0	1.0	0.0	2.0	0.0	0.0	0.0
k141_411599__full-cat_1	1	False	False	23	3	0	False	0.043478260869565216	12.0	2.0	8.0	1.0	0.0	0.0
k141_4116023__full-cat_2	2	False	False	30	10	0	False	0.0	28.0	0.0	2.0	0.0	0.0	0.0
k141_4120168__full-cat_2	2	False	False	13	0	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_4122930__full-cat_1	1	False	False	12	0	0	False	0.0	8.0	1.0	2.0	0.0	1.0	0.0
k141_4130881__full_1-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4132504__full-cat_2	2	False	False	9	4	0	False	0.1111111111111111	8.0	1.0	0.0	0.0	0.0	0.0
k141_4138527__full-cat_2	2	False	False	8	1	1	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_4139509__full-cat_1	1	False	False	19	1	0	False	0.0	12.0	2.0	4.0	1.0	0.0	0.0
k141_414036__full-cat_2	2	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_4140927__full-cat_2	2	False	False	6	1	1	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4144572__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4147063__full-cat_1	1	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_4151532__full-cat_2	2	False	False	7	1	0	False	0.42857142857142855	4.0	3.0	0.0	0.0	0.0	0.0
k141_4152450__full-cat_1	1	False	False	6	0	0	False	0.0	4.0	1.0	0.0	1.0	0.0	0.0
k141_4154144__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_4156658__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	0.0	0.0	0.0	1.0	0.0
k141_4159997__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_416457__full-cat_2	2	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_4167530__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_4167721__full-cat_2	2	False	False	9	1	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_4168070__full-cat_1	1	False	False	16	1	0	False	0.0	11.0	1.0	4.0	0.0	0.0	0.0
k141_4170005__full-cat_2	2	False	False	5	1	1	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4172405__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4173132__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_4177691__full-cat_1	1	False	False	10	0	0	False	0.1	5.0	2.0	1.0	1.0	1.0	0.0
k141_4178651__full-cat_1	1	False	False	21	1	0	False	0.0	11.0	0.0	9.0	1.0	0.0	0.0
k141_418385__full-cat_2	2	False	False	12	3	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_4185813__full-cat_2	2	False	False	10	2	1	False	0.2	8.0	2.0	0.0	0.0	0.0	0.0
k141_418855__full-cat_1	1	False	False	15	7	0	False	0.06666666666666667	12.0	1.0	1.0	1.0	0.0	0.0
k141_419018__full-cat_1	1	False	False	6	0	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_4190786__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_4191953__full-cat_2	2	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_4193050__full-cat_2	2	False	False	9	1	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_4198984__full-cat_1	1	False	False	9	2	0	False	0.0	7.0	0.0	1.0	0.0	1.0	0.0
k141_4204965__full-cat_1	1	False	False	16	1	0	False	0.0	14.0	2.0	0.0	0.0	0.0	0.0
k141_4206305__full-cat_2	2	False	False	13	3	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_420818__full-cat_1	1	False	False	5	1	0	False	0.4	2.0	2.0	1.0	0.0	0.0	0.0
k141_4209579__full-cat_1	1	False	False	69	4	1	False	0.043478260869565216	53.0	7.0	7.0	0.0	2.0	0.0
k141_4212769__full-cat_1	1	False	False	15	0	0	False	0.06666666666666667	11.0	1.0	3.0	0.0	0.0	0.0
k141_4214445__full-cat_1	1	False	False	8	1	0	False	0.125	6.0	1.0	1.0	0.0	0.0	0.0
k141_4215396__full-cat_1	1	False	False	9	0	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_4216003__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_4216529__full-cat_2	2	False	False	9	0	0	False	0.0	7.0	0.0	1.0	0.0	1.0	0.0
k141_4220446__full-cat_2	2	False	False	13	1	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_4221223__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4223488__full-cat_1	1	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_4225055__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4225906__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	0.0	1.0	0.0	1.0	0.0
k141_423476__full-cat_2	2	False	False	11	1	0	False	0.0	9.0	1.0	1.0	0.0	0.0	0.0
k141_423887__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4241014__full-cat_1	1	False	False	10	2	1	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_424181__full-cat_1	1	False	False	6	2	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_4245006__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4247778__full-cat_2	2	False	False	8	3	1	False	0.25	4.0	2.0	2.0	0.0	0.0	0.0
k141_4248211__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	1.0	1.0	0.0	0.0	0.0
k141_4251429__full-cat_1	1	False	False	13	5	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_4253864__full-cat_1	1	False	False	11	0	0	False	0.0	10.0	1.0	0.0	0.0	0.0	0.0
k141_425602__full-cat_2	2	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_4257516__full-cat_2	2	False	False	4	3	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_4263837__full-cat_2	2	False	False	18	4	0	False	0.0	16.0	1.0	1.0	0.0	0.0	0.0
k141_4264893__full-cat_2	2	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_4270905__full-cat_2	2	False	False	6	1	0	False	0.3333333333333333	3.0	3.0	0.0	0.0	0.0	0.0
k141_4272600__full-cat_1	1	False	False	17	3	3	False	0.11764705882352941	14.0	2.0	1.0	0.0	0.0	0.0
k141_4272867__0_partial-cat_1	1	False	False	15	0	1	False	0.0	14.0	0.0	1.0	0.0	0.0	0.0
k141_4277007__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_4279070__full-cat_1	1	False	False	6	0	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_4281047__full-cat_1	1	False	False	9	0	0	False	0.0	3.0	0.0	4.0	2.0	0.0	0.0
k141_4286591__full-cat_1	1	False	False	6	0	0	False	0.0	4.0	0.0	2.0	0.0	0.0	0.0
k141_4286708__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_4287105__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	4.0	2.0	0.0	0.0	0.0	0.0
k141_4287968__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4288423__full-cat_2	2	False	False	5	1	1	False	0.6	2.0	3.0	0.0	0.0	0.0	0.0
k141_4289628__full-cat_1	1	False	False	13	0	1	False	0.0	12.0	0.0	0.0	0.0	1.0	0.0
k141_4289869__full-cat_2	2	False	False	4	2	1	False	0.5	1.0	3.0	0.0	0.0	0.0	0.0
k141_4291415__full-cat_2	2	False	False	17	0	0	False	0.058823529411764705	15.0	1.0	1.0	0.0	0.0	0.0
k141_4291584__full-cat_1	1	False	False	21	0	0	False	0.0	18.0	0.0	2.0	0.0	1.0	0.0
k141_429261__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4294370__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_4295320__full-cat_1	1	False	False	83	2	0	False	0.04819277108433735	69.0	8.0	5.0	1.0	0.0	0.0
k141_4295883__full-cat_1	1	False	False	14	0	0	False	0.0	9.0	1.0	3.0	1.0	0.0	0.0
k141_4296190__full-cat_2	2	False	False	8	2	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_4296254__full-cat_2	2	False	False	12	0	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_4296452__full-cat_2	2	False	False	3	1	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_4299873__full-cat_2	2	False	False	2	1	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_4300327__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_4300751__full-cat_2	2	False	False	15	0	0	False	0.06666666666666667	14.0	1.0	0.0	0.0	0.0	0.0
k141_4304000__full-cat_1	1	False	False	10	0	0	False	0.0	6.0	0.0	3.0	1.0	0.0	0.0
k141_4304002__full-cat_2	2	False	False	11	2	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_4306000__full-cat_1	1	False	False	54	2	1	False	0.0	48.0	3.0	3.0	0.0	0.0	0.0
k141_4308841__full-cat_2	2	False	False	16	6	0	False	0.0	15.0	1.0	0.0	0.0	0.0	0.0
k141_4309860__full-cat_1	1	False	False	19	0	0	False	0.05263157894736842	16.0	1.0	2.0	0.0	0.0	0.0
k141_4310568__full-cat_1	1	False	False	3	1	0	False	0.3333333333333333	2.0	1.0	0.0	0.0	0.0	0.0
k141_4313724__full-cat_1	1	False	False	4	0	0	False	0.0	2.0	0.0	2.0	0.0	0.0	0.0
k141_4315540__0_partial_1-cat_1	1	False	False	17	0	0	False	0.0	10.0	2.0	4.0	1.0	0.0	0.0
k141_4319467__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_432062__full-cat_2	2	False	False	7	3	1	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4326701__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_4327120__full-cat_1	1	False	False	21	3	0	False	0.0	15.0	1.0	4.0	1.0	0.0	0.0
k141_4328699__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_43296__0_partial-cat_1	1	False	False	35	5	0	False	0.02857142857142857	27.0	5.0	2.0	1.0	0.0	0.0
k141_4332881__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_4333439__full-cat_1	1	False	False	96	4	1	False	0.020833333333333332	83.0	3.0	10.0	0.0	0.0	0.0
k141_433557__full-cat_1	1	False	False	116	4	1	False	0.017241379310344827	97.0	3.0	16.0	0.0	0.0	0.0
k141_4336316__full-cat_2	2	False	False	10	0	0	False	0.0	5.0	0.0	4.0	1.0	0.0	0.0
k141_4336496__full-cat_2	2	False	False	8	3	0	False	0.0	6.0	1.0	1.0	0.0	0.0	0.0
k141_4336631__full-cat_1	1	False	False	18	0	1	False	0.1111111111111111	14.0	2.0	2.0	0.0	0.0	0.0
k141_4336905__full-cat_2	2	False	False	6	0	0	False	0.0	4.0	1.0	1.0	0.0	0.0	0.0
k141_4338518__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_4342363__full-cat_1	1	False	False	17	1	0	False	0.058823529411764705	14.0	3.0	0.0	0.0	0.0	0.0
k141_4342693__full-cat_2	2	False	False	9	3	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_4345845__full-cat_1	1	False	False	12	3	0	False	0.08333333333333333	9.0	2.0	1.0	0.0	0.0	0.0
k141_4348719__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_4349920__full-cat_2	2	False	False	16	3	4	False	0.125	14.0	2.0	0.0	0.0	0.0	0.0
k141_4351077__full-cat_1	1	False	False	13	4	3	False	0.0	12.0	0.0	1.0	0.0	0.0	0.0
k141_435198__full-cat_2	2	False	False	9	3	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_4352855__full-cat_2	2	False	False	12	5	0	False	0.08333333333333333	11.0	1.0	0.0	0.0	0.0	0.0
k141_4353933__full-cat_2	2	False	False	9	1	0	False	0.2222222222222222	7.0	2.0	0.0	0.0	0.0	0.0
k141_4354382__full-cat_2	2	False	False	10	0	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_4357896__full-cat_2	2	False	False	40	3	0	False	0.0	38.0	1.0	1.0	0.0	0.0	0.0
k141_4360583__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_4367492__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_4368150__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_436955__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4370828__full-cat_1	1	False	False	10	0	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_437308__full-cat_1	1	False	False	10	0	0	False	0.0	7.0	0.0	2.0	1.0	0.0	0.0
k141_4374712__full-cat_2	2	False	False	5	2	0	True	0.2	3.0	1.0	0.0	0.0	1.0	0.0
k141_4375896__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	4.0	2.0	0.0	0.0	0.0	0.0
k141_4376660__full-cat_1	1	False	False	108	2	2	False	0.027777777777777776	75.0	6.0	26.0	0.0	1.0	0.0
k141_4377089__full-cat_2	2	False	False	6	3	1	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4380936__full-cat_1	1	False	False	20	6	0	False	0.0	18.0	0.0	2.0	0.0	0.0	0.0
k141_4382899__full-cat_2	2	False	False	15	8	2	False	0.06666666666666667	13.0	1.0	1.0	0.0	0.0	0.0
k141_4386682__full-cat_1	1	False	False	5	0	0	False	0.0	4.0	0.0	0.0	0.0	1.0	0.0
k141_4388188__full-cat_2	2	False	False	10	5	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_4390216__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_4390530__lt2gene-cat_1	1	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_4394538__full_1-cat_1	1	False	False	15	0	0	False	0.0	10.0	1.0	3.0	1.0	0.0	0.0
k141_439588__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2.0	1.0	0.0	0.0	0.0	0.0
k141_4400926__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4403382__full-cat_1	1	False	False	11	0	0	False	0.0	7.0	1.0	2.0	0.0	1.0	0.0
k141_4403874__full-cat_2	2	False	False	10	2	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_4413308__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4413815__full-cat_2	2	False	False	9	5	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_4422526__full-cat_1	1	False	False	10	0	0	False	0.0	6.0	0.0	0.0	2.0	2.0	0.0
k141_4422656__full-cat_1	1	False	False	14	0	0	False	0.0	12.0	0.0	2.0	0.0	0.0	0.0
k141_4422919__full-cat_1	1	False	False	12	2	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_4424543__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	5.0	2.0	0.0	0.0	0.0	0.0
k141_4425588__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4426672__full-cat_2	2	False	False	9	2	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_4426701__full-cat_2	2	False	False	13	2	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_4427632__full-cat_2	2	False	False	5	4	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_443541__full-cat_2	2	False	False	27	1	0	False	0.0	26.0	0.0	1.0	0.0	0.0	0.0
k141_4436506__full-cat_1	1	False	False	16	0	0	False	0.0	11.0	1.0	1.0	2.0	1.0	0.0
k141_4436856__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4437089__full-cat_2	2	False	False	10	0	0	False	0.0	7.0	0.0	3.0	0.0	0.0	0.0
k141_4439594__full-cat_2	2	False	False	4	0	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_4442065__full-cat_1	1	False	False	77	4	0	False	0.025974025974025976	51.0	3.0	20.0	1.0	2.0	0.0
k141_4442549__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4444401__full-cat_2	2	False	False	11	5	0	False	0.0	9.0	1.0	1.0	0.0	0.0	0.0
k141_4445232__full-cat_2	2	False	False	4	2	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_4447435__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_4448988__full-cat_1	1	False	False	51	0	0	False	0.0196078431372549	27.0	10.0	9.0	1.0	3.0	1.0
k141_4450034__full-cat_2	2	False	False	9	2	0	False	0.2222222222222222	7.0	2.0	0.0	0.0	0.0	0.0
k141_4450505__full-cat_1	1	False	False	70	2	0	False	0.04285714285714286	37.0	6.0	25.0	1.0	0.0	1.0
k141_4450800__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4451569__full-cat_2	2	False	False	12	6	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_445581__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_44567__full-cat_2	2	False	False	13	6	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_44604__full-cat_2	2	False	False	18	3	3	False	0.16666666666666666	14.0	3.0	0.0	0.0	1.0	0.0
k141_4462748__full-cat_2	2	False	False	7	1	1	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4465797__full-cat_2	2	False	False	15	6	2	True	0.06666666666666667	12.0	1.0	1.0	0.0	1.0	0.0
k141_4466065__full-cat_2	2	False	False	7	0	0	False	0.0	5.0	0.0	2.0	0.0	0.0	0.0
k141_4467000__full-cat_1	1	False	False	62	4	0	False	0.08064516129032258	42.0	5.0	12.0	1.0	2.0	0.0
k141_4467162__full-cat_2	2	False	False	11	4	0	False	0.0	9.0	0.0	2.0	0.0	0.0	0.0
k141_4467407__full-cat_1	1	False	False	12	0	0	False	0.0	10.0	0.0	2.0	0.0	0.0	0.0
k141_4472899__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_4479556__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_4483175__full-cat_2	2	False	False	13	3	0	False	0.07692307692307693	11.0	1.0	1.0	0.0	0.0	0.0
k141_4486059__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_4486668__full-cat_1	1	False	False	14	0	0	False	0.14285714285714285	9.0	4.0	0.0	0.0	1.0	0.0
k141_4487970__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4488058__full-cat_2	2	False	False	3	0	0	True	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_448974__full-cat_2	2	False	False	15	4	0	False	0.06666666666666667	14.0	1.0	0.0	0.0	0.0	0.0
k141_449060__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4493419__full-cat_1	1	False	False	60	4	0	False	0.0	53.0	1.0	4.0	1.0	1.0	0.0
k141_4500929__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4502804__full-cat_2	2	False	False	7	4	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4510566__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_4514880__full-cat_2	2	False	False	12	2	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_4515322__full-cat_2	2	False	False	6	4	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_4516888__full-cat_2	2	False	False	7	4	1	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_452013__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4520259__full-cat_1	1	False	False	8	0	0	False	0.0	3.0	1.0	2.0	1.0	1.0	0.0
k141_4520892__full-cat_1	1	False	False	13	0	0	False	0.0	10.0	1.0	1.0	1.0	0.0	0.0
k141_4526649__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_452720__full-cat_2	2	False	False	8	2	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_452816__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4530585__full-cat_2	2	False	False	6	1	0	False	0.0	3.0	0.0	3.0	0.0	0.0	0.0
k141_4534749__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_4537989__full_1-cat_1	1	False	False	20	1	0	False	0.0	15.0	2.0	3.0	0.0	0.0	0.0
k141_4538374__full-cat_2	2	False	False	6	4	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_4538479__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	9.0	2.0	0.0	0.0	0.0	0.0
k141_4539395__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4544300__full-cat_2	2	False	False	10	6	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_455095__full-cat_2	2	False	False	15	0	0	False	0.13333333333333333	7.0	4.0	2.0	0.0	1.0	1.0
k141_4557319__full-cat_1	1	False	False	11	0	0	False	0.0	8.0	1.0	0.0	0.0	2.0	0.0
k141_4561041__full-cat_1	1	False	False	23	2	0	False	0.0	18.0	0.0	2.0	0.0	3.0	0.0
k141_4564200__full-cat_2	2	False	False	14	3	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_4564863__full-cat_2	2	False	False	13	3	0	False	0.0	12.0	1.0	0.0	0.0	0.0	0.0
k141_4566291__full-cat_1	1	False	False	7	0	0	False	0.14285714285714285	5.0	1.0	1.0	0.0	0.0	0.0
k141_4566852__full-cat_1	1	False	False	20	1	0	False	0.1	11.0	3.0	6.0	0.0	0.0	0.0
k141_4571584__full-cat_2	2	False	False	11	3	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_4574029__full-cat_1	1	False	False	7	0	0	False	0.0	4.0	0.0	2.0	0.0	1.0	0.0
k141_4578166__full-cat_1	1	False	False	12	0	0	False	0.0	8.0	1.0	3.0	0.0	0.0	0.0
k141_4578407__full-cat_1	1	False	False	9	5	0	False	0.1111111111111111	8.0	1.0	0.0	0.0	0.0	0.0
k141_4580096__full-cat_2	2	False	False	16	1	0	False	0.0	16.0	0.0	0.0	0.0	0.0	0.0
k141_4581475__full-cat_2	2	False	False	18	4	0	False	0.0	17.0	0.0	1.0	0.0	0.0	0.0
k141_4581540__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_4584423__full-cat_1	1	False	False	20	0	0	False	0.0	15.0	1.0	2.0	1.0	1.0	0.0
k141_45860__full-cat_1	1	False	False	6	2	0	False	0.0	4.0	0.0	2.0	0.0	0.0	0.0
k141_4586220__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_4586802__full-cat_1	1	False	False	28	1	0	False	0.03571428571428571	21.0	4.0	2.0	1.0	0.0	0.0
k141_4587528__full-cat_1	1	False	False	8	0	0	False	0.0	5.0	1.0	2.0	0.0	0.0	0.0
k141_4590247__full-cat_1	1	False	False	9	2	0	False	0.0	7.0	1.0	1.0	0.0	0.0	0.0
k141_4590867__full-cat_2	2	False	False	13	1	0	False	0.0	11.0	0.0	2.0	0.0	0.0	0.0
k141_4591039__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_459260__full-cat_2	2	False	False	24	3	0	False	0.0	24.0	0.0	0.0	0.0	0.0	0.0
k141_4595251__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
