	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral replication genes	Viral genes with host benefits	Viral structure genes	Viral genes with viral benefits
k141_3456152__full-cat_2	2	False	False	8	2	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_3459198__full-cat_2	2	False	False	19	4	0	False	0.0	18.0	1.0	0.0	0.0	0.0	0.0
k141_3459481__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6.0	0.0	0.0	1.0	0.0	0.0
k141_3463637__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_347238__full-cat_2	2	False	False	8	3	0	False	0.125	7.0	0.0	0.0	1.0	0.0	0.0
k141_3483361__full-cat_1	1	False	False	10	1	0	False	0.3	7.0	0.0	0.0	3.0	0.0	0.0
k141_3484022__full-cat_2	2	False	False	14	1	0	False	0.07142857142857142	13.0	0.0	0.0	1.0	0.0	0.0
k141_3490139__full-cat_1	1	False	False	13	0	0	False	0.0	9.0	2.0	0.0	0.0	2.0	0.0
k141_3493512__full-cat_2	2	False	False	12	7	2	False	0.08333333333333333	9.0	2.0	0.0	1.0	0.0	0.0
k141_3508148__full-cat_2	2	False	False	19	0	0	False	0.05263157894736842	18.0	0.0	0.0	1.0	0.0	0.0
k141_350934__full-cat_1	1	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_3511714__full-cat_1	1	False	False	6	0	0	False	0.16666666666666666	5.0	0.0	0.0	1.0	0.0	0.0
k141_3514046__full-cat_1	1	False	False	27	0	0	False	0.0	19.0	7.0	1.0	0.0	0.0	0.0
k141_35185__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_3520395__full-cat_2	2	False	False	12	0	0	False	0.0	8.0	3.0	0.0	0.0	1.0	0.0
k141_352525__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3529201__full-cat_1	1	False	False	63	4	0	False	0.0	34.0	23.0	1.0	0.0	5.0	0.0
k141_3555555__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	2.0	0.0	0.0	1.0	0.0	0.0
k141_3570863__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3577242__full-cat_2	2	False	False	53	3	1	False	0.0	47.0	3.0	3.0	0.0	0.0	0.0
k141_3581486__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_3586142__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_3586982__full-cat_2	2	False	False	13	2	0	False	0.3076923076923077	6.0	2.0	0.0	5.0	0.0	0.0
k141_3588838__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_358921__full-cat_2	2	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_3592833__full-cat_1	1	False	False	73	4	0	False	0.0273972602739726	51.0	16.0	2.0	3.0	1.0	0.0
k141_3593456__full-cat_2	2	False	False	8	0	0	False	0.125	7.0	0.0	0.0	1.0	0.0	0.0
k141_3600077__full_1-cat_1	1	False	False	18	0	0	False	0.0	11.0	4.0	1.0	0.0	2.0	0.0
k141_360482__full-cat_2	2	False	False	7	2	0	False	0.0	5.0	0.0	2.0	0.0	0.0	0.0
k141_3604929__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3605310__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_3613382__full-cat_2	2	False	False	7	4	0	False	0.0	5.0	2.0	0.0	0.0	0.0	0.0
k141_3617390__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	4.0	1.0	0.0	0.0	0.0
k141_3622965__full-cat_1	1	False	False	12	4	1	False	0.08333333333333333	11.0	0.0	0.0	1.0	0.0	0.0
k141_3629962__full-cat_2	2	False	False	9	0	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_3630451__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	6.0	0.0	0.0	1.0	0.0	0.0
k141_3640522__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_364380__full-cat_1	1	False	False	15	0	1	False	0.13333333333333333	13.0	0.0	0.0	2.0	0.0	0.0
k141_3652884__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_3656953__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	2.0	0.0	0.0	1.0	0.0	0.0
k141_3661428__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_3661595__full-cat_1	1	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_3669054__full-cat_1	1	False	False	22	0	1	False	0.045454545454545456	17.0	4.0	0.0	1.0	0.0	0.0
k141_3671903__full-cat_1	1	False	False	9	2	0	False	0.0	2.0	4.0	2.0	0.0	1.0	0.0
k141_3678338__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_3682664__full-cat_1	1	False	False	9	0	0	False	0.0	6.0	2.0	0.0	0.0	1.0	0.0
k141_3685089__full-cat_1	1	False	False	6	2	0	False	0.16666666666666666	4.0	1.0	0.0	1.0	0.0	0.0
k141_3690557__full-cat_2	2	False	False	4	2	0	False	0.0	2.0	0.0	2.0	0.0	0.0	0.0
k141_37031__full-cat_1	1	False	False	10	2	0	False	0.1	9.0	0.0	0.0	1.0	0.0	0.0
k141_370581__full-cat_1	1	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_3706006__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_3709475__full-cat_1	1	False	False	8	2	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_3722246__full-cat_1	1	False	False	69	0	3	False	0.057971014492753624	50.0	11.0	1.0	4.0	3.0	0.0
k141_3731150__full-cat_2	2	False	False	6	0	0	True	0.16666666666666666	4.0	0.0	1.0	1.0	0.0	0.0
k141_3744076__full_1-cat_1	1	False	False	19	3	0	False	0.0	14.0	3.0	1.0	0.0	1.0	0.0
k141_3744160__full-cat_2	2	False	False	17	1	0	False	0.0	15.0	2.0	0.0	0.0	0.0	0.0
k141_3746913__full-cat_1	1	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3751182__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_3753803__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_3754547__full-cat_2	2	False	False	2	0	0	False	0.0	1.0	1.0	0.0	0.0	0.0	0.0
k141_3761940__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_3763574__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_3776694__full-cat_2	2	False	False	7	1	1	False	0.2857142857142857	5.0	0.0	0.0	2.0	0.0	0.0
k141_3781441__full-cat_1	1	False	False	4	3	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_3790621__full-cat_2	2	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_3794474__full-cat_2	2	False	False	9	6	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_3794990__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_3795680__full-cat_2	2	False	False	9	2	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_3802768__full-cat_1	1	False	False	5	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_3806207__full-cat_2	2	False	False	6	0	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_3806355__full-cat_2	2	False	False	19	5	0	False	0.0	19.0	0.0	0.0	0.0	0.0	0.0
k141_3807513__full-cat_1	1	False	False	42	4	0	False	0.047619047619047616	32.0	6.0	2.0	2.0	0.0	0.0
k141_3811062__full-cat_1	1	False	False	20	4	0	False	0.0	12.0	7.0	1.0	0.0	0.0	0.0
k141_3827810__full-cat_2	2	False	False	8	4	1	False	0.125	7.0	0.0	0.0	1.0	0.0	0.0
k141_3839443__full-cat_2	2	False	False	34	8	5	True	0.058823529411764705	30.0	2.0	0.0	2.0	0.0	0.0
k141_3842728__full-cat_2	2	False	False	8	0	1	False	0.625	3.0	0.0	0.0	5.0	0.0	0.0
k141_3855533__full-cat_2	2	False	False	8	2	1	False	0.0	5.0	3.0	0.0	0.0	0.0	0.0
k141_385787__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3867725__full-cat_1	1	False	False	16	1	0	False	0.0	7.0	7.0	2.0	0.0	0.0	0.0
k141_3880275__full-cat_1	1	False	False	15	0	0	False	0.0	10.0	3.0	0.0	0.0	2.0	0.0
k141_3888858__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	0.0	0.0	1.0	0.0	0.0
k141_3893325__full-cat_2	2	False	False	8	3	0	False	0.25	6.0	0.0	0.0	2.0	0.0	0.0
k141_3894395__full-cat_2	2	False	False	10	0	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_3895752__full-cat_2	2	False	False	11	5	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
k141_3898973__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_3899417__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_3915495__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	1.0	1.0	0.0	0.0	0.0
k141_39208__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_3922464__full-cat_2	2	False	False	8	3	0	False	0.25	5.0	0.0	0.0	2.0	1.0	0.0
k141_3928853__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	4.0	1.0	0.0	1.0	0.0	0.0
k141_392915__full-cat_2	2	False	False	4	0	0	False	0.0	1.0	3.0	0.0	0.0	0.0	0.0
k141_3936427__full-cat_1	1	False	False	4	0	0	False	0.0	2.0	1.0	1.0	0.0	0.0	0.0
k141_3947759__full-cat_2	2	False	False	5	4	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_3948856__full-cat_2	2	False	False	8	3	0	False	0.25	5.0	1.0	0.0	2.0	0.0	0.0
k141_3949255__full-cat_2	2	False	False	10	0	0	False	0.0	8.0	1.0	1.0	0.0	0.0	0.0
k141_3955516__full-cat_2	2	False	False	19	0	0	False	0.0	18.0	1.0	0.0	0.0	0.0	0.0
k141_3957654__lt2gene-cat_1	1	False	False	2	0	0	False	0.0	1.0	1.0	0.0	0.0	0.0	0.0
k141_3966706__full-cat_1	1	False	False	79	4	3	False	0.0379746835443038	70.0	2.0	2.0	4.0	1.0	0.0
k141_3970930__full-cat_1	1	False	False	13	0	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_3971709__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_3974782__full-cat_1	1	False	False	41	0	4	False	0.12195121951219512	26.0	7.0	2.0	5.0	1.0	0.0
k141_3986290__full-cat_2	2	False	False	3	1	0	False	0.0	2.0	0.0	1.0	0.0	0.0	0.0
k141_3988677__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3993127__full-cat_2	2	False	False	11	0	0	False	0.0	10.0	1.0	0.0	0.0	0.0	0.0
k141_4001754__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_4003941__full-cat_2	2	False	False	10	1	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_4004210__full-cat_2	2	False	False	9	1	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_400720__full-cat_1	1	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4023592__full-cat_1	1	False	False	24	2	2	False	0.2916666666666667	16.0	1.0	0.0	7.0	0.0	0.0
k141_4024698__full-cat_1	1	False	False	4	0	0	False	0.0	2.0	0.0	0.0	0.0	2.0	0.0
k141_4028217__full-cat_1	1	False	False	9	2	2	False	0.3333333333333333	6.0	0.0	0.0	3.0	0.0	0.0
k141_4029247__full-cat_1	1	False	False	6	0	1	False	0.16666666666666666	5.0	0.0	0.0	1.0	0.0	0.0
k141_402980__full-cat_2	2	False	False	5	0	0	False	0.0	3.0	1.0	1.0	0.0	0.0	0.0
k141_4054881__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	8.0	0.0	0.0	1.0	0.0	0.0
k141_4075306__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_407576__full-cat_2	2	False	False	11	1	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
k141_4076127__lt2gene-cat_1	1	False	False	2	0	0	False	0.0	0.0	1.0	0.0	0.0	1.0	0.0
k141_4076710__full-cat_2	2	False	False	4	0	0	False	0.25	2.0	0.0	1.0	1.0	0.0	0.0
k141_4108618__full-cat_2	2	False	False	9	5	1	False	0.0	7.0	2.0	0.0	0.0	0.0	0.0
k141_4115068__full-cat_2	2	False	False	6	3	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_4125106__full-cat_2	2	False	False	8	1	0	False	0.125	6.0	0.0	0.0	2.0	0.0	0.0
k141_4131318__full-cat_1	1	False	False	4	0	0	False	0.25	2.0	0.0	0.0	1.0	1.0	0.0
k141_4132309__full-cat_2	2	False	False	5	0	1	False	0.2	4.0	0.0	0.0	1.0	0.0	0.0
k141_4146690__full-cat_2	2	False	False	9	4	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_4147651__full-cat_2	2	False	False	6	2	0	False	0.0	4.0	1.0	0.0	0.0	0.0	1.0
k141_4151465__full-cat_2	2	False	False	9	2	0	False	0.0	7.0	2.0	0.0	0.0	0.0	0.0
k141_4159731__full-cat_1	1	False	False	3	0	0	False	0.0	0.0	1.0	0.0	0.0	2.0	0.0
k141_4175284__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4177231__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4183453__full-cat_2	2	False	False	10	0	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_4186549__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	3.0	1.0	1.0	1.0	0.0	0.0
k141_4197381__full-cat_1	1	False	False	15	0	0	False	0.0	13.0	1.0	1.0	0.0	0.0	0.0
k141_4209072__full-cat_2	2	False	False	31	4	0	False	0.0	28.0	1.0	1.0	1.0	0.0	0.0
k141_4223043__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	3.0	3.0	0.0	1.0	0.0	0.0
k141_4224622__full-cat_2	2	False	False	39	3	0	False	0.02564102564102564	32.0	4.0	2.0	1.0	0.0	0.0
k141_4227329__full-cat_1	1	False	False	13	0	0	False	0.0	5.0	5.0	1.0	0.0	2.0	0.0
k141_4228979__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	0.0	0.0	1.0	0.0	0.0
k141_4230348__full-cat_1	1	False	False	28	2	0	False	0.0	24.0	2.0	1.0	0.0	0.0	1.0
k141_4230449__full-cat_1	1	False	False	30	0	1	False	0.0	24.0	3.0	0.0	0.0	3.0	0.0
k141_4231176__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4233988__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4234675__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4234949__full-cat_2	2	False	False	11	5	0	False	0.09090909090909091	8.0	1.0	0.0	1.0	1.0	0.0
k141_4235699__lt2gene-cat_1	1	False	False	1	0	0	False	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k141_4236472__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	0.0	0.0	1.0	0.0	0.0
k141_4238672__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4243214__full-cat_2	2	False	False	20	0	0	False	0.0	19.0	0.0	1.0	0.0	0.0	0.0
k141_4243866__full-cat_2	2	False	False	12	0	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_4244184__full-cat_2	2	False	False	4	2	0	False	0.25	2.0	1.0	0.0	1.0	0.0	0.0
k141_4245611__full-cat_2	2	False	False	8	2	1	False	0.125	6.0	1.0	0.0	1.0	0.0	0.0
k141_4250377__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_4261403__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	0.0	0.0	1.0	0.0	0.0
k141_4269215__full-cat_1	1	False	False	57	0	0	False	0.017543859649122806	44.0	10.0	1.0	1.0	1.0	0.0
k141_4277531__full-cat_2	2	False	False	16	2	0	False	0.0	16.0	0.0	0.0	0.0	0.0	0.0
k141_4288790__full-cat_1	1	False	False	85	4	1	False	0.023529411764705882	51.0	26.0	4.0	2.0	1.0	1.0
k141_4298840__full-cat_2	2	False	False	4	2	0	False	0.25	3.0	0.0	0.0	1.0	0.0	0.0
k141_4299884__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4308680__full-cat_2	2	False	False	4	0	0	True	0.25	1.0	0.0	2.0	1.0	0.0	0.0
k141_4310443__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4310793__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4313749__full-cat_2	2	False	False	9	0	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_4316541__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	0.0	0.0	1.0	0.0	0.0
k141_4319455__full-cat_1	1	False	False	17	3	1	False	0.058823529411764705	14.0	1.0	1.0	1.0	0.0	0.0
k141_4320416__full-cat_2	2	False	False	14	0	0	False	0.07142857142857142	11.0	2.0	0.0	1.0	0.0	0.0
k141_4322480__full-cat_2	2	False	False	9	5	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_433825__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_4338479__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4342063__full-cat_2	2	False	False	27	0	0	False	0.037037037037037035	26.0	0.0	0.0	1.0	0.0	0.0
k141_4345704__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4346607__full-cat_2	2	False	False	8	0	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_4354272__full-cat_1	1	False	False	25	0	0	False	0.04	17.0	7.0	0.0	1.0	0.0	0.0
k141_4356047__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4359107__full-cat_2	2	False	False	17	2	4	False	0.35294117647058826	11.0	0.0	0.0	6.0	0.0	0.0
k141_436017__full-cat_2	2	False	False	14	3	0	False	0.0	13.0	1.0	0.0	0.0	0.0	0.0
k141_4367935__full_1-cat_2	2	False	False	5	2	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_4372914__full-cat_2	2	False	False	18	0	0	False	0.0	17.0	1.0	0.0	0.0	0.0	0.0
k141_438150__full-cat_1	1	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_4383086__full-cat_2	2	False	False	6	1	0	True	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_4383109__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4385545__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4388618__full-cat_2	2	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_4395447__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4398329__full-cat_1	1	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4405732__full-cat_1	1	False	False	4	0	0	False	0.0	1.0	3.0	0.0	0.0	0.0	0.0
k141_4407661__full-cat_2	2	False	False	11	5	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_4425334__full-cat_2	2	False	False	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k141_4428018__full-cat_1	1	False	False	10	0	1	False	0.1	8.0	1.0	0.0	1.0	0.0	0.0
k141_4428389__full-cat_2	2	False	False	15	3	0	False	0.0	15.0	0.0	0.0	0.0	0.0	0.0
k141_4429261__full-cat_2	2	False	False	11	3	0	False	0.09090909090909091	10.0	0.0	0.0	1.0	0.0	0.0
k141_442941__full-cat_1	1	False	False	8	0	0	False	0.125	6.0	1.0	0.0	1.0	0.0	0.0
k141_4432933__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_4445412__full-cat_1	1	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4450458__full-cat_1	1	False	False	11	2	0	False	0.09090909090909091	8.0	1.0	1.0	1.0	0.0	0.0
k141_4454839__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4460632__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	2.0	0.0	0.0	0.0	0.0
k141_4472732__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4478374__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4479320__full-cat_2	2	False	False	5	1	0	False	0.4	3.0	0.0	0.0	2.0	0.0	0.0
k141_448349__full-cat_1	1	False	False	3	1	0	False	0.0	2.0	0.0	0.0	0.0	1.0	0.0
k141_4494243__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_4508056__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4512842__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4542419__full-cat_1	1	False	False	16	0	0	False	0.0	13.0	0.0	2.0	0.0	1.0	0.0
k141_4556158__full-cat_1	1	False	False	84	4	6	False	0.05952380952380952	71.0	6.0	2.0	5.0	0.0	0.0
k141_4559162__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_4560688__full-cat_2	2	False	False	9	0	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_457074__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5.0	0.0	0.0	1.0	0.0	0.0
k141_4573849__full-cat_2	2	False	False	14	0	0	False	0.0	12.0	2.0	0.0	0.0	0.0	0.0
k141_4574868__full-cat_1	1	False	False	65	1	2	False	0.0	48.0	9.0	4.0	0.0	4.0	0.0
k141_4575391__full-cat_1	1	False	False	45	11	0	False	0.0	40.0	4.0	1.0	0.0	0.0	0.0
k141_4577958__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_45941__full-cat_1	1	False	False	17	2	1	False	0.058823529411764705	1.0	9.0	3.0	1.0	3.0	0.0
k141_4598298__full-cat_1	1	False	False	163	23	3	False	0.03680981595092025	131.0	16.0	6.0	7.0	2.0	1.0
k141_460464__full-cat_1	1	False	False	17	4	1	False	0.0	16.0	0.0	1.0	0.0	0.0	0.0
k141_4605251__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4613493__full-cat_2	2	False	False	18	6	2	False	0.05555555555555555	14.0	2.0	1.0	1.0	0.0	0.0
k141_461598__full-cat_2	2	False	False	10	1	0	False	0.1	4.0	4.0	1.0	1.0	0.0	0.0
k141_4621233__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4623338__full-cat_2	2	False	False	13	0	0	False	0.0	12.0	1.0	0.0	0.0	0.0	0.0
k141_4633941__full-cat_1	1	False	False	5	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_4639443__full-cat_2	2	False	False	9	1	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_4648310__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4659666__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	0.0	0.0	1.0	0.0	0.0
k141_4668551__full-cat_2	2	False	False	9	0	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_4668841__full-cat_2	2	False	False	9	3	0	False	0.0	7.0	1.0	1.0	0.0	0.0	0.0
k141_4687046__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4.0	0.0	0.0	1.0	0.0	1.0
k141_4690757__full-cat_2	2	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_4705486__full-cat_2	2	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_471008__full-cat_1	1	False	False	39	17	1	False	0.07692307692307693	33.0	2.0	1.0	3.0	0.0	0.0
k141_471312__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4730958__full-cat_1	1	False	False	9	0	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_4732040__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_4732802__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_4735737__full-cat_2	2	False	False	11	2	0	True	0.0	8.0	0.0	3.0	0.0	0.0	0.0
k141_4736981__full-cat_2	2	False	False	19	3	2	False	0.0	18.0	1.0	0.0	0.0	0.0	0.0
k141_4750694__full-cat_2	2	False	False	5	0	0	False	0.0	3.0	1.0	0.0	0.0	1.0	0.0
k141_4755494__full-cat_2	2	False	False	5	1	0	False	0.0	3.0	1.0	1.0	0.0	0.0	0.0
k141_475803__full-cat_1	1	False	False	15	4	1	False	0.0	14.0	0.0	1.0	0.0	0.0	0.0
k141_4761026__full-cat_2	2	False	False	8	0	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_4767836__full-cat_1	1	False	False	25	0	0	False	0.04	24.0	0.0	0.0	1.0	0.0	0.0
k141_4773664__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4800659__full-cat_1	1	False	False	10	0	1	False	0.1	9.0	0.0	0.0	1.0	0.0	0.0
k141_480285__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4804633__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
