	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral structure genes	Viral genes with host benefits	Viral replication genes	Viral genes with viral benefits
c_000002695675__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002695823__full-cat_2	2	False	False	12	0	0	False	0.0	6	3.0	3.0	0.0	0.0	0.0
c_000002697506__full-cat_2	2	False	False	5	2	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000002698573__full-cat_2	2	False	False	11	5	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002699727__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000002699901__full-cat_2	2	False	False	9	2	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
c_000002700542__full-cat_2	2	False	False	8	2	0	False	0.125	5	1.0	0.0	1.0	1.0	0.0
c_000002701226__full-cat_2	2	False	False	8	4	0	False	0.0	7	0.0	0.0	1.0	0.0	0.0
c_000002704483__full-cat_2	2	False	False	18	8	0	False	0.0	17	1.0	0.0	0.0	0.0	0.0
c_000002705239__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002705636__full-cat_2	2	False	False	8	4	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002705892__full-cat_2	2	False	False	11	1	0	False	0.0	9	2.0	0.0	0.0	0.0	0.0
c_000002711574__full-cat_2	2	False	False	4	3	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
c_000002712301__full-cat_1	1	False	False	11	2	0	False	0.18181818181818182	9	0.0	0.0	2.0	0.0	0.0
c_000002713868__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000002714730__full-cat_1	1	False	False	11	4	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002716448__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	7	1.0	0.0	1.0	0.0	0.0
c_000002716466__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002717389__full-cat_1	1	False	False	7	0	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000002723322__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002724559__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002725143__full-cat_2	2	False	False	6	4	0	False	0.3333333333333333	3	0.0	1.0	2.0	0.0	0.0
c_000002725855__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002727129__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000002727263__full-cat_1	1	False	False	10	4	0	False	0.1	9	0.0	0.0	1.0	0.0	0.0
c_000002728832__full-cat_2	2	False	False	5	1	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000002730411__full-cat_1	1	False	False	12	2	0	False	0.0	8	2.0	1.0	1.0	0.0	0.0
c_000002730849__full-cat_2	2	False	False	12	1	0	False	0.0	10	2.0	0.0	0.0	0.0	0.0
c_000002732672__full-cat_2	2	False	False	17	9	0	False	0.058823529411764705	16	0.0	0.0	1.0	0.0	0.0
c_000002733736__full-cat_1	1	False	False	15	2	0	False	0.0	14	1.0	0.0	0.0	0.0	0.0
c_000002734794__full-cat_2	2	False	False	7	1	0	False	0.42857142857142855	4	0.0	0.0	3.0	0.0	0.0
c_000002736035__full-cat_1	1	False	False	9	0	0	False	0.0	7	0.0	2.0	0.0	0.0	0.0
c_000002736449__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002736484__full-cat_2	2	False	False	4	1	0	False	0.25	2	0.0	1.0	1.0	0.0	0.0
c_000002736901__full-cat_1	1	False	False	14	0	0	False	0.0	11	1.0	2.0	0.0	0.0	0.0
c_000002737651__full-cat_2	2	False	False	8	6	0	False	0.0	7	0.0	0.0	1.0	0.0	0.0
c_000002737942__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002739047__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002748709__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002750036__full-cat_2	2	False	False	7	3	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002750805__full-cat_1	1	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000002750884__full-cat_2	2	False	False	5	4	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002751786__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002752186__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002752659__full-cat_2	2	False	False	9	3	2	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000002752830__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002752849__full-cat_2	2	False	False	3	0	0	True	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002753131__full-cat_1	1	False	False	11	4	0	False	0.0	10	1.0	0.0	0.0	0.0	0.0
c_000002753421__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002754085__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002762188__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002764315__full-cat_1	1	False	False	11	3	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002766170__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002767040__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002767916__full-cat_2	2	False	False	9	0	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
c_000002769976__full-cat_2	2	False	False	10	5	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000002771741__full-cat_1	1	False	False	7	3	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002773358__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002773617__full-cat_2	2	False	False	8	2	2	False	0.0	6	2.0	0.0	0.0	0.0	0.0
c_000002774075__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002774496__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4	0.0	0.0	2.0	0.0	0.0
c_000002775867__full-cat_1	1	False	False	31	1	0	False	0.06451612903225806	23	4.0	2.0	2.0	0.0	0.0
c_000002777751__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002778603__full-cat_2	2	False	False	10	1	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000002778752__full-cat_2	2	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000002780231__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002780653__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002783995__full-cat_2	2	False	False	10	4	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000002785070__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002786638__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	4	2.0	0.0	1.0	0.0	0.0
c_000002787674__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002788338__full-cat_2	2	False	False	30	10	0	False	0.0	28	2.0	0.0	0.0	0.0	0.0
c_000002791084__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002791995__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002792840__full-cat_1	1	False	False	33	0	0	False	0.0	26	3.0	4.0	0.0	0.0	0.0
c_000002793480__full-cat_1	1	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000002793977__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000002794813__full-cat_1	1	False	False	5	2	0	False	0.4	3	0.0	0.0	2.0	0.0	0.0
c_000002800096__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002801403__full-cat_2	2	False	False	8	2	0	False	0.25	6	0.0	0.0	2.0	0.0	0.0
c_000002802777__full-cat_1	1	False	False	18	0	1	False	0.0	18	0.0	0.0	0.0	0.0	0.0
c_000002803147__full-cat_2	2	False	False	5	1	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000002803521__full-cat_2	2	False	False	3	1	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
c_000002805250__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000002805356__full-cat_2	2	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000002807235__full-cat_1	1	False	False	49	0	0	False	0.02040816326530612	40	8.0	0.0	1.0	0.0	0.0
c_000002807627__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000002809064__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	4	1.0	0.0	1.0	0.0	0.0
c_000002809149__full-cat_2	2	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002812771__full-cat_2	2	False	False	13	5	1	False	0.07692307692307693	11	0.0	0.0	2.0	0.0	0.0
c_000002812827__full-cat_2	2	False	False	4	1	0	False	0.25	2	0.0	0.0	2.0	0.0	0.0
c_000002815122__full-cat_1	1	False	False	3	0	0	False	0.0	2	0.0	1.0	0.0	0.0	0.0
c_000002816806__full-cat_2	2	False	False	7	0	0	False	0.42857142857142855	4	0.0	0.0	3.0	0.0	0.0
c_000002816999__full-cat_2	2	False	False	3	1	0	False	0.6666666666666666	1	0.0	0.0	2.0	0.0	0.0
c_000002817793__full-cat_2	2	False	False	13	0	0	False	0.0	12	1.0	0.0	0.0	0.0	0.0
c_000002818504__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000002818586__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002818608__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002818742__full-cat_2	2	False	False	15	3	0	False	0.0	15	0.0	0.0	0.0	0.0	0.0
c_000002822003__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002825228__full-cat_2	2	False	False	5	1	0	False	0.2	2	0.0	1.0	2.0	0.0	0.0
c_000002830484__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002832053__full-cat_2	2	False	False	12	1	0	False	0.0	9	2.0	0.0	1.0	0.0	0.0
c_000002832168__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002832410__full-cat_1	1	False	False	15	1	0	False	0.06666666666666667	9	4.0	0.0	2.0	0.0	0.0
c_000002832755__full-cat_2	2	False	False	5	3	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
c_000002833845__full-cat_2	2	False	False	15	4	0	False	0.0	15	0.0	0.0	0.0	0.0	0.0
c_000002838318__full-cat_2	2	False	False	5	1	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000002838487__full-cat_2	2	False	False	13	7	2	False	0.15384615384615385	11	0.0	0.0	2.0	0.0	0.0
c_000002839379__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002839928__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000002845086__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002848761__full-cat_1	1	False	False	13	0	0	False	0.0	5	6.0	2.0	0.0	0.0	0.0
c_000002851525__full-cat_2	2	False	False	6	4	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000002851751__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002853032__full-cat_2	2	False	False	9	3	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
c_000002853545__full-cat_2	2	False	False	7	3	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002855884__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002857002__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002859590__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002861843__full-cat_2	2	False	False	9	4	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000002862671__full-cat_2	2	False	False	12	7	0	False	0.0	9	3.0	0.0	0.0	0.0	0.0
c_000002864002__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002865184__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002866147__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000002867124__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000002867728__full-cat_2	2	False	False	5	3	1	False	0.2	4	0.0	0.0	1.0	0.0	0.0
c_000002867900__full-cat_1	1	False	False	18	1	0	False	0.0	11	7.0	0.0	0.0	0.0	0.0
c_000002868819__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002869107__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
c_000002869850__full-cat_2	2	False	False	14	0	0	False	0.0	10	4.0	0.0	0.0	0.0	0.0
c_000002870220__full-cat_2	2	False	False	7	0	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002870239__full-cat_2	2	False	False	8	2	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
c_000002871532__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002871673__full-cat_1	1	False	False	13	4	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
c_000002873529__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002873553__full-cat_2	2	False	False	14	5	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
c_000002873686__full-cat_2	2	False	False	12	2	1	False	0.0	11	0.0	0.0	1.0	0.0	0.0
c_000002873713__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002873808__full-cat_2	2	False	False	4	0	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000002874124__full-cat_1	1	False	False	7	4	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
c_000002874617__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000002875255__full-cat_2	2	False	False	2	1	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000002875666__full-cat_2	2	False	False	2	1	0	False	0.0	1	1.0	0.0	0.0	0.0	0.0
c_000002875712__full-cat_2	2	False	False	11	7	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002877101__full-cat_2	2	False	False	6	5	1	False	0.0	4	1.0	0.0	1.0	0.0	0.0
c_000002878401__full-cat_2	2	False	False	11	3	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002881730__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	3	2.0	0.0	1.0	0.0	0.0
c_000002882919__full-cat_2	2	False	False	8	1	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002883794__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002884026__full-cat_2	2	False	False	10	3	0	False	0.1	8	1.0	0.0	1.0	0.0	0.0
c_000002885251__full-cat_1	1	False	False	7	2	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002887137__full-cat_1	1	False	False	10	0	0	False	0.0	7	2.0	1.0	0.0	0.0	0.0
c_000002887264__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002889762__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002890704__full-cat_2	2	False	False	10	5	0	False	0.0	8	0.0	1.0	1.0	0.0	0.0
c_000002891049__full-cat_1	1	False	False	11	5	0	False	0.09090909090909091	9	0.0	1.0	1.0	0.0	0.0
c_000002893961__full-cat_2	2	False	False	5	0	0	False	0.0	3	2.0	0.0	0.0	0.0	0.0
c_000002894913__full-cat_2	2	False	False	5	0	0	False	0.0	3	1.0	1.0	0.0	0.0	0.0
c_000002896166__full-cat_2	2	False	False	14	0	0	False	0.07142857142857142	10	0.0	0.0	3.0	1.0	0.0
c_000002899636__full-cat_1	1	False	False	14	0	0	False	0.07142857142857142	11	1.0	0.0	2.0	0.0	0.0
c_000002902610__full-cat_2	2	False	False	6	3	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
c_000002911015__full-cat_2	2	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002912887__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002912987__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002914263__full-cat_2	2	False	False	14	0	0	False	0.0	12	1.0	0.0	1.0	0.0	0.0
c_000002916348__full-cat_2	2	False	False	11	0	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002916433__full-cat_2	2	False	False	13	4	1	False	0.07692307692307693	12	0.0	0.0	1.0	0.0	0.0
c_000002920356__full-cat_2	2	False	False	14	5	0	False	0.07142857142857142	13	0.0	0.0	1.0	0.0	0.0
c_000002922768__full-cat_2	2	False	False	6	4	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000002923134__full-cat_2	2	False	False	11	4	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002926255__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002927550__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000002927760__full-cat_1	1	False	False	7	0	0	False	0.42857142857142855	3	1.0	0.0	3.0	0.0	0.0
c_000002928950__full-cat_2	2	False	False	11	7	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002932120__full-cat_1	1	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002935301__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002937225__full-cat_1	1	False	False	15	4	3	False	0.0	14	0.0	1.0	0.0	0.0	0.0
c_000002937453__full-cat_2	2	False	False	13	0	0	False	0.0	12	1.0	0.0	0.0	0.0	0.0
c_000002939685__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002939774__full-cat_2	2	False	False	13	1	0	False	0.0	7	4.0	0.0	2.0	0.0	0.0
c_000002940212__full-cat_2	2	False	False	8	2	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000002945185__full-cat_2	2	False	False	9	4	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
c_000002947244__full-cat_1	1	False	False	30	0	0	False	0.03333333333333333	17	8.0	2.0	2.0	1.0	0.0
c_000002947810__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002949049__full-cat_2	2	False	False	4	1	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
c_000002949900__full-cat_1	1	False	False	13	0	0	False	0.0	11	1.0	1.0	0.0	0.0	0.0
c_000002955864__full-cat_2	2	False	False	10	1	0	False	0.0	8	1.0	0.0	1.0	0.0	0.0
c_000002956382__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002956979__full-cat_2	2	False	False	5	0	0	False	0.0	2	0.0	1.0	2.0	0.0	0.0
c_000002960396__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002963492__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002964919__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000002966143__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002966931__full-cat_1	1	False	False	7	0	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002968131__full-cat_2	2	False	False	9	4	0	False	0.1111111111111111	7	1.0	0.0	1.0	0.0	0.0
c_000002971838__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002975310__full-cat_2	2	False	False	10	3	0	False	0.1	9	0.0	0.0	1.0	0.0	0.0
c_000002976836__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002977077__full-cat_2	2	False	False	11	4	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002978730__full-cat_1	1	False	False	22	3	0	False	0.0	21	1.0	0.0	0.0	0.0	0.0
c_000002979778__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
c_000002981029__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002981572__full-cat_2	2	False	False	8	3	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
c_000002985978__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002987938__full-cat_2	2	False	False	15	4	0	False	0.0	15	0.0	0.0	0.0	0.0	0.0
c_000002988101__full-cat_2	2	False	False	3	1	0	True	0.0	2	1.0	0.0	0.0	0.0	0.0
c_000002988586__full-cat_1	1	False	False	8	0	0	False	0.0	6	0.0	0.0	1.0	1.0	0.0
c_000002989615__full-cat_2	2	False	False	9	2	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
c_000002991785__full-cat_1	1	False	False	5	2	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
c_000002991875__full-cat_2	2	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000002992281__full-cat_1	1	False	False	13	0	0	False	0.07692307692307693	11	1.0	0.0	1.0	0.0	0.0
c_000002992320__full-cat_2	2	False	False	13	2	1	False	0.0	11	1.0	0.0	1.0	0.0	0.0
c_000002993213__full-cat_2	2	False	False	5	1	0	False	0.0	4	0.0	0.0	0.0	0.0	1.0
c_000002993430__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002993792__full-cat_2	2	False	False	15	2	0	False	0.0	10	3.0	0.0	2.0	0.0	0.0
c_000002993861__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002999495__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003000618__full-cat_1	1	False	False	24	1	0	False	0.0	23	1.0	0.0	0.0	0.0	0.0
c_000003000765__full-cat_2	2	False	False	8	4	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000003003261__full-cat_2	2	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000003004079__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003005750__full-cat_2	2	False	False	15	1	0	False	0.0	12	2.0	0.0	1.0	0.0	0.0
c_000003006252__full-cat_2	2	False	False	8	0	1	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003007131__full-cat_2	2	False	False	5	2	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
c_000003007520__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003007892__full-cat_2	2	False	False	5	1	0	True	0.0	3	0.0	0.0	2.0	0.0	0.0
c_000003011522__full-cat_2	2	False	False	15	3	0	True	0.26666666666666666	10	1.0	0.0	4.0	0.0	0.0
c_000003011736__full-cat_2	2	False	False	5	3	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
c_000003012928__full-cat_2	2	False	False	11	4	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000003014361__full-cat_2	2	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003015084__full-cat_2	2	False	False	5	0	0	True	0.0	2	0.0	0.0	2.0	1.0	0.0
c_000003016832__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000003021214__full-cat_1	1	False	False	25	1	0	False	0.0	24	1.0	0.0	0.0	0.0	0.0
c_000003021913__full-cat_2	2	False	False	13	3	0	False	0.0	11	1.0	0.0	1.0	0.0	0.0
c_000003022363__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000003022440__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000003023387__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003024300__full-cat_2	2	False	False	20	8	0	False	0.0	20	0.0	0.0	0.0	0.0	0.0
c_000003024887__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003025778__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003025927__full-cat_2	2	False	False	12	5	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
c_000003029350__full-cat_2	2	False	False	4	1	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000003035538__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	4	2.0	0.0	1.0	0.0	0.0
c_000003035913__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	5	1.0	0.0	1.0	0.0	0.0
c_000003037152__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003037176__full-cat_2	2	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000003038403__full-cat_2	2	False	False	5	1	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000003039717__full-cat_1	1	False	False	9	0	0	False	0.1111111111111111	8	0.0	0.0	1.0	0.0	0.0
c_000003040942__full-cat_2	2	False	False	10	1	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000003046611__full-cat_2	2	False	False	9	5	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003047182__full-cat_2	2	False	False	3	1	0	False	0.0	1	2.0	0.0	0.0	0.0	0.0
c_000003049356__full-cat_1	1	False	False	18	4	0	False	0.0	12	3.0	2.0	0.0	1.0	0.0
