	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral replication genes	Viral genes with host benefits	Viral genes with viral benefits	Viral structure genes
k141_25622506__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_25625130__full-cat_2	2	False	False	6	2	1	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_25628976__full-cat_1	1	False	False	5	0	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_25638615__full-cat_2	2	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_25650332__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_25651022__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_25651977__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_25656219__full-cat_2	2	False	False	4	2	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
k141_25656344__full-cat_2	2	False	False	9	4	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_25664085__full-cat_1	1	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_25683259__full-cat_1	1	False	False	10	1	0	False	0.0	9	0.0	0.0	1.0	0.0	0.0
k141_25694814__full-cat_2	2	False	False	5	3	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_25699208__full-cat_1	1	False	False	4	0	0	False	0.25	2	1.0	0.0	1.0	0.0	0.0
k141_25702182__full-cat_2	2	False	False	8	4	0	False	0.125	6	1.0	0.0	1.0	0.0	0.0
k141_25712742__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_26828932__full-cat_2	2	False	False	10	0	0	False	0.1	9	0.0	0.0	1.0	0.0	0.0
k141_26836110__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_26837411__full-cat_2	2	False	False	5	2	0	False	0.2	3	0.0	0.0	2.0	0.0	0.0
k141_26839935__full-cat_2	2	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_26844410__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	4	1.0	0.0	1.0	0.0	0.0
k141_26848028__full-cat_2	2	False	False	5	3	0	False	0.0	2	1.0	0.0	2.0	0.0	0.0
k141_26850314__full-cat_2	2	False	False	15	4	0	False	0.0	15	0.0	0.0	0.0	0.0	0.0
k141_26862301__full-cat_1	1	False	False	38	1	0	False	0.05263157894736842	33	0.0	1.0	4.0	0.0	0.0
k141_26874222__full-cat_2	2	False	False	4	0	0	False	0.25	2	1.0	0.0	1.0	0.0	0.0
k141_26882643__full-cat_2	2	False	False	15	3	0	False	0.0	13	1.0	0.0	1.0	0.0	0.0
k141_26884994__full-cat_2	2	False	False	9	4	0	False	0.1111111111111111	7	0.0	0.0	1.0	0.0	1.0
k141_26889661__full-cat_1	1	False	False	5	0	0	False	0.0	3	2.0	0.0	0.0	0.0	0.0
k141_26906024__full-cat_2	2	False	False	10	3	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_26920892__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_26927493__full-cat_1	1	False	False	8	1	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_26928838__full-cat_2	2	False	False	7	2	0	False	0.2857142857142857	5	0.0	0.0	2.0	0.0	0.0
k141_26929236__full-cat_2	2	False	False	6	2	0	True	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_26929353__full-cat_1	1	False	False	7	2	0	False	0.14285714285714285	5	1.0	0.0	1.0	0.0	0.0
k141_26935475__full-cat_1	1	False	False	21	3	0	False	0.0	20	1.0	0.0	0.0	0.0	0.0
k141_26935984__full-cat_1	1	False	False	7	0	0	False	0.0	4	2.0	0.0	0.0	0.0	1.0
k141_26943739__full-cat_2	2	False	False	5	2	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_26953394__full-cat_2	2	False	False	4	0	0	False	0.25	2	1.0	0.0	1.0	0.0	0.0
k141_26960844__full-cat_1	1	False	False	8	4	1	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_26963675__full-cat_1	1	False	False	51	5	0	False	0.0	47	1.0	1.0	2.0	0.0	0.0
k141_26967105__full-cat_1	1	False	False	4	2	0	False	0.25	2	1.0	0.0	1.0	0.0	0.0
k141_26974691__full-cat_2	2	False	False	7	3	0	True	0.0	6	0.0	1.0	0.0	0.0	0.0
k141_26996838__full-cat_2	2	False	False	11	1	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_26998373__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	4	1.0	0.0	1.0	0.0	0.0
k141_27008840__full-cat_2	2	False	False	8	4	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_27015659__full-cat_2	2	False	False	6	2	0	True	0.0	5	0.0	0.0	1.0	0.0	0.0
k141_27029027__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_27032484__full-cat_1	1	False	False	15	0	0	False	0.0	14	0.0	1.0	0.0	0.0	0.0
k141_27049688__full-cat_2	2	False	False	5	3	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_27060060__full-cat_2	2	False	False	13	1	0	False	0.0	11	1.0	0.0	1.0	0.0	0.0
k141_27067742__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_27069460__full-cat_2	2	False	False	4	1	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
k141_27077395__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_27082209__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_27083557__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_27089389__full-cat_2	2	False	False	11	3	0	False	0.09090909090909091	9	1.0	0.0	1.0	0.0	0.0
k141_27093765__full-cat_2	2	False	False	4	1	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
k141_27097313__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_27108810__full-cat_2	2	False	False	8	4	1	False	0.125	6	1.0	0.0	1.0	0.0	0.0
k141_28217146__full-cat_1	1	False	False	9	0	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_28218812__full-cat_2	2	False	False	20	0	0	False	0.0	15	1.0	0.0	4.0	0.0	0.0
k141_28243829__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_28247274__full-cat_1	1	False	False	80	6	1	False	0.0	67	9.0	1.0	3.0	0.0	0.0
k141_28254976__full-cat_2	2	False	False	13	1	0	False	0.07692307692307693	11	1.0	0.0	1.0	0.0	0.0
k141_28255734__full-cat_1	1	False	False	60	3	0	False	0.016666666666666666	53	4.0	2.0	1.0	0.0	0.0
k141_28259349__full-cat_2	2	False	False	6	1	0	False	0.3333333333333333	3	0.0	0.0	3.0	0.0	0.0
k141_28264803__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_28285714__full-cat_2	2	False	False	7	4	0	True	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_28287112__full-cat_2	2	False	False	9	5	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_28296728__full-cat_2	2	False	False	8	2	0	False	0.0	7	0.0	0.0	1.0	0.0	0.0
k141_28297084__full-cat_2	2	False	False	14	0	0	False	0.0	12	2.0	0.0	0.0	0.0	0.0
k141_28302257__full-cat_2	2	False	False	12	4	0	False	0.0	11	1.0	0.0	0.0	0.0	0.0
k141_28305025__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_28305304__full-cat_2	2	False	False	17	2	0	False	0.11764705882352941	13	2.0	0.0	2.0	0.0	0.0
k141_28325316__full-cat_1	1	False	False	7	0	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
k141_28333212__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_28342895__full-cat_2	2	False	False	4	0	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_28342899__full-cat_2	2	False	False	7	2	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
k141_28345611__full-cat_1	1	False	False	8	0	0	False	0.125	3	1.0	2.0	2.0	0.0	0.0
k141_28360155__full-cat_1	1	False	False	13	1	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
k141_28365754__full-cat_2	2	False	False	8	1	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_28374251__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_28382665__full-cat_2	2	False	False	13	0	0	False	0.0	11	2.0	0.0	0.0	0.0	0.0
k141_28386613__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_28407009__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
k141_28413753__full-cat_1	1	False	False	12	0	0	False	0.0	11	1.0	0.0	0.0	0.0	0.0
k141_28420041__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_28422469__full-cat_1	1	False	False	13	1	0	False	0.07692307692307693	12	0.0	0.0	1.0	0.0	0.0
k141_28429096__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_28439159__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_28466951__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_28471067__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	6	2.0	0.0	1.0	0.0	0.0
k141_28471762__full-cat_2	2	False	False	9	2	0	False	0.2222222222222222	6	0.0	0.0	3.0	0.0	0.0
k141_28472767__full-cat_1	1	False	False	5	2	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_28490148__full-cat_2	2	False	False	8	5	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_29609940__full-cat_1	1	False	False	9	1	0	False	0.0	7	0.0	1.0	1.0	0.0	0.0
k141_29610904__full-cat_2	2	False	False	5	2	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_29611799__full-cat_2	2	False	False	5	0	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_29612044__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_29616655__full-cat_2	2	False	False	8	3	0	False	0.0	6	1.0	0.0	1.0	0.0	0.0
k141_29627687__full-cat_2	2	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_29629577__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_29631336__full-cat_1	1	False	False	17	2	0	False	0.0	12	4.0	0.0	0.0	1.0	0.0
k141_29633580__full-cat_2	2	False	False	8	5	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_29633649__full-cat_2	2	False	False	8	0	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_29649274__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_29650848__full-cat_1	1	False	False	10	0	0	False	0.1	8	1.0	0.0	1.0	0.0	0.0
k141_29654211__full-cat_2	2	False	False	10	6	0	False	0.0	9	1.0	0.0	0.0	0.0	0.0
k141_29655790__full-cat_2	2	False	False	9	3	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_29663124__full-cat_2	2	False	False	11	2	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_29668772__full-cat_1	1	False	False	9	0	0	False	0.0	7	0.0	1.0	1.0	0.0	0.0
k141_29679300__full-cat_1	1	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_29682984__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_29695205__full-cat_1	1	False	False	4	0	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_29698735__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	4	0.0	0.0	2.0	0.0	0.0
k141_29703548__full-cat_2	2	False	False	11	3	0	False	0.0	6	2.0	0.0	1.0	1.0	1.0
k141_29706448__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_29710296__full-cat_1	1	False	False	7	0	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
k141_29717406__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_29717585__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_29718225__full-cat_1	1	False	False	13	0	0	False	0.0	11	2.0	0.0	0.0	0.0	0.0
k141_29718598__full-cat_2	2	False	False	11	3	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_29719273__full-cat_1	1	False	False	14	2	0	False	0.0	11	2.0	0.0	1.0	0.0	0.0
k141_29722895__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_29723706__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_29725975__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_29742375__full-cat_2	2	False	False	10	1	0	False	0.0	9	1.0	0.0	0.0	0.0	0.0
k141_29769787__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_29772067__full-cat_2	2	False	False	20	9	0	False	0.0	18	1.0	0.0	1.0	0.0	0.0
k141_29774275__full-cat_1	1	False	False	9	0	0	False	0.0	3	4.0	1.0	1.0	0.0	0.0
k141_29776903__full-cat_1	1	False	False	42	2	0	False	0.023809523809523808	39	1.0	1.0	1.0	0.0	0.0
k141_29781368__full-cat_1	1	False	False	29	1	0	False	0.0	21	6.0	0.0	2.0	0.0	0.0
k141_29786295__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_29791280__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_29797401__full-cat_1	1	False	False	13	0	0	False	0.0	5	4.0	1.0	2.0	0.0	1.0
k141_29818450__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_29820605__full-cat_1	1	False	False	9	0	0	False	0.0	4	4.0	1.0	0.0	0.0	0.0
k141_29827820__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_29830567__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_29854710__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_29862644__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_29866485__full-cat_2	2	False	False	7	2	0	False	0.0	4	0.0	0.0	3.0	0.0	0.0
k141_29869589__full-cat_1	1	False	False	20	0	0	False	0.0	15	3.0	0.0	2.0	0.0	0.0
k141_29869772__full-cat_1	1	False	False	9	0	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_29870784__full-cat_2	2	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
k141_31000192__full-cat_1	1	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_31007739__full-cat_2	2	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_31028265__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_31043861__full-cat_2	2	False	False	15	0	0	False	0.0	14	0.0	0.0	1.0	0.0	0.0
k141_31049140__full-cat_1	1	False	False	13	0	0	False	0.0	9	1.0	1.0	1.0	0.0	1.0
k141_31050139__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_31056599__full-cat_2	2	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_31058235__full-cat_1	1	False	False	12	0	0	False	0.08333333333333333	11	0.0	0.0	1.0	0.0	0.0
k141_31063146__full-cat_2	2	False	False	6	2	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
k141_31064051__full-cat_2	2	False	False	9	4	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_31066703__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_31076713__full-cat_2	2	False	False	14	0	0	False	0.0	12	0.0	0.0	2.0	0.0	0.0
k141_31082624__full-cat_1	1	False	False	7	0	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_31084809__full-cat_1	1	False	False	8	0	0	False	0.0	5	0.0	1.0	2.0	0.0	0.0
k141_31089485__full-cat_2	2	False	False	3	0	0	False	0.6666666666666666	1	0.0	0.0	2.0	0.0	0.0
k141_31091509__full-cat_2	2	False	False	8	4	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_31095455__full-cat_2	2	False	False	11	6	0	False	0.0	10	0.0	0.0	1.0	0.0	0.0
k141_31098240__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_31099542__full-cat_2	2	False	False	7	0	1	False	0.42857142857142855	4	0.0	0.0	3.0	0.0	0.0
k141_31108529__full-cat_1	1	False	False	12	3	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_31117880__full-cat_2	2	False	False	8	1	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_31136405__full-cat_2	2	False	False	5	1	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_31141068__full-cat_2	2	False	False	5	2	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_31144148__full-cat_2	2	False	False	6	1	0	False	0.3333333333333333	4	0.0	0.0	2.0	0.0	0.0
k141_31152539__full-cat_1	1	False	False	10	3	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_31161858__full-cat_1	1	False	False	16	1	0	False	0.0	11	3.0	0.0	1.0	0.0	1.0
k141_31165729__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_31170515__full-cat_2	2	False	False	22	6	0	False	0.0	20	2.0	0.0	0.0	0.0	0.0
k141_31175262__full-cat_2	2	False	False	8	1	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_31177640__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_31192547__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_31195699__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	7	1.0	0.0	1.0	0.0	0.0
k141_31197205__full-cat_2	2	False	False	4	2	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_31199408__full-cat_2	2	False	False	14	1	0	False	0.0	13	0.0	0.0	1.0	0.0	0.0
k141_31200317__full-cat_2	2	False	False	3	2	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
k141_31201388__full-cat_2	2	False	False	5	2	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_31207201__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_31215782__full-cat_2	2	False	False	16	0	0	False	0.0	15	1.0	0.0	0.0	0.0	0.0
k141_31223207__full-cat_2	2	False	False	14	0	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
k141_31229189__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_31234499__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_31238439__full-cat_2	2	False	False	8	5	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_31238451__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_31238686__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_31239218__full-cat_2	2	False	False	8	3	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_31247346__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_31256295__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_3228843__full-cat_2	2	False	False	16	3	0	False	0.0	15	1.0	0.0	0.0	0.0	0.0
k141_32382846__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_32389533__full-cat_2	2	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_32389657__full-cat_1	1	False	False	33	3	0	False	0.0	31	1.0	0.0	1.0	0.0	0.0
k141_32391795__full-cat_2	2	False	False	12	7	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_32400256__full-cat_2	2	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_3240152__full-cat_1	1	False	False	9	2	0	False	0.0	7	1.0	1.0	0.0	0.0	0.0
k141_32404349__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_32408883__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_32419061__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_32419093__full-cat_2	2	False	False	3	0	0	False	0.0	1	1.0	0.0	1.0	0.0	0.0
k141_32419921__full-cat_2	2	False	False	9	2	1	False	0.2222222222222222	7	0.0	0.0	2.0	0.0	0.0
k141_32424552__full-cat_2	2	False	False	14	2	0	False	0.07142857142857142	9	2.0	0.0	3.0	0.0	0.0
k141_32427477__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_32430120__full-cat_2	2	False	False	5	2	0	False	0.0	3	1.0	1.0	0.0	0.0	0.0
k141_3243311__full-cat_2	2	False	False	10	6	1	False	0.2	8	0.0	0.0	2.0	0.0	0.0
k141_32443049__full-cat_2	2	False	False	9	3	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_32445980__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_32455043__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_32463874__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_32477369__full-cat_1	1	False	False	10	0	0	False	0.0	9	1.0	0.0	0.0	0.0	0.0
k141_3247887__full-cat_2	2	False	False	9	3	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_32483946__full-cat_2	2	False	False	8	0	0	False	0.125	5	2.0	0.0	1.0	0.0	0.0
k141_3248929__full-cat_2	2	False	False	22	5	0	False	0.0	19	1.0	0.0	2.0	0.0	0.0
k141_32491746__full-cat_1	1	False	False	31	6	0	False	0.03225806451612903	21	6.0	0.0	4.0	0.0	0.0
k141_32502455__full-cat_2	2	False	False	12	6	0	False	0.08333333333333333	10	0.0	0.0	2.0	0.0	0.0
k141_32506211__full-cat_2	2	False	False	4	0	0	False	0.25	2	0.0	0.0	2.0	0.0	0.0
k141_32510153__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_32512442__full-cat_1	1	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_32512581__full-cat_2	2	False	False	7	2	0	False	0.0	5	2.0	0.0	0.0	0.0	0.0
k141_32521645__full-cat_1	1	False	False	8	2	0	False	0.0	6	1.0	0.0	1.0	0.0	0.0
k141_32524500__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_3254095__full-cat_2	2	False	False	9	1	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
k141_32544014__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_32544022__full-cat_2	2	False	False	5	4	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_32545773__full-cat_2	2	False	False	6	2	1	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_32545848__full-cat_2	2	False	False	11	3	0	False	0.09090909090909091	10	0.0	0.0	1.0	0.0	0.0
k141_3256186__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_32566833__full-cat_1	1	False	False	32	1	0	False	0.0	27	3.0	1.0	1.0	0.0	0.0
k141_32572979__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_32573232__full-cat_2	2	False	False	6	1	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
k141_32574043__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_32585568__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_32588096__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_32592652__full-cat_2	2	False	False	8	0	0	False	0.0	7	0.0	0.0	1.0	0.0	0.0
k141_3260299__full-cat_1	1	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_3260695__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_32608058__full-cat_1	1	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_32617137__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_32645913__full-cat_2	2	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_32654908__full-cat_2	2	False	False	10	0	0	False	0.1	8	1.0	0.0	1.0	0.0	0.0
k141_3267125__full-cat_2	2	False	False	7	4	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_3271955__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_3272503__full-cat_2	2	False	False	6	2	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
k141_3274418__full-cat_2	2	False	False	5	0	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_3279258__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_3282294__full-cat_2	2	False	False	10	4	0	False	0.1	9	0.0	0.0	1.0	0.0	0.0
k141_3285753__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_3290421__full-cat_2	2	False	False	6	3	1	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_3293938__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_3324055__full-cat_2	2	False	False	4	0	1	False	0.0	2	2.0	0.0	0.0	0.0	0.0
k141_3339456__full-cat_1	1	False	False	43	2	0	False	0.0	41	1.0	1.0	0.0	0.0	0.0
