	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral genes with host benefits	Viral replication genes	Viral structure genes	Viral genes with viral benefits
c_000004192281__full-cat_2	2	False	False	21	5	0	False	0.0	20	0.0	0.0	1.0	0.0	0.0
c_000004192493__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000004195033__full-cat_2	2	False	False	3	0	0	False	0.0	2	0.0	0.0	0.0	0.0	1.0
c_000004198765__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000004201357__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000004203571__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	0.0	1.0	0.0	0.0	0.0
c_000004204019__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000004204376__full-cat_2	2	False	False	11	1	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000004208367__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004208444__full-cat_1	1	False	False	41	3	0	False	0.0	39	0.0	0.0	1.0	0.0	1.0
c_000004209036__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000004210072__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004210363__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	7	1.0	1.0	0.0	0.0	0.0
c_000004210692__full-cat_2	2	False	False	10	2	0	False	0.0	9	0.0	0.0	1.0	0.0	0.0
c_000004212229__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004219347__full-cat_2	2	False	False	9	1	3	True	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
c_000004224659__full-cat_1	1	False	False	7	3	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
c_000004225846__full-cat_1	1	False	False	2	1	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000004228347__full-cat_2	2	False	False	5	3	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000004229728__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004230025__full-cat_2	2	False	False	5	1	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000004232893__full-cat_2	2	False	False	5	0	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004234697__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004235492__full-cat_2	2	False	False	8	5	0	False	0.125	4	3.0	1.0	0.0	0.0	0.0
c_000004237557__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000004237915__full-cat_2	2	False	False	5	0	1	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004238180__full-cat_2	2	False	False	10	1	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000004241413__full-cat_2	2	False	False	5	2	2	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004241815__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	0.0	1.0	0.0	0.0	0.0
c_000004242253__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004243468__full-cat_2	2	False	False	5	0	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004245049__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000004247392__full-cat_2	2	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004250251__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004250605__full-cat_1	1	False	False	10	0	0	False	0.0	8	2.0	0.0	0.0	0.0	0.0
c_000004252033__full-cat_2	2	False	False	15	2	0	False	0.0	12	3.0	0.0	0.0	0.0	0.0
c_000004252836__full-cat_2	2	False	False	2	1	0	False	0.0	1	0.0	0.0	1.0	0.0	0.0
c_000004253312__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004255433__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000004256515__full-cat_1	1	False	False	7	0	0	False	0.0	4	0.0	0.0	2.0	1.0	0.0
c_000004257939__full-cat_2	2	False	False	5	2	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000004259746__full-cat_2	2	False	False	10	3	0	False	0.1	9	0.0	1.0	0.0	0.0	0.0
c_000004260014__full-cat_2	2	False	False	34	4	1	False	0.0	29	5.0	0.0	0.0	0.0	0.0
c_000004260216__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004260523__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004261835__full-cat_2	2	False	False	5	3	0	False	0.2	3	0.0	1.0	1.0	0.0	0.0
c_000004261886__full-cat_2	2	False	False	15	3	0	False	0.06666666666666667	14	0.0	1.0	0.0	0.0	0.0
c_000004263485__full-cat_1	1	False	False	6	2	0	False	0.16666666666666666	4	0.0	1.0	0.0	1.0	0.0
c_000004263660__full-cat_2	2	False	False	2	1	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000004266271__full-cat_2	2	False	False	16	7	0	False	0.0	16	0.0	0.0	0.0	0.0	0.0
c_000004268854__full-cat_1	1	False	False	8	1	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004271441__full-cat_1	1	False	False	16	4	0	False	0.0	15	0.0	0.0	0.0	1.0	0.0
c_000004271987__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004272020__full-cat_2	2	False	False	5	2	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004274401__full-cat_2	2	False	False	17	4	0	False	0.0	16	0.0	0.0	0.0	0.0	1.0
c_000004275880__full-cat_2	2	False	False	11	2	0	False	0.18181818181818182	7	2.0	2.0	0.0	0.0	0.0
c_000004278318__full-cat_1	1	False	False	10	0	0	False	0.0	8	0.0	0.0	0.0	2.0	0.0
c_000004278341__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000004279008__full-cat_2	2	False	False	5	1	0	False	0.2	3	0.0	1.0	1.0	0.0	0.0
c_000004281805__full-cat_2	2	False	False	4	1	0	False	0.5	2	0.0	2.0	0.0	0.0	0.0
c_000004282383__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004283924__full-cat_2	2	False	False	7	4	1	False	0.2857142857142857	5	0.0	2.0	0.0	0.0	0.0
c_000004284874__full-cat_1	1	False	False	37	17	0	False	0.02702702702702703	35	1.0	1.0	0.0	0.0	0.0
c_000004286489__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004287120__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004291625__full-cat_2	2	False	False	10	1	0	False	0.0	8	0.0	0.0	1.0	0.0	1.0
c_000004292607__full-cat_2	2	False	False	5	0	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004301113__full-cat_2	2	False	False	8	3	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
c_000004303579__full-cat_2	2	False	False	10	2	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000004307039__full-cat_1	1	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004308178__full-cat_2	2	False	False	8	3	1	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004308681__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004310670__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000004313127__full-cat_1	1	False	False	6	1	0	True	0.16666666666666666	3	1.0	1.0	1.0	0.0	0.0
c_000004321438__full-cat_2	2	False	False	8	2	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
c_000004326505__full-cat_2	2	False	False	9	5	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000004327745__full-cat_2	2	False	False	8	3	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
c_000004329736__full-cat_2	2	False	False	9	0	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
c_000004330261__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004331287__full-cat_2	2	False	False	6	2	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
c_000004331955__full-cat_1	1	False	False	10	3	1	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000004339325__full-cat_2	2	False	False	8	1	1	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004340277__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004340866__full-cat_2	2	False	False	14	4	0	False	0.0	13	1.0	0.0	0.0	0.0	0.0
c_000004341934__full-cat_2	2	False	False	8	0	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
c_000004343447__full-cat_1	1	False	False	8	2	0	False	0.0	6	1.0	0.0	1.0	0.0	0.0
c_000004343793__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004344044__full-cat_2	2	False	False	6	4	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
c_000004344310__full-cat_2	2	False	False	17	1	0	False	0.0	10	6.0	0.0	1.0	0.0	0.0
c_000004344373__full-cat_2	2	False	False	29	2	0	False	0.06896551724137931	19	6.0	2.0	2.0	0.0	0.0
c_000004345605__full-cat_2	2	False	False	9	3	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000004346055__full-cat_1	1	False	False	20	3	0	False	0.0	15	1.0	0.0	2.0	1.0	1.0
c_000004346159__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	10	0.0	1.0	0.0	0.0	0.0
c_000004346718__full-cat_2	2	False	False	9	1	3	False	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
c_000004346777__full-cat_2	2	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000004347830__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	0.0	0.0	1.0	0.0
c_000004348970__full-cat_2	2	False	False	12	3	0	False	0.08333333333333333	11	0.0	1.0	0.0	0.0	0.0
c_000004351355__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000004351524__full-cat_2	2	False	False	10	1	2	True	0.2	7	1.0	2.0	0.0	0.0	0.0
c_000004351637__full-cat_2	2	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000004352143__full-cat_2	2	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000004352936__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004353084__full-cat_2	2	False	False	3	0	0	False	0.0	2	0.0	0.0	1.0	0.0	0.0
c_000004357069__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000004357923__full-cat_2	2	False	False	4	2	0	False	0.25	2	0.0	1.0	0.0	1.0	0.0
c_000004360773__full-cat_2	2	False	False	8	4	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
c_000004360837__full-cat_2	2	False	False	6	0	1	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004365956__full-cat_2	2	False	False	5	2	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000004366943__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	6	1.0	1.0	3.0	0.0	0.0
c_000004368659__full-cat_2	2	False	False	8	3	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000004369196__full-cat_2	2	False	False	5	0	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004371880__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004374003__full-cat_2	2	False	False	4	0	0	False	0.0	1	2.0	0.0	1.0	0.0	0.0
c_000004375003__full-cat_1	1	False	False	10	1	3	False	0.2	8	0.0	2.0	0.0	0.0	0.0
c_000004381309__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004382608__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004382808__full-cat_2	2	False	False	4	1	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
c_000004391450__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004392791__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004393244__full-cat_2	2	False	False	9	0	0	False	0.0	5	3.0	0.0	0.0	1.0	0.0
c_000004394753__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004398825__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004399040__full-cat_2	2	False	False	4	0	0	True	0.0	2	0.0	0.0	2.0	0.0	0.0
c_000004399558__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	4	0.0	2.0	0.0	0.0	0.0
c_000004400511__full-cat_2	2	False	False	6	1	1	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004400910__full-cat_2	2	False	False	4	0	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
c_000004401293__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	4	2.0	1.0	0.0	0.0	0.0
c_000004401353__full-cat_1	1	False	False	10	0	0	False	0.0	8	2.0	0.0	0.0	0.0	0.0
c_000004401989__full-cat_2	2	False	False	6	3	2	False	0.16666666666666666	4	1.0	1.0	0.0	0.0	0.0
c_000004402438__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004404171__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004406829__full-cat_2	2	False	False	6	3	2	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004407274__full-cat_2	2	False	False	9	5	1	False	0.1111111111111111	6	2.0	1.0	0.0	0.0	0.0
c_000004408177__full-cat_2	2	False	False	8	1	1	False	0.375	5	0.0	3.0	0.0	0.0	0.0
c_000004411098__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004411234__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000004411731__full-cat_2	2	False	False	6	2	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
c_000004413179__full-cat_1	1	False	False	10	3	0	False	0.3	7	0.0	3.0	0.0	0.0	0.0
c_000004414308__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004414783__full-cat_1	1	False	False	10	3	0	False	0.0	8	1.0	0.0	1.0	0.0	0.0
c_000004414867__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004415879__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004419642__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000004422567__full-cat_1	1	False	False	6	1	0	False	0.0	4	2.0	0.0	0.0	0.0	0.0
c_000004422834__full-cat_2	2	False	False	5	1	1	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004422921__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004423141__full-cat_2	2	False	False	9	3	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000004423931__full-cat_2	2	False	False	6	0	0	False	0.0	3	2.0	0.0	1.0	0.0	0.0
c_000004424299__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000004424350__full-cat_2	2	False	False	16	9	0	False	0.0	15	1.0	0.0	0.0	0.0	0.0
c_000004424373__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004425129__full-cat_2	2	False	False	2	0	0	False	0.0	1	1.0	0.0	0.0	0.0	0.0
c_000004425202__full-cat_2	2	False	False	5	1	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000004428213__full-cat_1	1	False	False	14	2	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
c_000004432612__full-cat_1	1	False	False	10	1	2	False	0.1	8	1.0	1.0	0.0	0.0	0.0
c_000004433174__full-cat_2	2	False	False	9	4	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000004435708__full-cat_2	2	False	False	18	11	0	False	0.0	18	0.0	0.0	0.0	0.0	0.0
c_000004436205__full-cat_2	2	False	False	11	3	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000004437740__full-cat_1	1	False	False	37	0	1	False	0.0	30	3.0	0.0	1.0	3.0	0.0
c_000004440340__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004441866__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004443368__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004444822__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004445230__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
c_000004447276__full-cat_2	2	False	False	9	0	2	False	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
c_000004448519__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004450058__full-cat_2	2	False	False	4	2	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
c_000004450578__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004456323__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004456455__full-cat_2	2	False	False	10	2	1	False	0.3	7	0.0	3.0	0.0	0.0	0.0
c_000004457344__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000004458106__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
c_000004458592__full-cat_2	2	False	False	5	2	0	False	0.2	3	1.0	1.0	0.0	0.0	0.0
c_000004459988__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004460639__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004461043__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004463461__full-cat_1	1	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000004463471__full-cat_2	2	False	False	2	1	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000004468305__full-cat_2	2	False	False	4	2	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
c_000004470206__full-cat_2	2	False	False	8	1	0	False	0.125	6	0.0	1.0	1.0	0.0	0.0
c_000004470364__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004473519__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004473584__full-cat_2	2	False	False	8	2	2	False	0.375	5	0.0	3.0	0.0	0.0	0.0
c_000004475747__full-cat_2	2	False	False	6	3	0	False	0.0	5	0.0	0.0	0.0	1.0	0.0
c_000004477168__full-cat_2	2	False	False	8	4	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004478065__full-cat_2	2	False	False	3	1	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
c_000004478275__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000004478781__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004480658__full-cat_2	2	False	False	6	2	0	True	0.16666666666666666	4	0.0	1.0	1.0	0.0	0.0
c_000004485374__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004486013__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004490055__full-cat_2	2	False	False	8	3	0	False	0.125	6	1.0	1.0	0.0	0.0	0.0
c_000004492504__full-cat_1	1	False	False	19	2	0	False	0.0	13	5.0	0.0	1.0	0.0	0.0
c_000004493845__full-cat_2	2	False	False	12	1	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
c_000004493979__full-cat_1	1	False	False	9	3	0	False	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
c_000004494539__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
c_000004495770__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004498005__full-cat_1	1	False	False	30	9	1	True	0.03333333333333333	26	1.0	1.0	2.0	0.0	0.0
c_000004498330__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000004500846__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4	1.0	1.0	0.0	0.0	0.0
c_000004501665__full-cat_2	2	False	False	14	0	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
c_000004503827__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004504128__full-cat_1	1	False	False	9	1	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000004504960__full-cat_2	2	False	False	12	4	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
c_000004506743__full-cat_2	2	False	False	10	3	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000004509182__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000004513170__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004515076__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004520507__full-cat_2	2	False	False	8	2	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
c_000004522647__full-cat_2	2	False	False	7	5	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000004523538__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004523674__full-cat_2	2	False	False	19	7	0	False	0.05263157894736842	18	0.0	1.0	0.0	0.0	0.0
c_000004528482__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004529754__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000004536289__full-cat_2	2	False	False	3	0	0	False	0.0	2	0.0	0.0	1.0	0.0	0.0
c_000004538596__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004539869__full-cat_2	2	False	False	11	4	0	False	0.09090909090909091	10	0.0	1.0	0.0	0.0	0.0
c_000004541260__full-cat_2	2	False	False	6	3	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000004546053__full-cat_1	1	False	False	7	2	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000004551420__full-cat_2	2	False	False	9	3	0	False	0.0	7	0.0	0.0	2.0	0.0	0.0
c_000004551509__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
c_000004551628__full-cat_1	1	False	False	2	1	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000004551671__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000004551697__full-cat_2	2	False	False	6	3	1	False	0.0	3	3.0	0.0	0.0	0.0	0.0
c_000004552549__full-cat_2	2	False	False	10	6	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000004553440__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000004553505__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004560692__full-cat_2	2	False	False	7	3	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
c_000004563756__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000004567411__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	7	1.0	1.0	0.0	0.0	0.0
c_000004568490__full-cat_2	2	False	False	21	0	0	False	0.0	17	2.0	0.0	2.0	0.0	0.0
c_000004568961__full-cat_1	1	False	False	39	10	3	False	0.07692307692307693	30	3.0	3.0	1.0	0.0	2.0
c_000004570632__full-cat_1	1	False	False	9	4	2	True	0.1111111111111111	7	0.0	1.0	1.0	0.0	0.0
c_000004571721__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	4	0.0	1.0	1.0	0.0	0.0
c_000004573213__full-cat_1	1	False	False	18	4	2	False	0.0	17	0.0	0.0	1.0	0.0	0.0
c_000004577135__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004578820__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000004579866__full-cat_2	2	False	False	8	1	1	False	0.375	3	1.0	3.0	1.0	0.0	0.0
c_000004581625__full-cat_2	2	False	False	6	3	0	False	0.0	5	0.0	0.0	0.0	0.0	1.0
c_000004584736__full-cat_2	2	False	False	14	4	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
c_000004584756__full-cat_2	2	False	False	6	3	0	False	0.0	4	2.0	0.0	0.0	0.0	0.0
c_000004586694__full-cat_1	1	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004588370__full-cat_2	2	False	False	10	2	0	False	0.0	9	1.0	0.0	0.0	0.0	0.0
c_000004589064__full-cat_2	2	False	False	8	5	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004590140__full-cat_2	2	False	False	9	5	0	False	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
c_000004590449__full-cat_1	1	False	False	11	0	0	False	0.0	7	0.0	0.0	1.0	3.0	0.0
c_000004590999__full-cat_2	2	False	False	13	7	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
c_000004591003__full-cat_1	1	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004594621__full-cat_2	2	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000004597550__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004597704__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004599558__full-cat_2	2	False	False	8	1	0	False	0.0	6	2.0	0.0	0.0	0.0	0.0
c_000004601141__full-cat_1	1	False	False	86	2	2	False	0.011627906976744186	52	25.0	1.0	6.0	2.0	0.0
