	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral genes with host benefits	Viral genes with viral benefits	Viral structure genes	Viral replication genes
k141_26387506__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_26393075__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_26393290__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_26396044__full-cat_1	1	False	False	44	2	1	False	0.045454545454545456	40.0	2.0	2.0	0.0	0.0	0.0
k141_26407708__full-cat_2	2	False	False	5	4	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_26413981__full-cat_2	2	False	False	6	1	0	False	0.0	4.0	1.0	1.0	0.0	0.0	0.0
k141_26419127__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
k141_26421349__full-cat_2	2	False	False	9	5	0	False	0.1111111111111111	7.0	0.0	2.0	0.0	0.0	0.0
k141_26438685__full-cat_1	1	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_26440908__full-cat_2	2	False	False	11	1	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
k141_26448095__full-cat_2	2	False	False	10	2	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_26452021__full-cat_2	2	False	False	16	2	0	False	0.0	16.0	0.0	0.0	0.0	0.0	0.0
k141_26453601__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_26460550__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	1.0
k141_26464039__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_26465975__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_26469803__full-cat_2	2	False	False	8	1	0	False	0.5	4.0	0.0	4.0	0.0	0.0	0.0
k141_26473345__full-cat_1	1	False	False	6	0	0	False	0.0	5.0	0.0	0.0	0.0	1.0	0.0
k141_26473604__full-cat_2	2	False	False	8	2	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_26473933__full-cat_2	2	False	False	9	1	0	False	0.2222222222222222	7.0	0.0	2.0	0.0	0.0	0.0
k141_26478204__full-cat_2	2	False	False	25	0	1	False	0.0	22.0	2.0	1.0	0.0	0.0	0.0
k141_26480808__full-cat_2	2	False	False	13	2	0	False	0.0	12.0	1.0	0.0	0.0	0.0	0.0
k141_26481400__full-cat_2	2	False	False	8	1	0	False	0.125	7.0	0.0	1.0	0.0	0.0	0.0
k141_26488191__full-cat_1	1	False	False	6	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_26492558__full-cat_2	2	False	False	27	3	0	False	0.0	24.0	2.0	1.0	0.0	0.0	0.0
k141_26500834__full-cat_1	1	False	False	9	4	1	False	0.1111111111111111	8.0	0.0	1.0	0.0	0.0	0.0
k141_26501905__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_26508458__full-cat_1	1	False	False	9	0	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_26513135__full-cat_2	2	False	False	11	1	0	False	0.09090909090909091	10.0	0.0	1.0	0.0	0.0	0.0
k141_26515879__full-cat_2	2	False	False	11	3	1	False	0.18181818181818182	7.0	1.0	2.0	1.0	0.0	0.0
k141_26518266__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_26534516__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	0.0	0.0	1.0	0.0	0.0
k141_26541327__full-cat_2	2	False	False	10	0	0	False	0.0	9.0	0.0	1.0	0.0	0.0	0.0
k141_26542964__full-cat_2	2	False	False	10	5	0	True	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_26548864__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	0.0	0.0	0.0	0.0	1.0
k141_26550723__full-cat_2	2	False	False	8	5	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_26556456__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	7.0	0.0	2.0	0.0	0.0	0.0
k141_26556547__full-cat_2	2	False	False	5	4	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_26557907__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_26558650__full-cat_1	1	False	False	12	1	0	False	0.0	11.0	1.0	0.0	0.0	0.0	0.0
k141_26567842__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_26569050__full-cat_2	2	False	False	7	0	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_26570870__full-cat_2	2	False	False	11	0	0	False	0.18181818181818182	9.0	0.0	2.0	0.0	0.0	0.0
k141_26845052__full-cat_1	1	False	False	101	6	2	False	0.0297029702970297	90.0	5.0	4.0	0.0	1.0	1.0
k141_26858395__0_partial-cat_1	1	False	False	16	0	0	False	0.0	16.0	0.0	0.0	0.0	0.0	0.0
k141_2705637__0_partial-cat_2	2	False	False	21	0	0	False	0.0	18.0	1.0	1.0	0.0	1.0	0.0
k141_27629780__full-cat_1	1	False	False	35	5	0	False	0.0	31.0	2.0	2.0	0.0	0.0	0.0
k141_27777842__full-cat_2	2	False	False	8	0	0	False	0.0	5.0	2.0	1.0	0.0	0.0	0.0
k141_27788214__full-cat_1	1	False	False	13	2	0	False	0.0	11.0	2.0	0.0	0.0	0.0	0.0
k141_27794062__full-cat_2	2	False	False	6	0	0	False	0.5	3.0	0.0	3.0	0.0	0.0	0.0
k141_27809021__full-cat_2	2	False	False	11	5	0	False	0.0	10.0	1.0	0.0	0.0	0.0	0.0
k141_27809309__full-cat_2	2	False	False	6	1	0	False	0.3333333333333333	4.0	0.0	2.0	0.0	0.0	0.0
k141_27811703__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_27812580__full-cat_2	2	False	False	6	1	0	False	0.5	3.0	0.0	3.0	0.0	0.0	0.0
k141_27814897__full-cat_1	1	False	False	22	5	4	False	0.045454545454545456	20.0	1.0	1.0	0.0	0.0	0.0
k141_27820355__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_27821877__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2.0	0.0	1.0	0.0	0.0	0.0
k141_27835252__full-cat_2	2	False	False	11	3	1	False	0.36363636363636365	7.0	0.0	4.0	0.0	0.0	0.0
k141_27843412__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_27850718__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_27865299__full-cat_2	2	False	False	23	0	0	False	0.0	22.0	1.0	0.0	0.0	0.0	0.0
k141_27875824__full-cat_2	2	False	False	15	0	0	False	0.0	14.0	0.0	1.0	0.0	0.0	0.0
k141_27875954__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_27878028__full-cat_2	2	False	False	3	2	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_27893480__full-cat_2	2	False	False	14	1	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_27893540__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_27897473__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_27901802__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_27904336__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_27905163__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_27908042__full-cat_1	1	False	False	8	2	0	False	0.125	6.0	0.0	2.0	0.0	0.0	0.0
k141_27908668__full-cat_2	2	False	False	9	1	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_27914999__full-cat_2	2	False	False	7	4	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2792263__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_2792722__full-cat_2	2	False	False	11	4	0	True	0.18181818181818182	8.0	0.0	3.0	0.0	0.0	0.0
k141_27927786__full-cat_1	1	False	False	18	6	2	False	0.0	16.0	1.0	1.0	0.0	0.0	0.0
k141_27929937__full-cat_2	2	False	False	8	2	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_27937879__full-cat_1	1	False	False	11	1	0	False	0.0	10.0	1.0	0.0	0.0	0.0	0.0
k141_27939975__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_27941500__full-cat_2	2	False	False	17	3	0	False	0.0	15.0	2.0	0.0	0.0	0.0	0.0
k141_27946258__full-cat_2	2	False	False	10	2	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_27949253__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_27951288__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_27955369__full-cat_2	2	False	False	9	2	0	True	0.3333333333333333	3.0	3.0	3.0	0.0	0.0	0.0
k141_27958330__full-cat_2	2	False	False	17	2	0	False	0.0	17.0	0.0	0.0	0.0	0.0	0.0
k141_27960645__full-cat_2	2	False	False	10	0	0	False	0.0	7.0	1.0	2.0	0.0	0.0	0.0
k141_27964328__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_2804611__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2811894__full-cat_2	2	False	False	20	3	0	False	0.05	18.0	1.0	1.0	0.0	0.0	0.0
k141_2813864__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_2818236__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2819176__full-cat_2	2	False	False	5	0	1	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_28276415__full_1-cat_2	2	False	False	4	0	0	False	0.25	2.0	0.0	2.0	0.0	0.0	0.0
k141_283838__full_1-cat_1	1	False	False	12	0	0	False	0.0	9.0	1.0	0.0	0.0	2.0	0.0
k141_2838967__full-cat_2	2	False	False	7	2	0	True	0.0	5.0	0.0	0.0	0.0	0.0	2.0
k141_2841685__0_partial-cat_1	1	False	False	33	0	0	False	0.030303030303030304	27.0	1.0	3.0	0.0	2.0	0.0
k141_28441827__full_1-cat_1	1	False	False	5	2	0	True	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_2857906__full-cat_2	2	False	False	10	4	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_2858258__full-cat_2	2	False	False	9	1	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_2873990__full-cat_2	2	False	False	11	0	0	False	0.0	8.0	2.0	0.0	0.0	0.0	1.0
k141_2874260__full-cat_1	1	False	False	9	2	0	False	0.0	8.0	0.0	0.0	0.0	1.0	0.0
k141_2876066__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_28780722__full-cat_1	1	False	False	62	4	0	False	0.0	52.0	7.0	1.0	0.0	2.0	0.0
k141_2880345__full-cat_1	1	False	False	40	3	0	False	0.0	39.0	1.0	0.0	0.0	0.0	0.0
k141_2887897__full-cat_1	1	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_2895443__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_2895618__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2898327__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_2906124__full-cat_2	2	False	False	10	0	0	False	0.0	4.0	5.0	1.0	0.0	0.0	0.0
k141_2907035__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2915307__full-cat_1	1	False	False	20	0	1	False	0.05	10.0	7.0	2.0	0.0	1.0	0.0
k141_29168713__full-cat_2	2	False	False	6	3	0	False	0.3333333333333333	4.0	0.0	2.0	0.0	0.0	0.0
k141_29177380__full-cat_2	2	False	False	6	4	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2918129__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_29184592__full-cat_1	1	False	False	8	4	0	False	0.0	6.0	0.0	2.0	0.0	0.0	0.0
k141_29187029__full-cat_1	1	False	False	10	0	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_29190686__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_29191434__full-cat_1	1	False	False	4	0	0	False	0.0	1.0	2.0	0.0	0.0	1.0	0.0
k141_2920009__full-cat_2	2	False	False	16	0	0	False	0.0	15.0	1.0	0.0	0.0	0.0	0.0
k141_2920235__full-cat_1	1	False	False	25	1	0	False	0.0	17.0	6.0	0.0	0.0	1.0	1.0
k141_29204537__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_29236090__full-cat_2	2	False	False	8	2	0	False	0.25	4.0	1.0	3.0	0.0	0.0	0.0
k141_29236798__full-cat_1	1	False	False	6	0	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_2924440__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_29250784__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_29251787__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	0.0	0.0	1.0	0.0
k141_29254736__full-cat_1	1	False	False	221	20	2	False	0.01809954751131222	201.0	10.0	9.0	0.0	1.0	0.0
k141_29260016__full-cat_2	2	False	False	12	0	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_29260452__full-cat_2	2	False	False	14	3	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_29266246__full-cat_2	2	False	False	8	3	0	False	0.25	6.0	0.0	2.0	0.0	0.0	0.0
k141_29267996__full-cat_2	2	False	False	11	0	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_29285639__full-cat_2	2	False	False	7	2	0	False	0.2857142857142857	5.0	0.0	2.0	0.0	0.0	0.0
k141_29286062__full-cat_2	2	False	False	8	0	0	False	0.125	6.0	1.0	1.0	0.0	0.0	0.0
k141_29305375__full-cat_1	1	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_29309796__full-cat_2	2	False	False	4	2	0	False	0.25	2.0	0.0	2.0	0.0	0.0	0.0
k141_2931016__full-cat_2	2	False	False	7	0	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_29312977__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_29314441__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2932344__full-cat_1	1	False	False	9	0	0	False	0.0	5.0	1.0	1.0	0.0	2.0	0.0
k141_29328341__full-cat_2	2	False	False	16	1	0	False	0.0625	12.0	3.0	1.0	0.0	0.0	0.0
k141_29329617__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	4.0	2.0	1.0	0.0	0.0	0.0
k141_29339343__full-cat_2	2	False	False	3	0	0	False	0.6666666666666666	1.0	0.0	2.0	0.0	0.0	0.0
k141_29340913__full-cat_2	2	False	False	9	3	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_29343692__full-cat_2	2	False	False	9	2	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_29351178__full-cat_1	1	False	False	17	5	1	False	0.0	15.0	1.0	1.0	0.0	0.0	0.0
k141_2935125__full-cat_2	2	False	False	9	5	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_2936854__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_2940523__full-cat_1	1	False	False	10	0	0	False	0.0	6.0	3.0	0.0	0.0	1.0	0.0
k141_29454543__full_1-cat_1	1	False	False	11	0	0	False	0.0	8.0	1.0	0.0	0.0	2.0	0.0
k141_2946084__full-cat_2	2	False	False	8	5	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_2946709__full-cat_2	2	False	False	12	4	0	False	0.08333333333333333	10.0	0.0	1.0	1.0	0.0	0.0
k141_2948462__full_1-cat_1	1	False	False	7	0	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_2953310__full-cat_2	2	False	False	15	1	0	False	0.26666666666666666	10.0	1.0	4.0	0.0	0.0	0.0
k141_2959826__0_partial-cat_1	1	False	False	15	2	0	False	0.0	15.0	0.0	0.0	0.0	0.0	0.0
k141_2960294__full-cat_2	2	False	False	10	1	0	False	0.1	9.0	0.0	1.0	0.0	0.0	0.0
k141_2960850__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2961552__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_2963887__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	4.0	0.0	2.0	0.0	0.0	0.0
k141_29638967__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_30259330__0_partial-cat_1	1	False	False	14	2	0	False	0.0	13.0	0.0	1.0	0.0	0.0	0.0
k141_30560781__full-cat_1	1	False	False	13	0	1	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_30585879__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_30590550__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
k141_30591457__full-cat_1	1	False	False	63	4	1	False	0.0	41.0	18.0	3.0	0.0	1.0	0.0
k141_30600463__full-cat_2	2	False	False	9	5	0	False	0.1111111111111111	7.0	0.0	2.0	0.0	0.0	0.0
k141_30601582__full-cat_1	1	False	False	11	1	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_30606204__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	4.0	0.0	2.0	0.0	0.0	0.0
k141_30607895__full-cat_2	2	False	False	9	3	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_30608688__full-cat_2	2	False	False	16	0	0	False	0.125	14.0	0.0	2.0	0.0	0.0	0.0
k141_30624253__full-cat_2	2	False	False	8	0	0	False	0.375	5.0	0.0	3.0	0.0	0.0	0.0
k141_30626370__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	0.0	1.0	0.0	0.0	0.0
k141_30630977__full-cat_2	2	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_30633207__full-cat_1	1	False	False	12	1	0	False	0.0	10.0	2.0	0.0	0.0	0.0	0.0
k141_30637193__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_30638198__full-cat_2	2	False	False	11	0	1	False	0.0	9.0	1.0	1.0	0.0	0.0	0.0
k141_30639118__full-cat_2	2	False	False	13	1	2	False	0.0	12.0	1.0	0.0	0.0	0.0	0.0
k141_30652000__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_30652422__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_30656391__full-cat_1	1	False	False	3	2	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_30660971__full-cat_1	1	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_30662937__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	5.0	0.0	2.0	0.0	0.0	0.0
k141_30663221__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_30677979__full-cat_2	2	False	False	5	2	0	True	0.0	1.0	0.0	4.0	0.0	0.0	0.0
k141_30678952__full-cat_2	2	False	False	6	0	0	False	0.3333333333333333	4.0	0.0	2.0	0.0	0.0	0.0
k141_30681025__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_30681520__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_30685862__full-cat_2	2	False	False	8	3	0	False	0.25	6.0	0.0	2.0	0.0	0.0	0.0
k141_30691488__full-cat_2	2	False	False	5	0	0	False	0.2	3.0	0.0	2.0	0.0	0.0	0.0
k141_30700686__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_30711118__full-cat_2	2	False	False	15	0	0	False	0.0	14.0	1.0	0.0	0.0	0.0	0.0
k141_30718202__full-cat_1	1	False	False	31	1	2	False	0.0	29.0	2.0	0.0	0.0	0.0	0.0
k141_30718802__full-cat_2	2	False	False	7	4	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_30724109__full-cat_2	2	False	False	10	5	0	False	0.1	9.0	0.0	1.0	0.0	0.0	0.0
k141_30725347__full-cat_2	2	False	False	12	0	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_30727553__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_30731764__full-cat_1	1	False	False	106	0	1	False	0.018867924528301886	91.0	10.0	5.0	0.0	0.0	0.0
k141_30733891__full-cat_2	2	False	False	8	2	0	False	0.125	6.0	0.0	2.0	0.0	0.0	0.0
k141_30740263__full-cat_1	1	False	False	9	0	1	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_30742297__full-cat_2	2	False	False	17	1	0	False	0.0	17.0	0.0	0.0	0.0	0.0	0.0
k141_31248__full-cat_2	2	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_31950361__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_31954979__full_1-cat_1	1	False	False	7	3	0	False	0.0	5.0	1.0	0.0	1.0	0.0	0.0
k141_31962549__full-cat_2	2	False	False	3	2	0	False	0.3333333333333333	2.0	0.0	1.0	0.0	0.0	0.0
k141_31969455__full-cat_2	2	False	False	9	4	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_31970341__full-cat_2	2	False	False	12	7	1	False	0.16666666666666666	10.0	0.0	2.0	0.0	0.0	0.0
k141_31976550__full-cat_1	1	False	False	11	2	0	False	0.18181818181818182	8.0	0.0	3.0	0.0	0.0	0.0
k141_31978197__full-cat_2	2	False	False	12	0	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_31978556__full-cat_2	2	False	False	11	0	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_31981924__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_31988422__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_31990688__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
k141_31991606__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_31992297__full-cat_2	2	False	False	9	2	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_31995805__full-cat_1	1	False	False	18	0	0	False	0.0	18.0	0.0	0.0	0.0	0.0	0.0
k141_31996842__full-cat_2	2	False	False	9	5	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_32002468__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_32007011__full-cat_1	1	False	False	6	0	1	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_32015082__full-cat_2	2	False	False	8	4	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_32018065__full-cat_2	2	False	False	8	3	0	False	0.125	7.0	0.0	1.0	0.0	0.0	0.0
k141_32020242__full-cat_2	2	False	False	5	2	0	True	0.0	3.0	0.0	0.0	0.0	0.0	2.0
k141_32020451__full-cat_2	2	False	False	4	0	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_32025106__full-cat_1	1	False	False	68	2	0	False	0.0	62.0	3.0	3.0	0.0	0.0	0.0
k141_32031033__full-cat_1	1	False	False	11	0	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_32045803__full-cat_2	2	False	False	3	1	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_32046467__full-cat_2	2	False	False	14	5	0	False	0.07142857142857142	13.0	0.0	1.0	0.0	0.0	0.0
k141_32047329__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_32048796__full-cat_1	1	False	False	11	0	0	False	0.0	7.0	1.0	1.0	0.0	2.0	0.0
k141_32055762__full-cat_2	2	False	False	17	1	0	False	0.0	15.0	2.0	0.0	0.0	0.0	0.0
k141_32060376__full-cat_1	1	False	False	5	1	1	False	0.2	3.0	1.0	1.0	0.0	0.0	0.0
k141_32076200__full-cat_2	2	False	False	10	1	0	False	0.1	7.0	1.0	1.0	1.0	0.0	0.0
k141_32082071__full-cat_2	2	False	False	8	0	0	False	0.0	6.0	0.0	1.0	0.0	0.0	1.0
k141_32089487__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_32095452__full-cat_2	2	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_32100396__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_32100697__full-cat_1	1	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_32102695__full-cat_2	2	False	False	22	0	0	False	0.0	18.0	3.0	1.0	0.0	0.0	0.0
k141_32105673__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_32115415__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_32119367__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_32121468__full-cat_2	2	False	False	8	3	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_32126115__full-cat_2	2	False	False	9	2	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_32127033__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_32129366__full-cat_2	2	False	False	4	0	0	False	0.5	2.0	0.0	2.0	0.0	0.0	0.0
