	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with host benefits	Viral genes with unknown function	Viral replication genes	Viral genes with viral benefits	Viral structure genes
k141_24551993__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_24558281__full-cat_2	2	False	False	12	0	0	False	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_24568726__full-cat_2	2	False	False	13	3	0	False	0.0	12.0	0.0	1.0	0.0	0.0	0.0
k141_24571738__full-cat_1	1	False	False	15	0	0	False	0.0	13.0	2.0	0.0	0.0	0.0	0.0
k141_24604613__full-cat_2	2	False	False	19	1	0	False	0.0	18.0	0.0	1.0	0.0	0.0	0.0
k141_24609396__full-cat_1	1	False	False	12	1	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_24620547__full-cat_1	1	False	False	8	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	1.0
k141_24630303__full-cat_1	1	False	False	7	3	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_24642336__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_24668565__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_24679730__full-cat_2	2	False	False	16	1	0	False	0.0	15.0	0.0	1.0	0.0	0.0	0.0
k141_24726187__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_24733050__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_24734225__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_24743588__full-cat_1	1	False	False	36	1	0	False	0.08333333333333333	20.0	5.0	10.0	0.0	0.0	1.0
k141_24748284__full-cat_1	1	False	False	59	4	0	False	0.0	50.0	3.0	5.0	0.0	0.0	1.0
k141_24749204__full-cat_1	1	False	False	6	1	0	False	0.0	4.0	2.0	0.0	0.0	0.0	0.0
k141_24772037__full-cat_1	1	False	False	8	0	0	False	0.0	5.0	2.0	1.0	0.0	0.0	0.0
k141_24780559__full-cat_2	2	False	False	4	2	0	False	0.5	2.0	2.0	0.0	0.0	0.0	0.0
k141_250096__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_251226__full-cat_2	2	False	False	10	3	0	False	0.0	9.0	0.0	0.0	1.0	0.0	0.0
k141_25875799__full-cat_1	1	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_25881033__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_25892760__full-cat_2	2	False	False	7	0	2	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_25897207__full-cat_2	2	False	False	12	0	0	False	0.08333333333333333	11.0	1.0	0.0	0.0	0.0	0.0
k141_25904548__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_25908975__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_25910583__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_25921837__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_25925102__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_25927623__full-cat_1	1	False	False	10	0	0	False	0.0	8.0	0.0	1.0	0.0	0.0	1.0
k141_25929446__full-cat_2	2	False	False	16	0	0	False	0.0625	15.0	1.0	0.0	0.0	0.0	0.0
k141_25939568__full-cat_1	1	False	False	4	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	2.0
k141_25959594__full-cat_2	2	False	False	16	0	0	False	0.0	15.0	1.0	0.0	0.0	0.0	0.0
k141_25993176__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_25995909__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_26078647__full-cat_1	1	False	False	13	2	0	False	0.0	11.0	0.0	1.0	1.0	0.0	0.0
k141_26093839__full-cat_2	2	False	False	9	2	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_26113530__full-cat_2	2	False	False	8	0	0	False	0.0	3.0	0.0	5.0	0.0	0.0	0.0
k141_26151183__full-cat_2	2	False	False	16	6	0	False	0.0	15.0	0.0	1.0	0.0	0.0	0.0
k141_26156174__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_26164366__full-cat_2	2	False	False	19	0	0	False	0.0	15.0	0.0	4.0	0.0	0.0	0.0
k141_26168388__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_26179534__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	0.0	0.0	1.0	0.0
k141_26206568__full-cat_2	2	False	False	9	4	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_26208418__full-cat_1	1	False	False	25	2	1	False	0.0	23.0	0.0	2.0	0.0	0.0	0.0
k141_26217078__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_26219069__full-cat_2	2	False	False	8	3	0	False	0.0	7.0	0.0	0.0	0.0	1.0	0.0
k141_262608__full-cat_1	1	False	False	8	0	0	False	0.0	2.0	3.0	2.0	0.0	0.0	1.0
k141_26268038__full-cat_1	1	False	False	9	0	0	False	0.0	6.0	1.0	0.0	1.0	0.0	1.0
k141_26282722__full-cat_1	1	False	False	4	0	0	False	0.0	2.0	0.0	1.0	0.0	0.0	1.0
k141_26477__full-cat_1	1	False	False	16	0	0	False	0.0	15.0	0.0	1.0	0.0	0.0	0.0
k141_27404950__full-cat_1	1	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_27433551__full-cat_1	1	False	False	29	0	0	False	0.0	18.0	3.0	3.0	2.0	0.0	3.0
k141_27447781__full-cat_2	2	False	False	7	3	2	False	0.2857142857142857	4.0	3.0	0.0	0.0	0.0	0.0
k141_27462246__full-cat_2	2	False	False	4	1	0	False	0.5	2.0	2.0	0.0	0.0	0.0	0.0
k141_27470353__full-cat_2	2	False	False	13	2	0	False	0.0	12.0	0.0	1.0	0.0	0.0	0.0
k141_27473142__full-cat_1	1	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_27484068__full-cat_1	1	False	False	9	2	0	False	0.0	6.0	1.0	2.0	0.0	0.0	0.0
k141_27493242__full-cat_1	1	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_27494568__full-cat_1	1	False	False	7	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	1.0
k141_27500710__full-cat_2	2	False	False	5	0	0	False	0.6	2.0	3.0	0.0	0.0	0.0	0.0
k141_275260__full-cat_2	2	False	False	16	1	0	False	0.0	13.0	0.0	3.0	0.0	0.0	0.0
k141_27547274__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	8.0	1.0	0.0	0.0	0.0	0.0
k141_27547990__full-cat_2	2	False	False	7	0	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_27563103__full-cat_1	1	False	False	12	0	0	False	0.0	6.0	2.0	3.0	0.0	1.0	0.0
k141_27563373__full-cat_2	2	False	False	40	5	0	False	0.0	40.0	0.0	0.0	0.0	0.0	0.0
k141_27565158__full-cat_1	1	False	False	67	6	1	False	0.04477611940298507	46.0	10.0	9.0	0.0	0.0	2.0
k141_27566628__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_27568896__full-cat_2	2	False	False	4	3	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_27570070__full-cat_1	1	False	False	6	2	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_27591640__full-cat_2	2	False	False	10	0	2	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_27591776__full-cat_2	2	False	False	9	0	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_27596671__full-cat_1	1	False	False	17	0	0	False	0.0	16.0	0.0	1.0	0.0	0.0	0.0
k141_27612231__full-cat_1	1	False	False	6	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	1.0
k141_2763427__full_1-cat_1	1	False	False	4	0	0	False	0.0	2.0	1.0	1.0	0.0	0.0	0.0
k141_27635518__full-cat_2	2	False	False	16	0	0	False	0.0	13.0	0.0	2.0	0.0	1.0	0.0
k141_27641455__full-cat_2	2	False	False	13	3	2	False	0.07692307692307693	12.0	1.0	0.0	0.0	0.0	0.0
k141_27654318__full-cat_2	2	False	False	12	5	1	False	0.08333333333333333	10.0	1.0	1.0	0.0	0.0	0.0
k141_27661085__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_27664872__full-cat_2	2	False	False	10	0	1	False	0.3	7.0	3.0	0.0	0.0	0.0	0.0
k141_27665370__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_27667878__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_27691801__full-cat_1	1	False	False	39	4	0	False	0.02564102564102564	28.0	3.0	6.0	0.0	0.0	2.0
k141_27694046__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_27708502__full-cat_1	1	False	False	34	3	0	False	0.058823529411764705	28.0	2.0	4.0	0.0	0.0	0.0
k141_27719303__full-cat_1	1	False	False	76	10	0	False	0.013157894736842105	55.0	6.0	13.0	2.0	0.0	0.0
k141_27723255__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_27750454__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_27751209__full-cat_2	2	False	False	32	1	0	False	0.0	29.0	0.0	1.0	2.0	0.0	0.0
k141_27762259__full-cat_2	2	False	False	6	0	1	False	0.3333333333333333	3.0	2.0	1.0	0.0	0.0	0.0
k141_27778274__full-cat_1	1	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_27787865__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_27798512__full-cat_2	2	False	False	7	0	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_27800705__full-cat_1	1	False	False	71	2	0	False	0.0	63.0	4.0	3.0	1.0	0.0	0.0
k141_27801241__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_27807738__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	3.0	3.0	1.0	0.0	0.0	0.0
k141_27816356__full-cat_2	2	False	False	5	0	0	False	0.2	3.0	1.0	0.0	1.0	0.0	0.0
k141_27820463__full-cat_2	2	False	False	9	4	1	False	0.2222222222222222	7.0	2.0	0.0	0.0	0.0	0.0
k141_27831681__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_27836045__full-cat_1	1	False	False	11	0	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
k141_27859195__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	1.0	1.0	0.0	0.0	0.0
k141_27990274__full-cat_1	1	False	False	73	4	1	False	0.0	61.0	3.0	6.0	1.0	0.0	2.0
k141_28327269__full_1-cat_1	1	False	False	6	0	0	False	0.0	4.0	0.0	2.0	0.0	0.0	0.0
k141_28919149__full-cat_2	2	False	False	24	0	0	False	0.0	22.0	0.0	1.0	1.0	0.0	0.0
k141_28925255__full-cat_1	1	False	False	10	0	0	False	0.0	7.0	0.0	2.0	0.0	0.0	1.0
k141_28931229__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_28985787__full-cat_2	2	False	False	14	0	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_28994163__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_28995059__full-cat_2	2	False	False	19	1	0	False	0.0	18.0	0.0	1.0	0.0	0.0	0.0
k141_29031125__full-cat_2	2	False	False	12	0	0	False	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_29034754__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_29036253__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_29045710__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_29050277__full-cat_1	1	False	False	74	4	1	False	0.0	62.0	4.0	8.0	0.0	0.0	0.0
k141_29064123__full-cat_1	1	False	False	8	0	0	False	0.0	5.0	2.0	1.0	0.0	0.0	0.0
k141_29071766__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_29078192__full-cat_1	1	False	False	8	4	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
k141_29080708__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_29084553__full-cat_2	2	False	False	8	2	0	False	0.0	6.0	2.0	0.0	0.0	0.0	0.0
k141_29087159__full-cat_2	2	False	False	6	4	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_29098441__full-cat_2	2	False	False	11	0	0	False	0.0	9.0	0.0	2.0	0.0	0.0	0.0
k141_29118344__full-cat_1	1	False	False	22	0	0	False	0.0	20.0	0.0	0.0	0.0	0.0	2.0
k141_29121933__full-cat_1	1	False	False	12	2	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_29144088__full-cat_2	2	False	False	24	0	1	False	0.0	20.0	3.0	1.0	0.0	0.0	0.0
k141_29144337__full-cat_2	2	False	False	5	2	0	False	0.6	2.0	3.0	0.0	0.0	0.0	0.0
k141_29150678__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_29169561__full-cat_2	2	False	False	20	4	1	False	0.0	16.0	0.0	4.0	0.0	0.0	0.0
k141_29185735__full-cat_1	1	False	False	6	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_29197463__full-cat_1	1	False	False	12	0	0	False	0.0	10.0	0.0	2.0	0.0	0.0	0.0
k141_29211342__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_29217684__full-cat_1	1	False	False	65	2	0	False	0.03076923076923077	56.0	3.0	5.0	0.0	0.0	1.0
k141_29233717__full-cat_1	1	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_29244065__full-cat_2	2	False	False	14	2	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_29249403__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_29254663__full-cat_2	2	False	False	5	0	1	False	0.2	2.0	2.0	1.0	0.0	0.0	0.0
k141_29262625__full-cat_2	2	False	False	7	6	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_29271797__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_29284122__full-cat_1	1	False	False	31	0	1	False	0.03225806451612903	25.0	3.0	3.0	0.0	0.0	0.0
k141_29308482__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_29337141__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_3043686__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_30455151__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_30455411__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_30457936__full-cat_2	2	False	False	13	0	2	False	0.07692307692307693	12.0	1.0	0.0	0.0	0.0	0.0
k141_30465177__full-cat_2	2	False	False	2	1	0	False	0.5	1.0	1.0	0.0	0.0	0.0	0.0
k141_30480666__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_30494121__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_30496617__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_30497724__full-cat_2	2	False	False	11	1	0	False	0.09090909090909091	10.0	1.0	0.0	0.0	0.0	0.0
k141_30524574__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_30536477__full-cat_1	1	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_30541120__full-cat_1	1	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_30557610__full-cat_1	1	False	False	9	0	0	False	0.0	7.0	0.0	1.0	0.0	0.0	1.0
k141_30562302__full-cat_2	2	False	False	9	5	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_30569373__full-cat_1	1	False	False	20	1	0	False	0.0	20.0	0.0	0.0	0.0	0.0	0.0
k141_30579860__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_30583925__full-cat_2	2	False	False	5	3	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_305857__full-cat_1	1	False	False	7	0	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_3060652__full-cat_2	2	False	False	9	0	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_30609005__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_30615127__full-cat_2	2	False	False	7	0	0	False	0.0	5.0	2.0	0.0	0.0	0.0	0.0
k141_3061687__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_30641206__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_30643133__full-cat_1	1	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_30665057__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_30665715__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_30686096__full-cat_2	2	False	False	8	1	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_3069781__full-cat_2	2	False	False	20	9	3	False	0.05	19.0	1.0	0.0	0.0	0.0	0.0
k141_30705675__full-cat_2	2	False	False	7	0	0	False	0.0	3.0	1.0	2.0	1.0	0.0	0.0
k141_30723381__full-cat_2	2	False	False	15	2	0	False	0.0	15.0	0.0	0.0	0.0	0.0	0.0
k141_30730001__full-cat_2	2	False	False	14	0	0	False	0.0	10.0	0.0	4.0	0.0	0.0	0.0
k141_30730888__full-cat_2	2	False	False	6	0	0	True	0.0	3.0	3.0	0.0	0.0	0.0	0.0
k141_30736531__full-cat_2	2	False	False	14	0	0	False	0.0	12.0	1.0	1.0	0.0	0.0	0.0
k141_30756202__full-cat_2	2	False	False	4	1	0	False	0.5	2.0	2.0	0.0	0.0	0.0	0.0
k141_3075682__full-cat_2	2	False	False	7	4	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_30762624__full-cat_1	1	False	False	29	0	0	False	0.0	28.0	0.0	1.0	0.0	0.0	0.0
k141_30782763__full-cat_1	1	False	False	6	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	1.0
k141_30787207__full-cat_1	1	False	False	7	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	1.0
k141_30808069__full-cat_2	2	False	False	14	3	0	False	0.07142857142857142	13.0	1.0	0.0	0.0	0.0	0.0
k141_30817835__full-cat_1	1	False	False	6	0	0	False	0.0	3.0	0.0	2.0	0.0	0.0	1.0
k141_30818694__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_30861971__full-cat_1	1	False	False	16	0	0	False	0.0	9.0	2.0	5.0	0.0	0.0	0.0
k141_3114450__full-cat_1	1	False	False	82	4	0	False	0.0	78.0	0.0	3.0	1.0	0.0	0.0
k141_3114518__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3120936__full-cat_1	1	False	False	26	0	2	False	0.0	24.0	0.0	2.0	0.0	0.0	0.0
k141_3128202__full-cat_2	2	False	False	5	3	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_3143923__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3147884__full-cat_2	2	False	False	9	0	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_3175562__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_3176374__full-cat_2	2	False	False	5	0	1	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_3191515__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_31930__full-cat_2	2	False	False	13	1	0	False	0.07692307692307693	12.0	1.0	0.0	0.0	0.0	0.0
k141_319460__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_31958492__full-cat_2	2	False	False	7	1	0	False	0.0	2.0	1.0	4.0	0.0	0.0	0.0
k141_31965920__full-cat_2	2	False	False	15	2	0	False	0.06666666666666667	11.0	1.0	3.0	0.0	0.0	0.0
k141_31970002__full-cat_2	2	False	False	3	2	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_31975989__full-cat_1	1	False	False	15	0	1	False	0.0	11.0	1.0	3.0	0.0	0.0	0.0
k141_3198623__full-cat_1	1	False	False	36	1	0	False	0.0	33.0	0.0	3.0	0.0	0.0	0.0
k141_32011456__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_3201616__full-cat_2	2	False	False	7	1	1	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_32017411__full-cat_2	2	False	False	11	0	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
k141_32022700__full-cat_1	1	False	False	11	0	0	False	0.09090909090909091	9.0	1.0	1.0	0.0	0.0	0.0
k141_32062166__full-cat_2	2	False	False	10	0	0	False	0.0	7.0	1.0	2.0	0.0	0.0	0.0
k141_32062379__full-cat_2	2	False	False	9	0	1	False	0.0	6.0	0.0	3.0	0.0	0.0	0.0
k141_32063730__full-cat_2	2	False	False	33	2	0	False	0.0	33.0	0.0	0.0	0.0	0.0	0.0
k141_32077448__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_32081156__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_32081218__full-cat_2	2	False	False	10	0	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_32091183__full-cat_2	2	False	False	12	0	0	False	0.08333333333333333	9.0	1.0	2.0	0.0	0.0	0.0
k141_32095003__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_32110427__full-cat_1	1	False	False	8	1	0	False	0.0	6.0	1.0	1.0	0.0	0.0	0.0
k141_32128347__full-cat_2	2	False	False	7	4	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_32128426__full-cat_1	1	False	False	25	0	0	False	0.0	23.0	1.0	1.0	0.0	0.0	0.0
k141_32134573__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_32135118__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_32160512__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	8.0	1.0	0.0	0.0	0.0	0.0
k141_32165297__full-cat_2	2	False	False	4	0	1	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_32182506__full-cat_1	1	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_3219027__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_32195753__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_32198368__full-cat_2	2	False	False	13	0	0	False	0.15384615384615385	9.0	3.0	1.0	0.0	0.0	0.0
k141_32199644__full-cat_2	2	False	False	7	0	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_32219940__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_32240301__full-cat_2	2	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_32272483__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_32274603__full-cat_1	1	False	False	9	0	0	False	0.0	7.0	1.0	0.0	0.0	0.0	1.0
k141_32289241__full-cat_1	1	False	False	10	0	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_3229720__full-cat_1	1	False	False	14	0	0	False	0.0	10.0	0.0	2.0	0.0	0.0	2.0
k141_32318198__full-cat_2	2	False	False	18	0	1	False	0.0	17.0	0.0	1.0	0.0	0.0	0.0
k141_32318288__full-cat_2	2	False	False	6	0	0	False	0.3333333333333333	4.0	2.0	0.0	0.0	0.0	0.0
k141_32321830__full-cat_2	2	False	False	8	2	0	False	0.125	5.0	3.0	0.0	0.0	0.0	0.0
k141_32330537__full-cat_2	2	False	False	14	0	0	False	0.07142857142857142	12.0	1.0	1.0	0.0	0.0	0.0
k141_32332667__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_32335392__full-cat_1	1	False	False	12	0	0	False	0.0	9.0	0.0	2.0	0.0	0.0	1.0
k141_32344354__full-cat_2	2	False	False	12	0	0	False	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_3243284__full-cat_2	2	False	False	9	2	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_3244191__full-cat_1	1	False	False	19	4	0	False	0.0	19.0	0.0	0.0	0.0	0.0	0.0
k141_3247481__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_3299840__full-cat_2	2	False	False	21	2	1	False	0.0	17.0	3.0	1.0	0.0	0.0	0.0
k141_3302532__full-cat_2	2	False	False	6	1	1	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3318003__full-cat_1	1	False	False	7	0	0	False	0.0	5.0	0.0	2.0	0.0	0.0	0.0
k141_3319463__full-cat_1	1	False	False	7	2	0	False	0.14285714285714285	4.0	2.0	0.0	1.0	0.0	0.0
k141_3328120__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
