	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with host benefits	Viral genes with unknown function	Viral genes with viral benefits	Viral replication genes	Viral structure genes
k141_26057540__full-cat_2	2	False	False	14	3	0	False	0.0	13	0.0	1.0	0.0	0.0	0.0
k141_26067356__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	4	1.0	0.0	0.0	1.0	0.0
k141_26067631__full-cat_2	2	False	False	20	2	0	False	0.0	20	0.0	0.0	0.0	0.0	0.0
k141_26067864__full-cat_1	1	False	False	14	0	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
k141_26076784__full-cat_1	1	False	False	22	0	0	False	0.0	20	0.0	2.0	0.0	0.0	0.0
k141_26078486__full-cat_1	1	False	False	7	4	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_26082058__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_26088310__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
k141_26089208__full-cat_2	2	False	False	12	5	0	False	0.0	11	0.0	1.0	0.0	0.0	0.0
k141_26093824__full-cat_2	2	False	False	8	0	1	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_26112553__full-cat_2	2	False	False	9	2	1	False	0.1111111111111111	8	1.0	0.0	0.0	0.0	0.0
k141_26119077__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_26121887__full-cat_1	1	False	False	20	2	0	False	0.0	19	0.0	1.0	0.0	0.0	0.0
k141_2612709__full-cat_1	1	False	False	8	0	0	False	0.0	6	0.0	1.0	0.0	1.0	0.0
k141_2614940__full-cat_1	1	False	False	36	1	0	False	0.0	32	1.0	0.0	1.0	2.0	0.0
k141_26157056__full-cat_2	2	False	False	10	4	0	False	0.1	9	1.0	0.0	0.0	0.0	0.0
k141_26158074__full-cat_1	1	False	False	10	0	0	False	0.0	8	0.0	0.0	0.0	2.0	0.0
k141_2615813__full-cat_2	2	False	False	15	2	0	False	0.0	13	0.0	1.0	0.0	1.0	0.0
k141_26160804__full-cat_2	2	False	False	27	1	0	False	0.0	27	0.0	0.0	0.0	0.0	0.0
k141_26164277__full-cat_1	1	False	False	8	1	0	False	0.0	6	0.0	1.0	0.0	1.0	0.0
k141_26166991__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_26177050__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_2618342__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	4	1.0	1.0	0.0	0.0	0.0
k141_2619492__full-cat_1	1	False	False	19	2	0	False	0.0	14	0.0	5.0	0.0	0.0	0.0
k141_26201700__full-cat_2	2	False	False	12	0	0	False	0.0	10	0.0	2.0	0.0	0.0	0.0
k141_26202141__full-cat_2	2	False	False	6	2	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_26204509__full-cat_2	2	False	False	8	3	0	False	0.125	6	1.0	0.0	0.0	1.0	0.0
k141_26206834__full-cat_2	2	False	False	8	0	0	False	0.25	6	2.0	0.0	0.0	0.0	0.0
k141_26207936__full-cat_2	2	False	False	8	0	0	False	0.0	6	0.0	1.0	1.0	0.0	0.0
k141_26223839__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_26224161__full-cat_2	2	False	False	4	1	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
k141_26226826__full-cat_2	2	False	False	9	3	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_26233933__full-cat_2	2	False	False	11	2	0	False	0.09090909090909091	8	1.0	1.0	0.0	1.0	0.0
k141_26239498__full-cat_2	2	False	False	10	1	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_26242144__full-cat_1	1	False	False	5	0	0	False	0.0	1	3.0	1.0	0.0	0.0	0.0
k141_26272108__full-cat_1	1	False	False	40	2	0	False	0.025	28	2.0	8.0	0.0	2.0	0.0
k141_26274990__full-cat_2	2	False	False	3	2	0	False	0.0	2	0.0	1.0	0.0	0.0	0.0
k141_26276228__full-cat_2	2	False	False	4	2	0	False	0.0	3	0.0	0.0	0.0	1.0	0.0
k141_26286772__full-cat_2	2	False	False	9	1	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_26290112__full-cat_1	1	False	False	5	0	0	False	0.0	4	0.0	0.0	0.0	1.0	0.0
k141_26295891__full-cat_2	2	False	False	5	2	0	False	0.2	3	1.0	1.0	0.0	0.0	0.0
k141_26301455__full-cat_2	2	False	False	5	2	0	False	0.4	3	2.0	0.0	0.0	0.0	0.0
k141_26309746__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_26316839__full-cat_1	1	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_2640817__full-cat_2	2	False	False	17	0	0	False	0.0	17	0.0	0.0	0.0	0.0	0.0
k141_2643050__full-cat_1	1	False	False	19	0	0	False	0.0	18	1.0	0.0	0.0	0.0	0.0
k141_2651255__full-cat_2	2	False	False	5	0	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_2662525__full-cat_2	2	False	False	3	0	0	False	0.0	2	0.0	1.0	0.0	0.0	0.0
k141_2664823__full-cat_2	2	False	False	10	2	0	False	0.1	9	1.0	0.0	0.0	0.0	0.0
k141_2666160__full-cat_2	2	False	False	16	2	2	False	0.3125	7	5.0	4.0	0.0	0.0	0.0
k141_2678725__full-cat_1	1	False	False	16	0	0	False	0.0	14	0.0	1.0	0.0	1.0	0.0
k141_2681253__full-cat_2	2	False	False	17	2	0	False	0.0	16	0.0	1.0	0.0	0.0	0.0
k141_2682697__full-cat_1	1	False	False	11	1	0	False	0.0	10	0.0	1.0	0.0	0.0	0.0
k141_2688083__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_2699979__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_2703175__full-cat_1	1	False	False	3	1	0	True	0.0	2	0.0	1.0	0.0	0.0	0.0
k141_2712743__full-cat_2	2	False	False	9	4	0	False	0.1111111111111111	8	1.0	0.0	0.0	0.0	0.0
k141_2714854__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_2716360__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_2718297__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	5	1.0	1.0	0.0	0.0	0.0
k141_2719518__full-cat_2	2	False	False	5	1	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_2720967__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_2721221__full-cat_2	2	False	False	12	6	2	False	0.08333333333333333	11	1.0	0.0	0.0	0.0	0.0
k141_2722006__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_2727294__full-cat_2	2	False	False	14	2	0	False	0.0	12	0.0	2.0	0.0	0.0	0.0
k141_2731994__full-cat_1	1	False	False	72	1	1	False	0.0	63	1.0	6.0	0.0	2.0	0.0
k141_27415366__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_27420268__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5	1.0	0.0	0.0	0.0	0.0
k141_27468556__full-cat_1	1	False	False	12	1	0	False	0.0	10	0.0	1.0	0.0	1.0	0.0
k141_27469356__full-cat_2	2	False	False	10	7	0	False	0.0	9	0.0	0.0	0.0	1.0	0.0
k141_27471640__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_27486385__full-cat_2	2	False	False	10	3	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_27502744__full-cat_2	2	False	False	8	4	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_27522997__full-cat_2	2	False	False	6	1	0	False	0.0	4	0.0	0.0	0.0	2.0	0.0
k141_27527547__full-cat_2	2	False	False	8	2	0	False	0.0	7	0.0	1.0	0.0	0.0	0.0
k141_27530147__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	1.0	0.0	0.0	0.0	0.0
k141_27531173__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	4	1.0	3.0	0.0	1.0	0.0
k141_27534052__full-cat_1	1	False	False	15	2	0	False	0.0	8	0.0	6.0	0.0	0.0	1.0
k141_27546820__full-cat_2	2	False	False	6	1	0	False	0.0	5	0.0	0.0	0.0	1.0	0.0
k141_27549200__full-cat_2	2	False	False	9	0	0	False	0.0	8	0.0	1.0	0.0	0.0	0.0
k141_27561036__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_27569110__full-cat_2	2	False	False	24	3	0	False	0.041666666666666664	20	1.0	2.0	0.0	1.0	0.0
k141_27582401__full-cat_2	2	False	False	12	2	0	False	0.0	8	0.0	4.0	0.0	0.0	0.0
k141_27583806__full-cat_2	2	False	False	11	1	0	False	0.0	8	1.0	2.0	0.0	0.0	0.0
k141_27597109__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_27601227__full-cat_2	2	False	False	5	1	0	False	0.0	4	0.0	0.0	0.0	1.0	0.0
k141_27604581__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_27613397__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_27613668__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_27630947__full-cat_2	2	False	False	5	2	0	False	0.4	3	2.0	0.0	0.0	0.0	0.0
k141_27631012__full-cat_2	2	False	False	7	2	0	False	0.0	5	0.0	1.0	1.0	0.0	0.0
k141_27637526__full-cat_2	2	False	False	81	6	0	False	0.0	76	0.0	5.0	0.0	0.0	0.0
k141_27653577__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_27663209__full-cat_1	1	False	False	71	10	0	False	0.028169014084507043	66	2.0	1.0	0.0	2.0	0.0
k141_27673148__full-cat_1	1	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_27694625__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
k141_27700222__full-cat_1	1	False	False	9	2	0	False	0.0	7	0.0	1.0	0.0	1.0	0.0
k141_27706156__full-cat_2	2	False	False	5	2	0	True	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_27711206__full-cat_2	2	False	False	5	1	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_27720349__full-cat_2	2	False	False	7	4	0	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
k141_27722348__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_28822497__full-cat_1	1	False	False	14	2	0	False	0.07142857142857142	13	1.0	0.0	0.0	0.0	0.0
k141_28823555__full-cat_2	2	False	False	19	2	0	False	0.15789473684210525	14	3.0	2.0	0.0	0.0	0.0
k141_28852374__full-cat_2	2	False	False	4	0	0	True	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_28865731__full-cat_2	2	False	False	5	2	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_28867090__full-cat_2	2	False	False	18	3	0	False	0.0	17	0.0	0.0	0.0	1.0	0.0
k141_28869680__full-cat_2	2	False	False	5	2	1	False	0.0	3	0.0	2.0	0.0	0.0	0.0
k141_28881201__full-cat_2	2	False	False	10	7	0	False	0.0	8	0.0	0.0	1.0	1.0	0.0
k141_28887391__full-cat_2	2	False	False	5	2	0	True	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_28891212__full-cat_2	2	False	False	16	0	0	False	0.0	13	0.0	3.0	0.0	0.0	0.0
k141_28903202__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_28906232__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_28907168__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_28911087__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_28911558__full-cat_2	2	False	False	13	1	1	False	0.0	12	0.0	1.0	0.0	0.0	0.0
k141_28920867__full-cat_2	2	False	False	10	1	0	False	0.1	9	1.0	0.0	0.0	0.0	0.0
k141_28929511__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_28931823__full-cat_2	2	False	False	18	4	2	True	0.1111111111111111	15	2.0	0.0	0.0	1.0	0.0
k141_28939039__full-cat_2	2	False	False	6	2	1	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_28967705__full-cat_2	2	False	False	3	0	0	False	0.0	2	0.0	1.0	0.0	0.0	0.0
k141_28983980__full-cat_2	2	False	False	7	1	0	False	0.2857142857142857	5	2.0	0.0	0.0	0.0	0.0
k141_28988557__full-cat_2	2	False	False	7	3	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_28989528__full-cat_1	1	False	False	24	2	0	False	0.0	19	0.0	0.0	1.0	3.0	1.0
k141_28992102__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_28995706__full-cat_2	2	False	False	6	0	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_29001748__full-cat_2	2	False	False	4	0	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
k141_29007929__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_29017236__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_29020153__full-cat_2	2	False	False	10	0	0	False	0.1	8	1.0	1.0	0.0	0.0	0.0
k141_29023956__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	4	1.0	1.0	0.0	0.0	0.0
k141_29024516__full-cat_1	1	False	False	21	0	0	False	0.0	13	2.0	2.0	1.0	3.0	0.0
k141_29025830__full-cat_2	2	False	False	7	3	0	False	0.0	5	0.0	2.0	0.0	0.0	0.0
k141_29034602__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_29046260__full-cat_1	1	False	False	5	0	0	False	0.0	4	0.0	0.0	0.0	0.0	1.0
k141_29054065__full-cat_2	2	False	False	17	0	0	False	0.0	16	0.0	1.0	0.0	0.0	0.0
k141_29056427__full-cat_1	1	False	False	5	0	0	False	0.0	4	0.0	0.0	0.0	1.0	0.0
k141_29060871__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_29063126__full-cat_2	2	False	False	5	0	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_29068294__full-cat_2	2	False	False	7	2	0	False	0.0	5	0.0	1.0	0.0	1.0	0.0
k141_29069908__full-cat_2	2	False	False	10	2	0	False	0.1	8	1.0	0.0	0.0	1.0	0.0
k141_29080753__full-cat_1	1	False	False	20	0	0	False	0.0	19	0.0	0.0	0.0	1.0	0.0
k141_29085832__full-cat_2	2	False	False	24	2	0	False	0.0	23	0.0	1.0	0.0	0.0	0.0
k141_29090950__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	10	1.0	0.0	0.0	0.0	0.0
k141_29093417__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_29094884__full-cat_2	2	False	False	12	0	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_29105563__full-cat_2	2	False	False	8	2	0	False	0.125	7	1.0	0.0	0.0	0.0	0.0
k141_29118511__full-cat_2	2	False	False	11	3	0	False	0.0	10	0.0	1.0	0.0	0.0	0.0
k141_29120298__full-cat_2	2	False	False	6	1	0	False	0.0	4	0.0	2.0	0.0	0.0	0.0
k141_30185780__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_30187509__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_30191629__full-cat_2	2	False	False	12	5	0	False	0.25	9	3.0	0.0	0.0	0.0	0.0
k141_30202277__full-cat_1	1	False	False	14	2	0	False	0.0	11	0.0	2.0	0.0	0.0	1.0
k141_30204106__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_30209292__full-cat_2	2	False	False	7	3	1	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
k141_30232566__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	8	1.0	0.0	0.0	0.0	0.0
k141_30235907__full-cat_2	2	False	False	4	0	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
k141_30237781__full-cat_2	2	False	False	3	0	0	False	0.6666666666666666	1	2.0	0.0	0.0	0.0	0.0
k141_30238201__full-cat_2	2	False	False	5	1	0	False	0.2	3	1.0	0.0	0.0	1.0	0.0
k141_30241435__full-cat_2	2	False	False	7	0	0	False	0.0	6	0.0	1.0	0.0	0.0	0.0
k141_30245654__full-cat_1	1	False	False	34	0	0	False	0.0	23	1.0	7.0	0.0	2.0	1.0
k141_30251859__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_30254558__full-cat_2	2	False	False	9	0	0	False	0.0	7	0.0	1.0	0.0	1.0	0.0
k141_30263427__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_30272919__full-cat_2	2	False	False	9	5	0	False	0.0	7	0.0	2.0	0.0	0.0	0.0
k141_30275617__full-cat_2	2	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_30286181__full-cat_2	2	False	False	5	1	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_30306267__full-cat_2	2	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_30306756__full-cat_1	1	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_30313297__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_30313491__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_30319442__full-cat_2	2	False	False	14	1	0	False	0.0	12	0.0	2.0	0.0	0.0	0.0
k141_30322643__full-cat_2	2	False	False	10	6	0	False	0.0	9	1.0	0.0	0.0	0.0	0.0
k141_30325269__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_30335721__full-cat_2	2	False	False	8	1	0	False	0.0	7	0.0	1.0	0.0	0.0	0.0
k141_30340142__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_30345592__full-cat_2	2	False	False	9	3	1	False	0.1111111111111111	8	1.0	0.0	0.0	0.0	0.0
k141_30364753__full-cat_1	1	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_30370491__full-cat_2	2	False	False	4	0	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
k141_30386764__full-cat_2	2	False	False	8	3	0	False	0.125	7	1.0	0.0	0.0	0.0	0.0
k141_30387668__full-cat_1	1	False	False	12	0	0	False	0.0	10	1.0	1.0	0.0	0.0	0.0
k141_30400317__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_30418619__full-cat_2	2	False	False	4	2	0	False	0.75	1	3.0	0.0	0.0	0.0	0.0
k141_30422884__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_30427095__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_30427707__full-cat_2	2	False	False	18	7	0	False	0.0	18	0.0	0.0	0.0	0.0	0.0
k141_30429894__full-cat_2	2	False	False	9	4	1	False	0.2222222222222222	5	2.0	1.0	0.0	1.0	0.0
k141_30440868__full-cat_2	2	False	False	11	2	0	True	0.18181818181818182	9	2.0	0.0	0.0	0.0	0.0
k141_30440995__full-cat_2	2	False	False	4	1	0	False	0.25	3	1.0	0.0	0.0	0.0	0.0
k141_30443397__full-cat_2	2	False	False	6	0	0	True	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_30457929__full-cat_2	2	False	False	3	1	0	False	0.0	2	0.0	0.0	0.0	1.0	0.0
k141_30482655__full-cat_2	2	False	False	5	2	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_30485708__full-cat_1	1	False	False	18	1	0	False	0.0	13	0.0	3.0	0.0	2.0	0.0
k141_30486724__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_30486898__full-cat_2	2	False	False	19	0	0	False	0.0	15	0.0	3.0	0.0	1.0	0.0
k141_30488130__full-cat_2	2	False	False	22	2	0	False	0.0	18	0.0	3.0	0.0	1.0	0.0
k141_30488277__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_31577467__full-cat_2	2	False	False	5	2	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_31581727__full-cat_1	1	False	False	18	0	0	False	0.0	12	1.0	0.0	2.0	2.0	1.0
k141_31584801__full-cat_2	2	False	False	9	3	0	False	0.0	8	0.0	0.0	0.0	1.0	0.0
k141_31588809__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_31589595__full-cat_2	2	False	False	9	3	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_31589769__full-cat_2	2	False	False	12	2	0	False	0.0	11	0.0	0.0	0.0	1.0	0.0
k141_31594307__full-cat_2	2	False	False	4	1	0	False	0.25	3	1.0	0.0	0.0	0.0	0.0
k141_31600468__full-cat_2	2	False	False	11	0	0	False	0.0	9	0.0	2.0	0.0	0.0	0.0
k141_31603305__full-cat_2	2	False	False	6	0	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_31603739__full-cat_2	2	False	False	8	1	0	False	0.0	7	0.0	1.0	0.0	0.0	0.0
k141_31604894__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	5	1.0	1.0	0.0	0.0	0.0
k141_31612969__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_31620172__full-cat_2	2	False	False	8	1	0	False	0.125	7	1.0	0.0	0.0	0.0	0.0
k141_31622978__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_31648590__full-cat_2	2	False	False	10	1	0	False	0.0	9	0.0	0.0	0.0	1.0	0.0
k141_31648690__full-cat_1	1	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_31660615__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_31661221__full-cat_2	2	False	False	6	0	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_31663786__full-cat_1	1	False	False	11	0	0	False	0.0	6	0.0	3.0	0.0	2.0	0.0
k141_31670052__full-cat_2	2	False	False	16	7	0	False	0.0	14	0.0	0.0	0.0	2.0	0.0
k141_31689510__full-cat_2	2	False	False	5	1	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_31689893__full-cat_2	2	False	False	10	4	0	False	0.3	7	3.0	0.0	0.0	0.0	0.0
k141_31702459__full-cat_2	2	False	False	8	3	0	False	0.0	7	0.0	0.0	0.0	1.0	0.0
k141_31702785__full-cat_1	1	False	False	16	0	0	False	0.0	14	0.0	1.0	0.0	1.0	0.0
k141_31704964__full-cat_1	1	False	False	14	2	0	False	0.0	12	0.0	0.0	0.0	2.0	0.0
k141_31714316__full-cat_2	2	False	False	47	2	0	False	0.0	40	0.0	4.0	1.0	2.0	0.0
k141_31721263__full-cat_1	1	False	False	121	18	1	False	0.024793388429752067	108	3.0	6.0	0.0	4.0	0.0
k141_31725704__full-cat_2	2	False	False	8	3	0	False	0.0	7	0.0	0.0	0.0	1.0	0.0
k141_31739188__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_31752526__full-cat_2	2	False	False	6	1	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_31756588__full-cat_2	2	False	False	5	1	0	True	0.0	2	0.0	2.0	0.0	1.0	0.0
k141_31759611__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_31790940__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	1.0	0.0	0.0	0.0	0.0
k141_31791383__full-cat_2	2	False	False	5	1	0	False	0.2	3	2.0	0.0	0.0	0.0	0.0
k141_31795669__full-cat_2	2	False	False	7	5	0	False	0.0	4	0.0	0.0	0.0	3.0	0.0
k141_31796800__full-cat_1	1	False	False	11	0	0	False	0.0	10	0.0	0.0	0.0	0.0	1.0
k141_31798514__full-cat_2	2	False	False	9	1	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_31807781__full-cat_3	3	False	False	38	5	0	False	0.0	36	0.0	1.0	1.0	0.0	0.0
k141_31814478__full-cat_1	1	False	False	9	0	0	False	0.0	5	1.0	2.0	0.0	1.0	0.0
k141_31823141__full-cat_2	2	False	False	8	3	0	False	0.125	7	1.0	0.0	0.0	0.0	0.0
k141_31846383__full-cat_2	2	False	False	14	0	0	False	0.21428571428571427	10	3.0	1.0	0.0	0.0	0.0
k141_31848917__full-cat_1	1	False	False	10	0	0	False	0.0	8	0.0	1.0	0.0	1.0	0.0
k141_31849880__full-cat_2	2	False	False	7	4	0	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
k141_31855962__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_32960139__full-cat_2	2	False	False	13	1	0	False	0.07692307692307693	10	1.0	2.0	0.0	0.0	0.0
k141_32973093__full-cat_2	2	False	False	71	7	1	False	0.014084507042253521	67	2.0	0.0	0.0	2.0	0.0
k141_32975658__full-cat_2	2	False	False	8	5	0	True	0.125	7	1.0	0.0	0.0	0.0	0.0
k141_32981581__full-cat_1	1	False	False	10	0	0	False	0.1	6	1.0	1.0	0.0	0.0	2.0
k141_32998685__full-cat_2	2	False	False	26	3	0	False	0.0	25	0.0	1.0	0.0	0.0	0.0
k141_33011726__full-cat_2	2	False	False	5	1	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_33035517__full-cat_2	2	False	False	5	0	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_33036887__full-cat_2	2	False	False	12	0	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_33044793__full-cat_1	1	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_33057786__full-cat_2	2	False	False	27	0	0	False	0.14814814814814814	20	4.0	1.0	1.0	1.0	0.0
k141_33062046__full-cat_1	1	False	False	13	0	0	False	0.0	10	0.0	2.0	0.0	1.0	0.0
k141_33077699__full-cat_2	2	False	False	6	0	0	True	0.0	5	0.0	0.0	0.0	1.0	0.0
k141_33081472__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
