	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral genes with host benefits	Viral hypothetical genes	Viral genes with unknown function	Viral replication genes	Viral structure genes	Viral genes with viral benefits
k141_26475169__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	4	1.0	0.0	0.0	0.0
k141_26504435__full-cat_2	2	False	False	20	2	0	False	0.0	0.0	19	1.0	0.0	0.0	0.0
k141_26528189__full-cat_2	2	False	False	19	1	0	False	0.0	0.0	16	2.0	1.0	0.0	0.0
k141_26545360__full-cat_1	1	False	False	10	2	0	False	0.0	0.0	7	3.0	0.0	0.0	0.0
k141_26552870__full-cat_2	2	False	False	7	3	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_26568428__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	1.0	6	0.0	0.0	0.0	0.0
k141_26572896__full-cat_2	2	False	False	16	2	0	False	0.125	2.0	9	4.0	1.0	0.0	0.0
k141_26574168__full-cat_1	1	False	False	12	2	0	False	0.0	0.0	9	1.0	1.0	0.0	1.0
k141_26612779__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	2	2.0	0.0	0.0	0.0
k141_26615450__full-cat_2	2	False	False	15	0	0	False	0.0	0.0	13	2.0	0.0	0.0	0.0
k141_26653603__full-cat_2	2	False	False	23	0	0	False	0.0	0.0	22	1.0	0.0	0.0	0.0
k141_26663986__full-cat_2	2	False	False	5	0	0	False	0.4	2.0	3	0.0	0.0	0.0	0.0
k141_26677118__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_26699502__full-cat_1	1	False	False	12	0	0	False	0.0	0.0	7	3.0	0.0	1.0	1.0
k141_26786331__full-cat_1	1	False	False	10	0	0	False	0.0	0.0	9	1.0	0.0	0.0	0.0
k141_26799430__full-cat_2	2	False	False	7	3	0	False	0.0	0.0	6	1.0	0.0	0.0	0.0
k141_26826194__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	1.0	4	1.0	0.0	0.0	0.0
k141_26834065__full-cat_1	1	False	False	8	0	0	False	0.0	0.0	6	0.0	0.0	1.0	1.0
k141_26841426__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_26845203__full-cat_2	2	False	False	12	0	0	False	0.08333333333333333	1.0	10	1.0	0.0	0.0	0.0
k141_26868488__full-cat_1	1	False	False	12	0	0	False	0.0	0.0	11	1.0	0.0	0.0	0.0
k141_26870205__full-cat_1	1	False	False	10	3	0	False	0.0	0.0	9	1.0	0.0	0.0	0.0
k141_26881972__full-cat_1	1	False	False	8	0	0	False	0.0	0.0	1	4.0	0.0	2.0	1.0
k141_26888800__full-cat_1	1	False	False	7	2	0	False	0.0	0.0	5	1.0	1.0	0.0	0.0
k141_26890840__full-cat_2	2	False	False	14	0	0	False	0.0	0.0	12	2.0	0.0	0.0	0.0
k141_26900903__full-cat_1	1	False	False	22	1	0	False	0.0	0.0	22	0.0	0.0	0.0	0.0
k141_26910002__full-cat_2	2	False	False	8	2	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_26916117__full-cat_2	2	False	False	16	0	0	False	0.0	0.0	14	1.0	0.0	0.0	1.0
k141_26919022__full-cat_2	2	False	False	25	0	0	False	0.0	0.0	19	4.0	1.0	0.0	1.0
k141_26977692__full-cat_1	1	False	False	7	1	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_27002818__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	5	1.0	0.0	0.0	0.0
k141_27869987__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_27876548__full-cat_1	1	False	False	13	0	2	False	0.15384615384615385	2.0	9	1.0	0.0	0.0	1.0
k141_27879746__full-cat_2	2	False	False	24	2	0	False	0.041666666666666664	1.0	18	4.0	1.0	0.0	0.0
k141_27889485__full-cat_1	1	False	False	65	5	0	False	0.0	0.0	40	17.0	3.0	3.0	2.0
k141_27907457__full-cat_2	2	False	False	4	0	0	False	0.25	1.0	2	0.0	1.0	0.0	0.0
k141_27909954__full-cat_1	1	False	False	24	1	0	False	0.0	0.0	23	1.0	0.0	0.0	0.0
k141_27911154__full-cat_2	2	False	False	5	1	1	False	0.2	1.0	4	0.0	0.0	0.0	0.0
k141_27942777__full-cat_2	2	False	False	4	1	0	False	0.0	0.0	3	1.0	0.0	0.0	0.0
k141_27950645__full-cat_1	1	False	False	12	0	0	False	0.0	0.0	11	0.0	0.0	1.0	0.0
k141_27951273__full-cat_1	1	False	False	16	0	0	False	0.0	0.0	12	3.0	0.0	1.0	0.0
k141_27957332__full-cat_2	2	False	False	6	3	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_27964400__full-cat_2	2	False	False	10	1	0	False	0.0	0.0	6	3.0	1.0	0.0	0.0
k141_27969091__full-cat_2	2	False	False	9	0	0	False	0.0	0.0	7	2.0	0.0	0.0	0.0
k141_27974452__full-cat_2	2	False	False	16	3	1	False	0.0	0.0	13	2.0	0.0	0.0	1.0
k141_27986008__full-cat_2	2	False	False	9	1	0	False	0.0	0.0	9	0.0	0.0	0.0	0.0
k141_27988429__full-cat_1	1	False	False	14	0	0	False	0.0	0.0	10	2.0	0.0	1.0	1.0
k141_28008854__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_28010350__full-cat_2	2	False	False	10	0	0	False	0.0	0.0	10	0.0	0.0	0.0	0.0
k141_28031459__full-cat_2	2	False	False	9	4	0	False	0.0	0.0	8	1.0	0.0	0.0	0.0
k141_28038117__full-cat_2	2	False	False	8	0	0	False	0.0	0.0	7	1.0	0.0	0.0	0.0
k141_28055309__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_28087517__full-cat_2	2	False	False	10	0	0	False	0.0	0.0	9	0.0	0.0	0.0	1.0
k141_28130846__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_28158726__full-cat_1	1	False	False	4	0	0	False	0.0	0.0	1	1.0	0.0	2.0	0.0
k141_28165485__full-cat_1	1	False	False	5	0	0	False	0.0	0.0	4	1.0	0.0	0.0	0.0
k141_28174612__full-cat_2	2	False	False	10	0	0	False	0.0	0.0	10	0.0	0.0	0.0	0.0
k141_28185066__full-cat_1	1	False	False	5	0	0	False	0.0	0.0	3	1.0	0.0	0.0	1.0
k141_28203291__full-cat_2	2	False	False	24	1	0	False	0.0	0.0	24	0.0	0.0	0.0	0.0
k141_28207632__full-cat_1	1	False	False	10	0	0	False	0.0	0.0	9	1.0	0.0	0.0	0.0
k141_28226045__full-cat_2	2	False	False	4	1	0	True	0.25	1.0	2	0.0	1.0	0.0	0.0
k141_28290653__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_28316002__full-cat_2	2	False	False	4	0	0	False	0.25	1.0	3	0.0	0.0	0.0	0.0
k141_28331276__full-cat_1	1	False	False	7	0	0	False	0.0	0.0	5	2.0	0.0	0.0	0.0
k141_28340577__full-cat_1	1	False	False	10	0	0	False	0.0	0.0	7	1.0	0.0	2.0	0.0
k141_28371617__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	2.0	4	0.0	0.0	0.0	0.0
k141_28411406__full-cat_1	1	False	False	11	0	0	False	0.0	0.0	10	1.0	0.0	0.0	0.0
k141_28433907__full-cat_1	1	False	False	6	0	0	False	0.0	0.0	4	0.0	0.0	2.0	0.0
k141_28458765__full-cat_1	1	False	False	10	0	0	False	0.0	0.0	7	2.0	0.0	0.0	1.0
k141_28468291__full-cat_2	2	False	False	9	1	0	False	0.0	0.0	7	1.0	1.0	0.0	0.0
k141_28502885__full-cat_1	1	False	False	3	0	0	False	0.0	0.0	3	0.0	0.0	0.0	0.0
k141_28564781__full-cat_2	2	False	False	7	0	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_29366980__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	1.0	6	0.0	0.0	0.0	0.0
k141_29367901__full-cat_1	1	False	False	15	0	0	False	0.0	0.0	10	3.0	1.0	0.0	1.0
k141_29390382__full-cat_2	2	False	False	19	1	0	False	0.0	0.0	19	0.0	0.0	0.0	0.0
k141_29400685__full-cat_2	2	False	False	14	3	0	False	0.07142857142857142	1.0	12	0.0	1.0	0.0	0.0
k141_29409837__full-cat_2	2	False	False	11	5	0	False	0.0	0.0	11	0.0	0.0	0.0	0.0
k141_29428888__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	1.0	5	0.0	0.0	0.0	1.0
k141_29440074__full-cat_2	2	False	False	8	3	0	False	0.125	1.0	6	0.0	1.0	0.0	0.0
k141_29453817__full-cat_2	2	False	False	4	1	0	False	0.25	1.0	2	1.0	0.0	0.0	0.0
k141_29469025__full-cat_1	1	False	False	4	0	0	False	0.0	0.0	2	0.0	1.0	0.0	1.0
k141_29477716__full-cat_2	2	False	False	14	2	0	False	0.0	0.0	13	1.0	0.0	0.0	0.0
k141_29479916__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	1.0	2	0.0	0.0	0.0	0.0
k141_29489776__full-cat_2	2	False	False	11	3	0	False	0.09090909090909091	1.0	7	2.0	1.0	0.0	0.0
k141_29497345__full-cat_2	2	False	False	4	1	1	False	0.5	2.0	2	0.0	0.0	0.0	0.0
k141_29530180__full-cat_1	1	False	False	6	0	0	False	0.0	0.0	4	1.0	0.0	0.0	1.0
k141_29538937__full-cat_2	2	False	False	5	1	0	False	0.0	0.0	4	1.0	0.0	0.0	0.0
k141_29606539__full-cat_2	2	False	False	10	2	0	False	0.0	0.0	10	0.0	0.0	0.0	0.0
k141_29613485__full-cat_1	1	False	False	17	0	0	False	0.0	0.0	14	1.0	1.0	0.0	1.0
k141_29620699__full-cat_2	2	False	False	23	0	1	False	0.08695652173913043	2.0	17	1.0	3.0	0.0	0.0
k141_29671142__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_29684561__full-cat_1	1	False	False	7	0	0	False	0.0	0.0	5	0.0	0.0	2.0	0.0
k141_29695396__full-cat_2	2	False	False	8	1	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_29711518__full-cat_2	2	False	False	11	7	0	False	0.0	0.0	11	0.0	0.0	0.0	0.0
k141_29714229__full-cat_1	1	False	False	4	0	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_29733684__full-cat_1	1	False	False	16	1	0	False	0.0	0.0	14	0.0	1.0	0.0	1.0
k141_29735192__full-cat_1	1	False	False	14	0	0	False	0.0	0.0	10	3.0	0.0	0.0	1.0
k141_29750518__full-cat_2	2	False	False	20	1	0	False	0.0	0.0	16	3.0	1.0	0.0	0.0
k141_29762596__full-cat_2	2	False	False	9	1	0	False	0.0	0.0	6	2.0	1.0	0.0	0.0
k141_29786472__full-cat_2	2	False	False	9	0	1	False	0.0	0.0	5	3.0	1.0	0.0	0.0
k141_29795143__full-cat_2	2	False	False	10	1	0	False	0.1	1.0	9	0.0	0.0	0.0	0.0
k141_29815957__full-cat_1	1	False	False	22	0	0	False	0.0	0.0	20	1.0	0.0	1.0	0.0
k141_29839740__full-cat_1	1	False	False	28	4	0	False	0.03571428571428571	1.0	25	2.0	0.0	0.0	0.0
k141_29847284__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	3	0.0	0.0	0.0	0.0
k141_29851810__full-cat_1	1	False	False	9	0	0	False	0.0	0.0	8	0.0	0.0	1.0	0.0
k141_29870722__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_29874519__full-cat_2	2	False	False	30	4	0	False	0.0	0.0	29	0.0	1.0	0.0	0.0
k141_29888003__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_29894743__full-cat_2	2	False	False	44	0	0	False	0.0	0.0	40	3.0	1.0	0.0	0.0
k141_29935803__full-cat_1	1	False	False	6	0	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_29981876__full-cat_2	2	False	False	27	4	0	False	0.07407407407407407	2.0	23	2.0	0.0	0.0	0.0
k141_29990377__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	5	0.0	1.0	0.0	0.0
k141_29994291__full-cat_1	1	False	False	8	0	0	False	0.0	0.0	5	1.0	0.0	1.0	1.0
k141_29999962__full-cat_2	2	False	False	6	1	0	True	0.0	0.0	3	0.0	3.0	0.0	0.0
k141_30003533__full-cat_2	2	False	False	8	2	0	False	0.0	0.0	7	0.0	1.0	0.0	0.0
k141_30017370__full-cat_2	2	False	False	15	2	0	False	0.13333333333333333	2.0	12	0.0	1.0	0.0	0.0
k141_30032509__full-cat_2	2	False	False	9	1	0	False	0.0	0.0	9	0.0	0.0	0.0	0.0
k141_30037238__full-cat_2	2	False	False	30	1	0	False	0.0	0.0	29	1.0	0.0	0.0	0.0
k141_30877860__full-cat_2	2	False	False	10	5	0	False	0.0	0.0	10	0.0	0.0	0.0	0.0
k141_30888722__full-cat_2	2	False	False	6	1	0	True	0.0	0.0	5	1.0	0.0	0.0	0.0
k141_30892950__full-cat_2	2	False	False	15	0	0	False	0.0	0.0	10	5.0	0.0	0.0	0.0
k141_30909394__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_30916213__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_30917505__full-cat_2	2	False	False	11	1	0	False	0.0	0.0	11	0.0	0.0	0.0	0.0
k141_30929038__full-cat_2	2	False	False	5	1	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_30966725__full-cat_2	2	False	False	7	0	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_30981351__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_31034286__full-cat_1	1	False	False	10	2	0	False	0.0	0.0	5	4.0	1.0	0.0	0.0
k141_31072634__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_31073490__full-cat_1	1	False	False	6	0	0	False	0.0	0.0	2	1.0	0.0	2.0	1.0
k141_31076745__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_31079038__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	4	0.0	1.0	0.0	0.0
k141_31110365__full-cat_2	2	False	False	12	1	1	False	0.0	0.0	11	1.0	0.0	0.0	0.0
k141_31113867__full-cat_2	2	False	False	7	4	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_31160976__full-cat_2	2	False	False	14	5	0	False	0.0	0.0	11	3.0	0.0	0.0	0.0
k141_31162931__full-cat_1	1	False	False	45	0	0	False	0.08888888888888889	4.0	32	7.0	1.0	0.0	1.0
k141_31179398__full-cat_2	2	False	False	17	0	0	False	0.0	0.0	16	1.0	0.0	0.0	0.0
k141_31180228__full-cat_1	1	False	False	9	2	0	False	0.0	0.0	7	2.0	0.0	0.0	0.0
k141_31193370__full-cat_2	2	False	False	10	3	0	False	0.0	0.0	10	0.0	0.0	0.0	0.0
k141_31222954__full-cat_2	2	False	False	8	0	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_31263446__full-cat_2	2	False	False	14	1	0	False	0.0	0.0	11	3.0	0.0	0.0	0.0
k141_31285713__full-cat_2	2	False	False	8	2	0	False	0.0	0.0	6	0.0	2.0	0.0	0.0
k141_31301249__full-cat_1	1	False	False	60	10	3	False	0.03333333333333333	2.0	51	1.0	2.0	3.0	1.0
k141_31311314__full-cat_1	1	False	False	21	1	0	False	0.0	0.0	16	4.0	0.0	0.0	1.0
k141_31313093__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	3	1.0	1.0	0.0	0.0
k141_31367271__full-cat_2	2	False	False	8	2	0	False	0.125	1.0	7	0.0	0.0	0.0	0.0
k141_31396149__full-cat_1	1	False	False	7	0	0	False	0.0	0.0	6	0.0	0.0	1.0	0.0
k141_31404337__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	1.0	7	1.0	0.0	0.0	0.0
k141_31407565__full-cat_2	2	False	False	9	1	3	False	0.2222222222222222	2.0	7	0.0	0.0	0.0	0.0
k141_31408230__full-cat_2	2	False	False	11	0	0	False	0.0	0.0	9	2.0	0.0	0.0	0.0
k141_31429659__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	1.0	7	1.0	0.0	0.0	0.0
k141_31479028__full-cat_1	1	False	False	6	2	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_31513607__full-cat_1	1	False	False	18	1	0	False	0.0	0.0	16	1.0	0.0	0.0	1.0
k141_31519054__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_31540493__full-cat_1	1	False	False	12	0	0	False	0.0	0.0	7	3.0	0.0	2.0	0.0
k141_31543682__full-cat_1	1	False	False	8	0	0	False	0.0	0.0	6	0.0	1.0	0.0	1.0
k141_32405558__full-cat_2	2	False	False	5	2	0	False	0.2	1.0	4	0.0	0.0	0.0	0.0
k141_32455010__full-cat_2	2	False	False	7	3	0	False	0.0	0.0	5	0.0	2.0	0.0	0.0
k141_32466808__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_32482846__full-cat_2	2	False	False	5	1	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_32487453__full-cat_2	2	False	False	18	1	0	False	0.0	0.0	15	2.0	1.0	0.0	0.0
k141_32497463__full-cat_2	2	False	False	14	0	0	False	0.07142857142857142	1.0	13	0.0	0.0	0.0	0.0
k141_32501582__full-cat_1	1	False	False	40	0	0	False	0.025	1.0	33	3.0	1.0	0.0	2.0
k141_32508695__full-cat_2	2	False	False	5	1	0	False	0.2	1.0	4	0.0	0.0	0.0	0.0
k141_32510495__full-cat_2	2	False	False	5	1	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_32521401__full-cat_1	1	False	False	8	0	0	False	0.0	0.0	7	1.0	0.0	0.0	0.0
k141_32535325__full-cat_2	2	False	False	20	1	0	False	0.05	1.0	17	2.0	0.0	0.0	0.0
k141_32539607__full-cat_1	1	False	False	9	0	0	False	0.1111111111111111	1.0	7	1.0	0.0	0.0	0.0
k141_32592580__full-cat_2	2	False	False	6	0	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_32603880__full-cat_2	2	False	False	8	0	2	False	0.375	3.0	4	1.0	0.0	0.0	0.0
k141_32673465__full-cat_2	2	False	False	24	1	0	False	0.0	0.0	24	0.0	0.0	0.0	0.0
k141_32682124__full-cat_2	2	False	False	13	0	0	False	0.0	0.0	10	3.0	0.0	0.0	0.0
k141_32687383__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_32694456__full-cat_2	2	False	False	8	0	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_32705293__full-cat_2	2	False	False	6	0	0	False	0.0	0.0	5	1.0	0.0	0.0	0.0
k141_32711677__full-cat_1	1	False	False	14	1	0	False	0.0	0.0	13	1.0	0.0	0.0	0.0
k141_32720247__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_32736561__full-cat_2	2	False	False	4	1	0	False	0.0	0.0	2	1.0	0.0	0.0	1.0
k141_32738098__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_32742510__full-cat_1	1	False	False	16	2	0	False	0.0	0.0	15	1.0	0.0	0.0	0.0
k141_32785865__full-cat_2	2	False	False	38	3	0	False	0.0	0.0	37	0.0	1.0	0.0	0.0
k141_32794005__full-cat_1	1	False	False	10	2	0	False	0.0	0.0	7	1.0	0.0	1.0	1.0
k141_32860924__full-cat_1	1	False	False	13	0	0	False	0.0	0.0	9	3.0	1.0	0.0	0.0
k141_32873760__full-cat_2	2	False	False	11	0	0	False	0.0	0.0	10	0.0	1.0	0.0	0.0
k141_32917320__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_32972906__full-cat_2	2	False	False	12	0	0	False	0.0	0.0	12	0.0	0.0	0.0	0.0
k141_32974030__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	4	0.0	1.0	0.0	1.0
k141_32989594__full-cat_2	2	False	False	25	0	0	False	0.04	1.0	20	4.0	0.0	0.0	0.0
k141_32991602__full-cat_2	2	False	False	11	5	0	False	0.09090909090909091	1.0	9	0.0	1.0	0.0	0.0
k141_32993630__full-cat_1	1	False	False	7	0	0	False	0.0	0.0	6	0.0	0.0	1.0	0.0
k141_33020118__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_33029840__full-cat_1	1	False	False	62	9	0	False	0.0	0.0	57	1.0	0.0	3.0	1.0
k141_33031436__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	5	1.0	0.0	0.0	0.0
k141_33047491__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_33069682__full-cat_1	1	False	False	16	0	0	False	0.0	0.0	16	0.0	0.0	0.0	0.0
k141_33913739__full-cat_2	2	False	False	9	4	0	False	0.2222222222222222	2.0	7	0.0	0.0	0.0	0.0
k141_33927071__full-cat_2	2	False	False	7	1	0	False	0.0	0.0	5	2.0	0.0	0.0	0.0
k141_33931689__full-cat_1	1	False	False	25	0	0	False	0.0	0.0	22	1.0	0.0	1.0	1.0
k141_33950827__full-cat_2	2	False	False	15	4	0	False	0.0	0.0	14	1.0	0.0	0.0	0.0
k141_33968651__full-cat_2	2	False	False	16	0	0	False	0.0	0.0	16	0.0	0.0	0.0	0.0
k141_33971008__full-cat_2	2	False	False	8	0	0	False	0.0	0.0	7	1.0	0.0	0.0	0.0
k141_34015978__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	1.0	7	0.0	0.0	0.0	1.0
k141_34037954__full-cat_2	2	False	False	19	0	0	False	0.0	0.0	17	2.0	0.0	0.0	0.0
k141_34049388__full-cat_2	2	False	False	9	1	0	False	0.0	0.0	8	1.0	0.0	0.0	0.0
k141_34054547__full-cat_2	2	False	False	5	1	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_34078189__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	3	1.0	0.0	0.0	0.0
k141_34090851__full-cat_2	2	False	False	11	6	0	False	0.0	0.0	10	0.0	0.0	0.0	1.0
k141_34126193__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_34160437__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_34175918__full-cat_2	2	False	False	6	3	0	False	0.0	0.0	5	1.0	0.0	0.0	0.0
k141_34183265__full-cat_2	2	False	False	23	1	0	False	0.043478260869565216	1.0	16	5.0	1.0	0.0	0.0
k141_34191490__full-cat_2	2	False	False	7	1	0	False	0.0	0.0	5	2.0	0.0	0.0	0.0
k141_34214168__full-cat_2	2	False	False	8	3	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_34218108__full-cat_2	2	False	False	6	0	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_34223750__full-cat_1	1	False	False	21	0	0	False	0.09523809523809523	2.0	16	1.0	1.0	0.0	1.0
k141_34231428__full-cat_1	1	False	False	4	0	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_34249505__full-cat_1	1	False	False	6	2	0	False	0.0	0.0	5	1.0	0.0	0.0	0.0
k141_34261206__full-cat_2	2	False	False	4	3	0	False	0.25	1.0	3	0.0	0.0	0.0	0.0
k141_34271745__full-cat_2	2	False	False	8	0	0	False	0.0	0.0	5	1.0	2.0	0.0	0.0
k141_34289511__full-cat_2	2	False	False	4	2	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_34298791__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_34302858__full-cat_2	2	False	False	5	0	0	False	0.2	1.0	3	1.0	0.0	0.0	0.0
k141_34306955__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	4	0.0	0.0	0.0	1.0
k141_34310163__full-cat_2	2	False	False	15	1	1	False	0.06666666666666667	1.0	11	1.0	2.0	0.0	0.0
k141_34310378__full-cat_2	2	False	False	7	3	1	True	0.0	0.0	6	1.0	0.0	0.0	0.0
k141_34330970__full-cat_1	1	False	False	12	1	0	False	0.08333333333333333	1.0	11	0.0	0.0	0.0	0.0
k141_34349335__full-cat_2	2	False	False	8	3	1	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_34381119__full-cat_2	2	False	False	16	0	0	False	0.0	0.0	14	2.0	0.0	0.0	0.0
k141_34406274__full-cat_2	2	False	False	16	3	0	False	0.0	0.0	11	2.0	3.0	0.0	0.0
k141_34424846__full-cat_2	2	False	False	5	1	0	False	0.2	1.0	4	0.0	0.0	0.0	0.0
k141_34447517__full-cat_2	2	False	False	9	4	0	False	0.3333333333333333	3.0	5	0.0	1.0	0.0	0.0
k141_34450341__full-cat_2	2	False	False	7	2	0	False	0.0	0.0	6	1.0	0.0	0.0	0.0
k141_34455230__full-cat_2	2	False	False	5	2	0	False	0.2	1.0	4	0.0	0.0	0.0	0.0
k141_34460007__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	1.0	9	1.0	0.0	0.0	0.0
k141_34479745__full-cat_1	1	False	False	12	0	0	False	0.0	0.0	7	0.0	1.0	3.0	1.0
k141_34483345__full-cat_1	1	False	False	14	1	0	False	0.0	0.0	13	0.0	1.0	0.0	0.0
k141_34543009__full-cat_2	2	False	False	2	0	0	False	0.0	0.0	2	0.0	0.0	0.0	0.0
k141_34558036__full-cat_2	2	False	False	10	1	0	False	0.1	1.0	8	0.0	1.0	0.0	0.0
k141_3516120__full-cat_2	2	False	False	14	6	0	False	0.0	0.0	14	0.0	0.0	0.0	0.0
k141_3517816__full-cat_2	2	False	False	9	1	0	False	0.0	0.0	9	0.0	0.0	0.0	0.0
k141_3522923__full-cat_1	1	False	False	17	2	0	False	0.0	0.0	12	3.0	1.0	0.0	1.0
k141_3542068__full-cat_1	1	False	False	11	0	0	False	0.0	0.0	8	2.0	0.0	0.0	1.0
k141_3543057__full-cat_2	2	False	False	11	1	0	False	0.0	0.0	10	0.0	0.0	0.0	1.0
k141_35473432__full-cat_2	2	False	False	8	2	0	False	0.25	2.0	6	0.0	0.0	0.0	0.0
k141_35485710__full-cat_2	2	False	False	8	0	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_35487926__full-cat_2	2	False	False	12	0	0	False	0.08333333333333333	1.0	9	2.0	0.0	0.0	0.0
k141_35494486__full-cat_1	1	False	False	35	1	0	False	0.02857142857142857	1.0	24	2.0	2.0	4.0	2.0
k141_35510715__full-cat_2	2	False	False	22	2	0	False	0.045454545454545456	1.0	21	0.0	0.0	0.0	0.0
k141_3551578__full-cat_1	1	False	False	6	0	0	False	0.0	0.0	3	0.0	1.0	1.0	1.0
k141_35527891__full-cat_2	2	False	False	5	1	0	False	0.2	1.0	4	0.0	0.0	0.0	0.0
k141_3554504__full-cat_1	1	False	False	8	0	0	False	0.0	0.0	7	0.0	0.0	1.0	0.0
k141_35557876__full-cat_2	2	False	False	16	1	0	False	0.0	0.0	15	1.0	0.0	0.0	0.0
k141_35558128__full-cat_2	2	False	False	11	5	0	False	0.09090909090909091	1.0	10	0.0	0.0	0.0	0.0
