genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
Fraser2023_k141_787347.fa,1959_0,0.050000000000000044,single,ANImf,1959
Fraser_k141_1474757.fa,1960_0,0.050000000000000044,single,ANImf,1960
Fraser_k141_3363438.fa,1961_0,0.050000000000000044,single,ANImf,1961
Fraser_k141_3420718.fa,1962_0,0.050000000000000044,single,ANImf,1962
Fraser_k141_3720017.fa,1963_0,0.050000000000000044,single,ANImf,1963
Miranda_k141_1007961.fa,1964_0,0.050000000000000044,single,ANImf,1964
Miranda_k141_1254846.fa,1965_0,0.050000000000000044,single,ANImf,1965
Miranda_k141_1333450.fa,1966_0,0.050000000000000044,single,ANImf,1966
Miranda_k141_1369653.fa,1967_0,0.050000000000000044,single,ANImf,1967
Miranda_k141_1373072.fa,1968_0,0.050000000000000044,single,ANImf,1968
Miranda_k141_1389565.fa,1969_0,0.050000000000000044,single,ANImf,1969
Miranda_k141_1428695.fa,1970_0,0.050000000000000044,single,ANImf,1970
Miranda_k141_1437209.fa,1971_0,0.050000000000000044,single,ANImf,1971
Miranda_k141_1508536.fa,1972_0,0.050000000000000044,single,ANImf,1972
Miranda_k141_1510793.fa,1973_0,0.050000000000000044,single,ANImf,1973
Miranda_k141_1550799.fa,1974_0,0.050000000000000044,single,ANImf,1974
Miranda_k141_1629337.fa,1975_0,0.050000000000000044,single,ANImf,1975
Miranda_k141_1632716.fa,1976_0,0.050000000000000044,single,ANImf,1976
Miranda_k141_1673186.fa,1977_0,0.050000000000000044,single,ANImf,1977
Miranda_k141_1678810.fa,1978_0,0.050000000000000044,single,ANImf,1978
Miranda_k141_1767438.fa,1979_0,0.050000000000000044,single,ANImf,1979
Miranda_k141_1786313.fa,1980_0,0.050000000000000044,single,ANImf,1980
Miranda_k141_1826629.fa,1981_0,0.050000000000000044,single,ANImf,1981
Miranda_k141_1889026.fa,1982_0,0.050000000000000044,single,ANImf,1982
Miranda_k141_1904334.fa,1983_0,0.050000000000000044,single,ANImf,1983
Miranda_k141_1976452.fa,1984_0,0.050000000000000044,single,ANImf,1984
Miranda_k141_197888.fa,1985_0,0.050000000000000044,single,ANImf,1985
Miranda_k141_2096649.fa,1986_0,0.050000000000000044,single,ANImf,1986
Miranda_k141_2104037.fa,1987_0,0.050000000000000044,single,ANImf,1987
Miranda_k141_215287.fa,1988_0,0.050000000000000044,single,ANImf,1988
Miranda_k141_2159471.fa,1989_0,0.050000000000000044,single,ANImf,1989
Miranda_k141_2159960.fa,1990_0,0.050000000000000044,single,ANImf,1990
Miranda_k141_2160398.fa,1991_0,0.050000000000000044,single,ANImf,1991
Miranda_k141_2200370.fa,1992_0,0.050000000000000044,single,ANImf,1992
Miranda_k141_2216988.fa,1993_0,0.050000000000000044,single,ANImf,1993
Miranda_k141_2311659.fa,1994_0,0.050000000000000044,single,ANImf,1994
Miranda_k141_2344694.fa,1995_0,0.050000000000000044,single,ANImf,1995
Miranda_k141_2355260.fa,1996_0,0.050000000000000044,single,ANImf,1996
Miranda_k141_2360039.fa,1997_0,0.050000000000000044,single,ANImf,1997
Miranda_k141_2433219.fa,1998_0,0.050000000000000044,single,ANImf,1998
Miranda_k141_2434345.fa,1999_0,0.050000000000000044,single,ANImf,1999
Miranda_k141_2514987.fa,2000_0,0.050000000000000044,single,ANImf,2000
Miranda_k141_2556813.fa,2001_0,0.050000000000000044,single,ANImf,2001
Miranda_k141_2661021.fa,2002_0,0.050000000000000044,single,ANImf,2002
Miranda_k141_267379.fa,2003_0,0.050000000000000044,single,ANImf,2003
Miranda_k141_2767503.fa,2004_0,0.050000000000000044,single,ANImf,2004
Miranda_k141_2814027.fa,2005_0,0.050000000000000044,single,ANImf,2005
Miranda_k141_2862147.fa,2006_0,0.050000000000000044,single,ANImf,2006
Miranda_k141_2878392.fa,2007_0,0.050000000000000044,single,ANImf,2007
Miranda_k141_2879606.fa,2008_0,0.050000000000000044,single,ANImf,2008
Miranda_k141_297062.fa,2009_0,0.050000000000000044,single,ANImf,2009
Miranda_k141_3013137.fa,2010_0,0.050000000000000044,single,ANImf,2010
Miranda_k141_3023436.fa,2011_0,0.050000000000000044,single,ANImf,2011
Miranda_k141_3088970.fa,2012_0,0.050000000000000044,single,ANImf,2012
Miranda_k141_3136174.fa,2013_0,0.050000000000000044,single,ANImf,2013
Miranda_k141_3141725.fa,2014_0,0.050000000000000044,single,ANImf,2014
Miranda_k141_317139.fa,2015_0,0.050000000000000044,single,ANImf,2015
Miranda_k141_3191388.fa,2016_0,0.050000000000000044,single,ANImf,2016
Miranda_k141_3261451.fa,2017_0,0.050000000000000044,single,ANImf,2017
Miranda_k141_3326878.fa,2018_0,0.050000000000000044,single,ANImf,2018
Miranda_k141_3412575.fa,2019_0,0.050000000000000044,single,ANImf,2019
Miranda_k141_3483361.fa,2020_0,0.050000000000000044,single,ANImf,2020
Miranda_k141_352525.fa,2021_0,0.050000000000000044,single,ANImf,2021
Miranda_k141_3529201.fa,2022_0,0.050000000000000044,single,ANImf,2022
Miranda_k141_3577242.fa,2023_0,0.050000000000000044,single,ANImf,2023
Miranda_k141_3592833.fa,2024_0,0.050000000000000044,single,ANImf,2024
Miranda_k141_3622965.fa,2025_0,0.050000000000000044,single,ANImf,2025
Miranda_k141_3722246.fa,2026_0,0.050000000000000044,single,ANImf,2026
Miranda_k141_3744076.fa,2027_0,0.050000000000000044,single,ANImf,2027
Miranda_k141_3807513.fa,2028_0,0.050000000000000044,single,ANImf,2028
Miranda_k141_3839443.fa,2029_0,0.050000000000000044,single,ANImf,2029
Miranda_k141_3880275.fa,2030_0,0.050000000000000044,single,ANImf,2030
Miranda_k141_3970930.fa,2031_0,0.050000000000000044,single,ANImf,2031
Miranda_k141_4023592.fa,2032_0,0.050000000000000044,single,ANImf,2032
Miranda_k141_4108618.fa,2033_0,0.050000000000000044,single,ANImf,2033
Miranda_k141_4209072.fa,2034_0,0.050000000000000044,single,ANImf,2034
Miranda_k141_4227329.fa,2035_0,0.050000000000000044,single,ANImf,2035
Miranda_k141_4230348.fa,2036_0,0.050000000000000044,single,ANImf,2036
Miranda_k141_4230449.fa,2037_0,0.050000000000000044,single,ANImf,2037
Miranda_k141_4243214.fa,2038_0,0.050000000000000044,single,ANImf,2038
Miranda_k141_4269215.fa,2039_0,0.050000000000000044,single,ANImf,2039
Miranda_k141_4288790.fa,2040_0,0.050000000000000044,single,ANImf,2040
Miranda_k141_4319455.fa,2041_0,0.050000000000000044,single,ANImf,2041
Miranda_k141_4342063.fa,2042_0,0.050000000000000044,single,ANImf,2042
Miranda_k141_4354272.fa,2043_0,0.050000000000000044,single,ANImf,2043
Miranda_k141_4429261.fa,2044_0,0.050000000000000044,single,ANImf,2044
Miranda_k141_442941.fa,2045_0,0.050000000000000044,single,ANImf,2045
Miranda_k141_4542419.fa,2046_0,0.050000000000000044,single,ANImf,2046
Miranda_k141_4573849.fa,2047_0,0.050000000000000044,single,ANImf,2047
Miranda_k141_4575391.fa,2048_0,0.050000000000000044,single,ANImf,2048
Miranda_k141_4613493.fa,2049_0,0.050000000000000044,single,ANImf,2049
Miranda_k141_4736981.fa,2050_0,0.050000000000000044,single,ANImf,2050
Miranda_k141_4869829.fa,2051_0,0.050000000000000044,single,ANImf,2051
Miranda_k141_4914955.fa,2052_0,0.050000000000000044,single,ANImf,2052
Miranda_k141_4945612.fa,2053_0,0.050000000000000044,single,ANImf,2053
Miranda_k141_5022709.fa,2054_0,0.050000000000000044,single,ANImf,2054
Miranda_k141_5043386.fa,2055_0,0.050000000000000044,single,ANImf,2055
Miranda_k141_5046565.fa,2056_0,0.050000000000000044,single,ANImf,2056
Miranda_k141_5165107.fa,2057_0,0.050000000000000044,single,ANImf,2057
Miranda_k141_5230845.fa,2058_0,0.050000000000000044,single,ANImf,2058
Miranda_k141_5282555.fa,2059_0,0.050000000000000044,single,ANImf,2059
Miranda_k141_5331114.fa,2060_0,0.050000000000000044,single,ANImf,2060
Miranda_k141_5341252.fa,2061_0,0.050000000000000044,single,ANImf,2061
Miranda_k141_5361741.fa,2062_0,0.050000000000000044,single,ANImf,2062
Miranda_k141_537840.fa,2063_0,0.050000000000000044,single,ANImf,2063
Miranda_k141_5385280.fa,2064_0,0.050000000000000044,single,ANImf,2064
Miranda_k141_5483021.fa,2065_0,0.050000000000000044,single,ANImf,2065
Miranda_k141_5547109.fa,2066_0,0.050000000000000044,single,ANImf,2066
Miranda_k141_5625982.fa,2067_0,0.050000000000000044,single,ANImf,2067
Miranda_k141_5700192.fa,2068_0,0.050000000000000044,single,ANImf,2068
Miranda_k141_5806847.fa,2069_0,0.050000000000000044,single,ANImf,2069
Miranda_k141_6077094.fa,2070_0,0.050000000000000044,single,ANImf,2070
Miranda_k141_6127301.fa,2071_0,0.050000000000000044,single,ANImf,2071
Miranda_k141_6129950.fa,2072_0,0.050000000000000044,single,ANImf,2072
Miranda_k141_6149600.fa,2073_0,0.050000000000000044,single,ANImf,2073
Miranda_k141_6204275.fa,2074_0,0.050000000000000044,single,ANImf,2074
Miranda_k141_6217810.fa,2075_0,0.050000000000000044,single,ANImf,2075
Miranda_k141_6220477.fa,2076_0,0.050000000000000044,single,ANImf,2076
Miranda_k141_62264.fa,2077_0,0.050000000000000044,single,ANImf,2077
Miranda_k141_6316993.fa,2078_0,0.050000000000000044,single,ANImf,2078
Miranda_k141_6346236.fa,2079_0,0.050000000000000044,single,ANImf,2079
Miranda_k141_6353788.fa,2080_0,0.050000000000000044,single,ANImf,2080
Miranda_k141_6411592.fa,2081_0,0.050000000000000044,single,ANImf,2081
Miranda_k141_6427765.fa,2082_0,0.050000000000000044,single,ANImf,2082
Miranda_k141_6515076.fa,2083_0,0.050000000000000044,single,ANImf,2083
Miranda_k141_6547546.fa,2084_0,0.050000000000000044,single,ANImf,2084
Miranda_k141_6566499.fa,2085_0,0.050000000000000044,single,ANImf,2085
Miranda_k141_6580937.fa,2086_0,0.050000000000000044,single,ANImf,2086
Miranda_k141_6587497.fa,2087_0,0.050000000000000044,single,ANImf,2087
Miranda_k141_6623222.fa,2088_0,0.050000000000000044,single,ANImf,2088
Miranda_k141_6812486.fa,2089_0,0.050000000000000044,single,ANImf,2089
Miranda_k141_6819895.fa,2090_0,0.050000000000000044,single,ANImf,2090
Miranda_k141_6863640.fa,2091_0,0.050000000000000044,single,ANImf,2091
Miranda_k141_6990796.fa,2092_0,0.050000000000000044,single,ANImf,2092
Miranda_k141_7031105.fa,2093_0,0.050000000000000044,single,ANImf,2093
Miranda_k141_7035597.fa,2094_0,0.050000000000000044,single,ANImf,2094
Miranda_k141_7057014.fa,2095_0,0.050000000000000044,single,ANImf,2095
Miranda_k141_7120265.fa,2096_0,0.050000000000000044,single,ANImf,2096
Miranda_k141_7154507.fa,2097_0,0.050000000000000044,single,ANImf,2097
Miranda_k141_7159772.fa,2098_0,0.050000000000000044,single,ANImf,2098
Miranda_k141_7179370.fa,2099_0,0.050000000000000044,single,ANImf,2099
Miranda_k141_7191962.fa,2100_0,0.050000000000000044,single,ANImf,2100
Miranda_k141_7196267.fa,2101_0,0.050000000000000044,single,ANImf,2101
Miranda_k141_7214410.fa,2102_0,0.050000000000000044,single,ANImf,2102
Miranda_k141_7224612.fa,2103_0,0.050000000000000044,single,ANImf,2103
Miranda_k141_7376650.fa,2104_0,0.050000000000000044,single,ANImf,2104
Miranda_k141_7489654.fa,2105_0,0.050000000000000044,single,ANImf,2105
Miranda_k141_7497467.fa,2106_0,0.050000000000000044,single,ANImf,2106
Miranda_k141_7507359.fa,2107_0,0.050000000000000044,single,ANImf,2107
Miranda_k141_7573976.fa,2108_0,0.050000000000000044,single,ANImf,2108
Miranda_k141_7785635.fa,2109_0,0.050000000000000044,single,ANImf,2109
Miranda_k141_7785760.fa,2110_0,0.050000000000000044,single,ANImf,2110
Miranda_k141_7787200.fa,2111_0,0.050000000000000044,single,ANImf,2111
Miranda_k141_80991.fa,2112_0,0.050000000000000044,single,ANImf,2112
Miranda_k141_832185.fa,2113_0,0.050000000000000044,single,ANImf,2113
Miranda_k141_90697.fa,2114_0,0.050000000000000044,single,ANImf,2114
Miranda_k141_965778.fa,2115_0,0.050000000000000044,single,ANImf,2115
Miranda_k141_980639.fa,2116_0,0.050000000000000044,single,ANImf,2116
Rubio_Protillo_k141_1004712.fa,2117_0,0.050000000000000044,single,ANImf,2117
Rubio_Protillo_k141_1010397.fa,2118_0,0.050000000000000044,single,ANImf,2118
Rubio_Protillo_k141_1013471.fa,2119_0,0.050000000000000044,single,ANImf,2119
Rubio_Protillo_k141_1022032.fa,2120_0,0.050000000000000044,single,ANImf,2120
Rubio_Protillo_k141_1023013.fa,2121_0,0.050000000000000044,single,ANImf,2121
Rubio_Protillo_k141_104965.fa,2122_0,0.050000000000000044,single,ANImf,2122
Rubio_Protillo_k141_108176.fa,2123_0,0.050000000000000044,single,ANImf,2123
Rubio_Protillo_k141_1089431.fa,2124_0,0.050000000000000044,single,ANImf,2124
Rubio_Protillo_k141_109245.fa,2125_0,0.050000000000000044,single,ANImf,2125
Rubio_Protillo_k141_1094291.fa,2126_0,0.050000000000000044,single,ANImf,2126
Rubio_Protillo_k141_1101262.fa,2127_0,0.050000000000000044,single,ANImf,2127
Rubio_Protillo_k141_1118246.fa,2128_0,0.050000000000000044,single,ANImf,2128
Rubio_Protillo_k141_1122457.fa,2129_0,0.050000000000000044,single,ANImf,2129
Rubio_Protillo_k141_1134543.fa,2130_0,0.050000000000000044,single,ANImf,2130
Rubio_Protillo_k141_1139161.fa,2131_0,0.050000000000000044,single,ANImf,2131
Rubio_Protillo_k141_1142441.fa,2132_0,0.050000000000000044,single,ANImf,2132
Rubio_Protillo_k141_1168493.fa,2133_0,0.050000000000000044,single,ANImf,2133
Rubio_Protillo_k141_1197508.fa,2134_0,0.050000000000000044,single,ANImf,2134
Rubio_Protillo_k141_121204.fa,2135_0,0.050000000000000044,single,ANImf,2135
Rubio_Protillo_k141_1243328.fa,2136_0,0.050000000000000044,single,ANImf,2136
Rubio_Protillo_k141_1243610.fa,2137_0,0.050000000000000044,single,ANImf,2137
Rubio_Protillo_k141_1274666.fa,2138_0,0.050000000000000044,single,ANImf,2138
Rubio_Protillo_k141_1313254.fa,2139_0,0.050000000000000044,single,ANImf,2139
Rubio_Protillo_k141_1317261.fa,2140_0,0.050000000000000044,single,ANImf,2140
Rubio_Protillo_k141_1327315.fa,2141_0,0.050000000000000044,single,ANImf,2141
Rubio_Protillo_k141_1361114.fa,2142_0,0.050000000000000044,single,ANImf,2142
Rubio_Protillo_k141_1373071.fa,2143_0,0.050000000000000044,single,ANImf,2143
Rubio_Protillo_k141_1426496.fa,2144_0,0.050000000000000044,single,ANImf,2144
Rubio_Protillo_k141_1430906.fa,2145_0,0.050000000000000044,single,ANImf,2145
Rubio_Protillo_k141_1432922.fa,2146_0,0.050000000000000044,single,ANImf,2146
Rubio_Protillo_k141_1434047.fa,2147_0,0.050000000000000044,single,ANImf,2147
Rubio_Protillo_k141_1441503.fa,2148_0,0.050000000000000044,single,ANImf,2148
Rubio_Protillo_k141_1446369.fa,2149_0,0.050000000000000044,single,ANImf,2149
Rubio_Protillo_k141_1451964.fa,2150_0,0.050000000000000044,single,ANImf,2150
Rubio_Protillo_k141_1456845.fa,2151_0,0.050000000000000044,single,ANImf,2151
Rubio_Protillo_k141_1458819.fa,2152_0,0.050000000000000044,single,ANImf,2152
Rubio_Protillo_k141_1472661.fa,2153_0,0.050000000000000044,single,ANImf,2153
Rubio_Protillo_k141_1475713.fa,2154_0,0.050000000000000044,single,ANImf,2154
Rubio_Protillo_k141_1476974.fa,2155_0,0.050000000000000044,single,ANImf,2155
Rubio_Protillo_k141_1477215.fa,2156_0,0.050000000000000044,single,ANImf,2156
Rubio_Protillo_k141_1499570.fa,2157_0,0.050000000000000044,single,ANImf,2157
Rubio_Protillo_k141_1516981.fa,2158_0,0.050000000000000044,single,ANImf,2158
Rubio_Protillo_k141_1518784.fa,2159_0,0.050000000000000044,single,ANImf,2159
Rubio_Protillo_k141_1530118.fa,2160_0,0.050000000000000044,single,ANImf,2160
Rubio_Protillo_k141_1538914.fa,2161_0,0.050000000000000044,single,ANImf,2161
Rubio_Protillo_k141_1540370.fa,2162_0,0.050000000000000044,single,ANImf,2162
Rubio_Protillo_k141_15491.fa,2163_0,0.050000000000000044,single,ANImf,2163
Rubio_Protillo_k141_1551352.fa,2164_0,0.050000000000000044,single,ANImf,2164
Rubio_Protillo_k141_1572373.fa,2165_0,0.050000000000000044,single,ANImf,2165
Rubio_Protillo_k141_1600393.fa,2166_0,0.050000000000000044,single,ANImf,2166
Rubio_Protillo_k141_1626011.fa,2167_0,0.050000000000000044,single,ANImf,2167
Rubio_Protillo_k141_1632593.fa,2168_0,0.050000000000000044,single,ANImf,2168
Rubio_Protillo_k141_1657006.fa,2169_0,0.050000000000000044,single,ANImf,2169
Rubio_Protillo_k141_1668333.fa,2170_0,0.050000000000000044,single,ANImf,2170
Rubio_Protillo_k141_1672652.fa,2171_0,0.050000000000000044,single,ANImf,2171
Rubio_Protillo_k141_1679304.fa,2172_0,0.050000000000000044,single,ANImf,2172
Rubio_Protillo_k141_1693936.fa,2173_0,0.050000000000000044,single,ANImf,2173
Rubio_Protillo_k141_1704183.fa,2174_0,0.050000000000000044,single,ANImf,2174
Rubio_Protillo_k141_1727088.fa,2175_0,0.050000000000000044,single,ANImf,2175
Rubio_Protillo_k141_1739770.fa,2176_0,0.050000000000000044,single,ANImf,2176
Rubio_Protillo_k141_1767654.fa,2177_0,0.050000000000000044,single,ANImf,2177
Rubio_Protillo_k141_1768751.fa,2178_0,0.050000000000000044,single,ANImf,2178
Rubio_Protillo_k141_1770553.fa,2179_0,0.050000000000000044,single,ANImf,2179
Rubio_Protillo_k141_178975.fa,2180_0,0.050000000000000044,single,ANImf,2180
Rubio_Protillo_k141_1797266.fa,2181_0,0.050000000000000044,single,ANImf,2181
Rubio_Protillo_k141_1809352.fa,2182_0,0.050000000000000044,single,ANImf,2182
Rubio_Protillo_k141_1821304.fa,2183_0,0.050000000000000044,single,ANImf,2183
Rubio_Protillo_k141_1845665.fa,2184_0,0.050000000000000044,single,ANImf,2184
Rubio_Protillo_k141_1871369.fa,2185_0,0.050000000000000044,single,ANImf,2185
Rubio_Protillo_k141_1878188.fa,2186_0,0.050000000000000044,single,ANImf,2186
Rubio_Protillo_k141_1895123.fa,2187_0,0.050000000000000044,single,ANImf,2187
Rubio_Protillo_k141_1902370.fa,2188_0,0.050000000000000044,single,ANImf,2188
Rubio_Protillo_k141_19124.fa,2189_0,0.050000000000000044,single,ANImf,2189
Rubio_Protillo_k141_1935672.fa,2190_0,0.050000000000000044,single,ANImf,2190
Rubio_Protillo_k141_193922.fa,2191_0,0.050000000000000044,single,ANImf,2191
Rubio_Protillo_k141_1957448.fa,2192_0,0.050000000000000044,single,ANImf,2192
Rubio_Protillo_k141_2001471.fa,2193_0,0.050000000000000044,single,ANImf,2193
Rubio_Protillo_k141_2007426.fa,2194_0,0.050000000000000044,single,ANImf,2194
Rubio_Protillo_k141_2009787.fa,2195_0,0.050000000000000044,single,ANImf,2195
Rubio_Protillo_k141_2013656.fa,2196_0,0.050000000000000044,single,ANImf,2196
Rubio_Protillo_k141_2014917.fa,2197_0,0.050000000000000044,single,ANImf,2197
Rubio_Protillo_k141_2015518.fa,2198_0,0.050000000000000044,single,ANImf,2198
Rubio_Protillo_k141_2038333.fa,2199_0,0.050000000000000044,single,ANImf,2199
Rubio_Protillo_k141_2039128.fa,2200_0,0.050000000000000044,single,ANImf,2200
Rubio_Protillo_k141_2042504.fa,2201_0,0.050000000000000044,single,ANImf,2201
Rubio_Protillo_k141_2067407.fa,2202_0,0.050000000000000044,single,ANImf,2202
Rubio_Protillo_k141_2077784.fa,2203_0,0.050000000000000044,single,ANImf,2203
Rubio_Protillo_k141_2103492.fa,2204_0,0.050000000000000044,single,ANImf,2204
Rubio_Protillo_k141_2115269.fa,2205_0,0.050000000000000044,single,ANImf,2205
Rubio_Protillo_k141_2123491.fa,2206_0,0.050000000000000044,single,ANImf,2206
Rubio_Protillo_k141_2147556.fa,2207_0,0.050000000000000044,single,ANImf,2207
Rubio_Protillo_k141_2161082.fa,2208_0,0.050000000000000044,single,ANImf,2208
Rubio_Protillo_k141_2163823.fa,2209_0,0.050000000000000044,single,ANImf,2209
Rubio_Protillo_k141_2179672.fa,2210_0,0.050000000000000044,single,ANImf,2210
Rubio_Protillo_k141_2202263.fa,2211_0,0.050000000000000044,single,ANImf,2211
Rubio_Protillo_k141_2205208.fa,2212_0,0.050000000000000044,single,ANImf,2212
Rubio_Protillo_k141_2206594.fa,2213_0,0.050000000000000044,single,ANImf,2213
Rubio_Protillo_k141_2216247.fa,2214_0,0.050000000000000044,single,ANImf,2214
Rubio_Protillo_k141_222802.fa,2215_0,0.050000000000000044,single,ANImf,2215
Rubio_Protillo_k141_2270932.fa,2216_0,0.050000000000000044,single,ANImf,2216
Rubio_Protillo_k141_2274974.fa,2217_0,0.050000000000000044,single,ANImf,2217
Rubio_Protillo_k141_2291855.fa,2218_0,0.050000000000000044,single,ANImf,2218
Rubio_Protillo_k141_2305007.fa,2219_0,0.050000000000000044,single,ANImf,2219
Rubio_Protillo_k141_231213.fa,2220_0,0.050000000000000044,single,ANImf,2220
Rubio_Protillo_k141_2314724.fa,2221_0,0.050000000000000044,single,ANImf,2221
Rubio_Protillo_k141_2318151.fa,2222_0,0.050000000000000044,single,ANImf,2222
Rubio_Protillo_k141_2318470.fa,2223_0,0.050000000000000044,single,ANImf,2223
Rubio_Protillo_k141_2342094.fa,2224_0,0.050000000000000044,single,ANImf,2224
Rubio_Protillo_k141_2356988.fa,2225_0,0.050000000000000044,single,ANImf,2225
Rubio_Protillo_k141_2365314.fa,2226_0,0.050000000000000044,single,ANImf,2226
Rubio_Protillo_k141_2391772.fa,2227_0,0.050000000000000044,single,ANImf,2227
Rubio_Protillo_k141_2395399.fa,2228_0,0.050000000000000044,single,ANImf,2228
Rubio_Protillo_k141_240357.fa,2229_0,0.050000000000000044,single,ANImf,2229
Rubio_Protillo_k141_2414783.fa,2230_0,0.050000000000000044,single,ANImf,2230
Rubio_Protillo_k141_24330.fa,2231_0,0.050000000000000044,single,ANImf,2231
Rubio_Protillo_k141_2440986.fa,2232_0,0.050000000000000044,single,ANImf,2232
Rubio_Protillo_k141_2451523.fa,2233_0,0.050000000000000044,single,ANImf,2233
Rubio_Protillo_k141_2460448.fa,2234_0,0.050000000000000044,single,ANImf,2234
Rubio_Protillo_k141_2461236.fa,2235_0,0.050000000000000044,single,ANImf,2235
Rubio_Protillo_k141_2466884.fa,2236_0,0.050000000000000044,single,ANImf,2236
Rubio_Protillo_k141_2487561.fa,2237_0,0.050000000000000044,single,ANImf,2237
Rubio_Protillo_k141_2497758.fa,2238_0,0.050000000000000044,single,ANImf,2238
Rubio_Protillo_k141_250817.fa,2239_0,0.050000000000000044,single,ANImf,2239
Rubio_Protillo_k141_2546344.fa,2240_0,0.050000000000000044,single,ANImf,2240
Rubio_Protillo_k141_2575432.fa,2241_0,0.050000000000000044,single,ANImf,2241
Rubio_Protillo_k141_2575742.fa,2242_0,0.050000000000000044,single,ANImf,2242
Rubio_Protillo_k141_2577218.fa,2243_0,0.050000000000000044,single,ANImf,2243
Rubio_Protillo_k141_2584028.fa,2244_0,0.050000000000000044,single,ANImf,2244
Rubio_Protillo_k141_2587524.fa,2245_0,0.050000000000000044,single,ANImf,2245
Rubio_Protillo_k141_2596479.fa,2246_0,0.050000000000000044,single,ANImf,2246
Rubio_Protillo_k141_260244.fa,2247_0,0.050000000000000044,single,ANImf,2247
Rubio_Protillo_k141_2614248.fa,2248_0,0.050000000000000044,single,ANImf,2248
Rubio_Protillo_k141_2632045.fa,2249_0,0.050000000000000044,single,ANImf,2249
Rubio_Protillo_k141_2644060.fa,2250_0,0.050000000000000044,single,ANImf,2250
Rubio_Protillo_k141_2653402.fa,2251_0,0.050000000000000044,single,ANImf,2251
Rubio_Protillo_k141_2653662.fa,2252_0,0.050000000000000044,single,ANImf,2252
Rubio_Protillo_k141_26621.fa,2253_0,0.050000000000000044,single,ANImf,2253
Rubio_Protillo_k141_2667678.fa,2254_0,0.050000000000000044,single,ANImf,2254
Rubio_Protillo_k141_2673345.fa,2255_0,0.050000000000000044,single,ANImf,2255
Rubio_Protillo_k141_2676400.fa,2256_0,0.050000000000000044,single,ANImf,2256
Rubio_Protillo_k141_2683968.fa,2257_0,0.050000000000000044,single,ANImf,2257
Rubio_Protillo_k141_2725383.fa,2258_0,0.050000000000000044,single,ANImf,2258
Rubio_Protillo_k141_2736859.fa,2259_0,0.050000000000000044,single,ANImf,2259
Rubio_Protillo_k141_2737468.fa,2260_0,0.050000000000000044,single,ANImf,2260
Rubio_Protillo_k141_2792870.fa,2261_0,0.050000000000000044,single,ANImf,2261
Rubio_Protillo_k141_280254.fa,2262_0,0.050000000000000044,single,ANImf,2262
Rubio_Protillo_k141_2827307.fa,2263_0,0.050000000000000044,single,ANImf,2263
Rubio_Protillo_k141_2843357.fa,2264_0,0.050000000000000044,single,ANImf,2264
Rubio_Protillo_k141_2862733.fa,2265_0,0.050000000000000044,single,ANImf,2265
Rubio_Protillo_k141_287046.fa,2266_0,0.050000000000000044,single,ANImf,2266
Rubio_Protillo_k141_2873461.fa,2267_0,0.050000000000000044,single,ANImf,2267
Rubio_Protillo_k141_2920545.fa,2268_0,0.050000000000000044,single,ANImf,2268
Rubio_Protillo_k141_2932906.fa,2269_0,0.050000000000000044,single,ANImf,2269
Rubio_Protillo_k141_2933152.fa,2270_0,0.050000000000000044,single,ANImf,2270
Rubio_Protillo_k141_2940770.fa,2271_0,0.050000000000000044,single,ANImf,2271
Rubio_Protillo_k141_2955961.fa,2272_0,0.050000000000000044,single,ANImf,2272
Rubio_Protillo_k141_2970767.fa,2273_0,0.050000000000000044,single,ANImf,2273
Rubio_Protillo_k141_2972087.fa,2274_0,0.050000000000000044,single,ANImf,2274
Rubio_Protillo_k141_2973221.fa,2275_0,0.050000000000000044,single,ANImf,2275
Rubio_Protillo_k141_298162.fa,2276_0,0.050000000000000044,single,ANImf,2276
Rubio_Protillo_k141_2996224.fa,2277_0,0.050000000000000044,single,ANImf,2277
Rubio_Protillo_k141_3007131.fa,2278_0,0.050000000000000044,single,ANImf,2278
Rubio_Protillo_k141_3087821.fa,2279_0,0.050000000000000044,single,ANImf,2279
Rubio_Protillo_k141_309800.fa,2280_0,0.050000000000000044,single,ANImf,2280
Rubio_Protillo_k141_310341.fa,2281_0,0.050000000000000044,single,ANImf,2281
Rubio_Protillo_k141_3132317.fa,2282_0,0.050000000000000044,single,ANImf,2282
Rubio_Protillo_k141_3145898.fa,2283_0,0.050000000000000044,single,ANImf,2283
Rubio_Protillo_k141_3146516.fa,2284_0,0.050000000000000044,single,ANImf,2284
Rubio_Protillo_k141_3147401.fa,2285_0,0.050000000000000044,single,ANImf,2285
Rubio_Protillo_k141_3150099.fa,2286_0,0.050000000000000044,single,ANImf,2286
Rubio_Protillo_k141_3152636.fa,2287_0,0.050000000000000044,single,ANImf,2287
Rubio_Protillo_k141_3181746.fa,2288_0,0.050000000000000044,single,ANImf,2288
Rubio_Protillo_k141_3195402.fa,2289_0,0.050000000000000044,single,ANImf,2289
Rubio_Protillo_k141_321266.fa,2290_0,0.050000000000000044,single,ANImf,2290
Rubio_Protillo_k141_3220516.fa,2291_0,0.050000000000000044,single,ANImf,2291
Rubio_Protillo_k141_3243786.fa,2292_0,0.050000000000000044,single,ANImf,2292
Rubio_Protillo_k141_3246627.fa,2293_0,0.050000000000000044,single,ANImf,2293
Rubio_Protillo_k141_3247586.fa,2294_0,0.050000000000000044,single,ANImf,2294
