genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
Ettinger_c_000001490782.fa,3.0618240955943086,NA,NA,NA,NA,NA,1581_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001493380.fa,3.248684573077143,NA,NA,NA,NA,NA,1582_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001498139.fa,3.0796678026753224,NA,NA,NA,NA,NA,1583_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001498828.fa,3.3459187910288914,NA,NA,NA,NA,NA,1584_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001521375.fa,3.0653597554092142,NA,NA,NA,NA,NA,1585_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001539358.fa,3.757834078820702,NA,NA,NA,NA,NA,1586_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001554881.fa,3.0902066275747107,NA,NA,NA,NA,NA,1587_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001572627.fa,3.1732961726453137,NA,NA,NA,NA,NA,1588_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001578124.fa,3.1933271299920465,NA,NA,NA,NA,NA,1589_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001581803.fa,3.1202965181977644,NA,NA,NA,NA,NA,1590_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001593849.fa,3.3333916972971283,NA,NA,NA,NA,NA,1591_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001593857.fa,3.065275906681875,NA,NA,NA,NA,NA,1592_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001600011.fa,3.2064582852404566,NA,NA,NA,NA,NA,1593_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001601535.fa,3.1652442853272547,NA,NA,NA,NA,NA,1594_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001611250.fa,3.3269670381470915,NA,NA,NA,NA,NA,1595_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001612828.fa,3.361266330288116,NA,NA,NA,NA,NA,1596_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001620944.fa,3.050954398406458,NA,NA,NA,NA,NA,1597_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001640380.fa,3.280653247179221,NA,NA,NA,NA,NA,1598_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001648597.fa,3.0514740966917326,NA,NA,NA,NA,NA,1599_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001661256.fa,3.26940113035756,NA,NA,NA,NA,NA,1600_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001666552.fa,3.62348661058725,NA,NA,NA,NA,NA,1601_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001678367.fa,3.6426541078195958,NA,NA,NA,NA,NA,1602_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001695722.fa,3.1587341086023644,NA,NA,NA,NA,NA,1603_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001697951.fa,3.1453088613853812,NA,NA,NA,NA,NA,1604_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001709245.fa,3.06292154554456,NA,NA,NA,NA,NA,1605_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001712064.fa,3.499401252996221,NA,NA,NA,NA,NA,1606_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001725969.fa,3.07234587626988,NA,NA,NA,NA,NA,1607_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001726817.fa,3.0981697987660173,NA,NA,NA,NA,NA,1608_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001742291.fa,3.186149586088531,NA,NA,NA,NA,NA,1609_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001742660.fa,3.0686172925194413,NA,NA,NA,NA,NA,1610_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001743182.fa,3.3616691124006106,NA,NA,NA,NA,NA,1611_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001752641.fa,3.0963780880482723,NA,NA,NA,NA,NA,1612_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001753533.fa,3.383406966873917,NA,NA,NA,NA,NA,1613_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001768041.fa,3.3172890894311307,NA,NA,NA,NA,NA,1614_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001772461.fa,3.1065999762927814,NA,NA,NA,NA,NA,1615_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001783663.fa,3.052727472689829,NA,NA,NA,NA,NA,1616_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001790261.fa,3.3441574807696908,NA,NA,NA,NA,NA,1617_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001819376.fa,3.1131831879675764,NA,NA,NA,NA,NA,1618_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001827963.fa,3.3841319323278283,NA,NA,NA,NA,NA,1619_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001831247.fa,3.5463760540124003,NA,NA,NA,NA,NA,1620_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001852374.fa,3.1626385106184927,NA,NA,NA,NA,NA,1621_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001860385.fa,3.3392320959227617,NA,NA,NA,NA,NA,1622_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001868293.fa,3.1827398382608845,NA,NA,NA,NA,NA,1623_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001895029.fa,3.160825310054965,NA,NA,NA,NA,NA,1624_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001920886.fa,3.37349960843175,NA,NA,NA,NA,NA,1625_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001922815.fa,3.1349335749367166,NA,NA,NA,NA,NA,1626_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001923409.fa,3.734207809023114,NA,NA,NA,NA,NA,1627_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001923423.fa,3.0774719270212776,NA,NA,NA,NA,NA,1628_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001928362.fa,3.2234776434529935,NA,NA,NA,NA,NA,1629_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001948800.fa,3.1282755220866014,NA,NA,NA,NA,NA,1630_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001953769.fa,3.4404581806522856,NA,NA,NA,NA,NA,1631_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001955599.fa,3.0933229735745758,NA,NA,NA,NA,NA,1632_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001958102.fa,3.248051951724344,NA,NA,NA,NA,NA,1633_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001959273.fa,3.19674801363064,NA,NA,NA,NA,NA,1634_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001965357.fa,3.120370390367003,NA,NA,NA,NA,NA,1635_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001977022.fa,3.1517470739463658,NA,NA,NA,NA,NA,1636_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001991918.fa,3.1016926417980373,NA,NA,NA,NA,NA,1637_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002001840.fa,3.3995883205624624,NA,NA,NA,NA,NA,1638_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002006582.fa,3.291446860345647,NA,NA,NA,NA,NA,1639_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002019294.fa,3.1310591230013185,NA,NA,NA,NA,NA,1640_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002027994.fa,3.1812977965976232,NA,NA,NA,NA,NA,1641_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002051851.fa,3.3984995702838368,NA,NA,NA,NA,NA,1642_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002056564.fa,3.0525979807199084,NA,NA,NA,NA,NA,1643_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002063505.fa,3.12298474462793,NA,NA,NA,NA,NA,1644_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002066477.fa,3.152810890916915,NA,NA,NA,NA,NA,1645_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002077076.fa,3.4186958776382297,NA,NA,NA,NA,NA,1646_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002080369.fa,3.2131912018704685,NA,NA,NA,NA,NA,1647_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002093119.fa,3.1491279277264668,NA,NA,NA,NA,NA,1648_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002096113.fa,3.0818526313956287,NA,NA,NA,NA,NA,1649_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002096158.fa,3.1341471331544484,NA,NA,NA,NA,NA,1650_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002096599.fa,3.0542783722001623,NA,NA,NA,NA,NA,1651_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002098056.fa,3.2389565925263986,NA,NA,NA,NA,NA,1652_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002104760.fa,3.0526843129897294,NA,NA,NA,NA,NA,1653_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002107353.fa,3.1073237053692835,NA,NA,NA,NA,NA,1654_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002113992.fa,3.0902066275747107,NA,NA,NA,NA,NA,1655_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002117161.fa,3.2288043456553788,NA,NA,NA,NA,NA,1656_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002119211.fa,3.1247433209410023,NA,NA,NA,NA,NA,1657_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002126830.fa,3.2745071647270767,NA,NA,NA,NA,NA,1658_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002140092.fa,3.8209918466725616,NA,NA,NA,NA,NA,1659_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002148135.fa,3.653988314428608,NA,NA,NA,NA,NA,1660_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002149558.fa,3.080882953109666,NA,NA,NA,NA,NA,1661_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002170781.fa,3.2622941666623517,NA,NA,NA,NA,NA,1662_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002174266.fa,3.0798705640039525,NA,NA,NA,NA,NA,1663_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002175317.fa,3.145936102180785,NA,NA,NA,NA,NA,1664_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002183438.fa,3.183602770510161,NA,NA,NA,NA,NA,1665_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002184204.fa,3.081650793551264,NA,NA,NA,NA,NA,1666_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002187680.fa,3.2525428047939213,NA,NA,NA,NA,NA,1667_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002191853.fa,3.0774719270212776,NA,NA,NA,NA,NA,1668_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002198816.fa,3.3425661709640124,NA,NA,NA,NA,NA,1669_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002251404.fa,3.119557104582695,NA,NA,NA,NA,NA,1670_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002252740.fa,3.33856219839382,NA,NA,NA,NA,NA,1671_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002261605.fa,3.3399900660543187,NA,NA,NA,NA,NA,1672_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002273781.fa,3.097547433078635,NA,NA,NA,NA,NA,1673_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002274456.fa,3.5146385590950335,NA,NA,NA,NA,NA,1674_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002275131.fa,3.1614641515866535,NA,NA,NA,NA,NA,1675_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002292985.fa,3.066490131620828,NA,NA,NA,NA,NA,1676_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002296974.fa,3.063721778051063,NA,NA,NA,NA,NA,1677_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002314019.fa,3.7172754629668283,NA,NA,NA,NA,NA,1678_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002329755.fa,3.0545363178513227,NA,NA,NA,NA,NA,1679_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002339837.fa,3.2247573763106603,NA,NA,NA,NA,NA,1680_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002355603.fa,3.191731894767141,NA,NA,NA,NA,NA,1681_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002374920.fa,3.2267277576441886,NA,NA,NA,NA,NA,1682_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002375913.fa,3.067700971224117,NA,NA,NA,NA,NA,1683_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002386214.fa,3.100689027758881,NA,NA,NA,NA,NA,1684_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002388914.fa,3.612709111681236,NA,NA,NA,NA,NA,1685_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002397552.fa,3.054665233247877,NA,NA,NA,NA,NA,1686_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002403760.fa,3.093676585602717,NA,NA,NA,NA,NA,1687_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002411528.fa,3.1495079937279646,NA,NA,NA,NA,NA,1688_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002431730.fa,3.951953908007793,NA,NA,NA,NA,NA,1689_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002443959.fa,3.310142969088207,NA,NA,NA,NA,NA,1690_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002466019.fa,3.3236955879300916,NA,NA,NA,NA,NA,1691_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002474358.fa,3.3582228192210213,NA,NA,NA,NA,NA,1692_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002506750.fa,3.1547260441099745,NA,NA,NA,NA,NA,1693_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002507072.fa,3.0883021721995245,NA,NA,NA,NA,NA,1694_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002528677.fa,3.2287180191057683,NA,NA,NA,NA,NA,1695_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002534219.fa,3.274740190060544,NA,NA,NA,NA,NA,1696_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002536912.fa,3.1348621390484217,NA,NA,NA,NA,NA,1697_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002541435.fa,3.0718092770223397,NA,NA,NA,NA,NA,1698_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002547614.fa,3.054665233247877,NA,NA,NA,NA,NA,1699_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002561601.fa,3.070692678682028,NA,NA,NA,NA,NA,1700_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002597069.fa,3.3824384599156048,NA,NA,NA,NA,NA,1701_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002599501.fa,3.4750938339654427,NA,NA,NA,NA,NA,1702_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002602201.fa,3.100031562368401,NA,NA,NA,NA,NA,1703_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002603462.fa,3.4700878331872183,NA,NA,NA,NA,NA,1704_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002617246.fa,3.0611050298159794,NA,NA,NA,NA,NA,1705_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002628235.fa,3.0953229787866574,NA,NA,NA,NA,NA,1706_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002635804.fa,3.187005776429099,NA,NA,NA,NA,NA,1707_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002650947.fa,3.06815937354091,NA,NA,NA,NA,NA,1708_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002669373.fa,3.065108160645837,NA,NA,NA,NA,NA,1709_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002685134.fa,3.0937158580612065,NA,NA,NA,NA,NA,1710_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002686304.fa,3.196933834562764,NA,NA,NA,NA,NA,1711_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002688985.fa,3.683730972885361,NA,NA,NA,NA,NA,1712_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002698573.fa,3.0760836208009867,NA,NA,NA,NA,NA,1713_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002704483.fa,3.1948543072529287,NA,NA,NA,NA,NA,1714_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002727129.fa,3.082820149438564,NA,NA,NA,NA,NA,1715_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002727263.fa,3.1071333672490864,NA,NA,NA,NA,NA,1716_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002732672.fa,3.1846232896624374,NA,NA,NA,NA,NA,1717_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002733736.fa,3.093951418263276,NA,NA,NA,NA,NA,1718_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002753131.fa,3.26793116878578,NA,NA,NA,NA,NA,1719_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002762188.fa,3.118408519778161,NA,NA,NA,NA,NA,1720_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002764315.fa,3.3592894106552564,NA,NA,NA,NA,NA,1721_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002766170.fa,3.085429738184548,NA,NA,NA,NA,NA,1722_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002788338.fa,3.6067847823070256,NA,NA,NA,NA,NA,1723_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002792840.fa,3.3714119979740067,NA,NA,NA,NA,NA,1724_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002833845.fa,3.0930084098799515,NA,NA,NA,NA,NA,1725_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002838487.fa,3.1400816180388214,NA,NA,NA,NA,NA,1726_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002848494.fa,4.071900132744867,NA,NA,NA,NA,NA,1727_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002858716.fa,3.9195309276992183,NA,NA,NA,NA,NA,1728_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002867124.fa,3.0503906892499097,NA,NA,NA,NA,NA,1729_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002867900.fa,3.1204811750660184,NA,NA,NA,NA,NA,1730_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002873553.fa,3.122543985643648,NA,NA,NA,NA,NA,1731_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002873686.fa,3.11352099968999,NA,NA,NA,NA,NA,1732_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002875712.fa,3.063721778051063,NA,NA,NA,NA,NA,1733_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002878401.fa,3.123315020560628,NA,NA,NA,NA,NA,1734_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002887137.fa,3.079343187519106,NA,NA,NA,NA,NA,1735_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002906638.fa,3.310190683269963,NA,NA,NA,NA,NA,1736_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002916433.fa,3.1333951078896503,NA,NA,NA,NA,NA,1737_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002937225.fa,3.2906989791863084,NA,NA,NA,NA,NA,1738_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002947244.fa,3.2739629522191924,NA,NA,NA,NA,NA,1739_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002952918.fa,3.923535660952812,NA,NA,NA,NA,NA,1740_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002956506.fa,3.0902462150577064,NA,NA,NA,NA,NA,1741_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002968131.fa,3.0946965171101937,NA,NA,NA,NA,NA,1742_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002975310.fa,3.055437923050822,NA,NA,NA,NA,NA,1743_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002982533.fa,3.4478531410886086,NA,NA,NA,NA,NA,1744_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002992281.fa,3.1504394752791076,NA,NA,NA,NA,NA,1745_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002992320.fa,3.2416186633694686,NA,NA,NA,NA,NA,1746_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002993792.fa,3.0597057883905183,NA,NA,NA,NA,NA,1747_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003000618.fa,3.4928402249638832,NA,NA,NA,NA,NA,1748_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003000765.fa,3.0713547130814227,NA,NA,NA,NA,NA,1749_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003011323.fa,3.1560208191402688,NA,NA,NA,NA,NA,1750_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003011522.fa,3.205609283678915,NA,NA,NA,NA,NA,1751_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003012928.fa,3.3020273296527862,NA,NA,NA,NA,NA,1752_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003021214.fa,3.155578304052037,NA,NA,NA,NA,NA,1753_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003037152.fa,3.0614858599994053,NA,NA,NA,NA,NA,1754_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003047182.fa,3.1065237240791,NA,NA,NA,NA,NA,1755_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003049356.fa,3.0867087215698854,NA,NA,NA,NA,NA,1756_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003054360.fa,3.3142273477562325,NA,NA,NA,NA,NA,1757_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003057289.fa,3.104421524462536,NA,NA,NA,NA,NA,1758_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003064593.fa,3.377215849106362,NA,NA,NA,NA,NA,1759_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003071150.fa,3.050130268805227,NA,NA,NA,NA,NA,1760_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003071526.fa,3.216015456323775,NA,NA,NA,NA,NA,1761_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003085927.fa,3.2809850717135536,NA,NA,NA,NA,NA,1762_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003092791.fa,3.209988050381986,NA,NA,NA,NA,NA,1763_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003108953.fa,3.0812064198274616,NA,NA,NA,NA,NA,1764_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003121283.fa,3.0879441552030986,NA,NA,NA,NA,NA,1765_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003132980.fa,3.0642264293892296,NA,NA,NA,NA,NA,1766_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003137408.fa,3.1668069159623435,NA,NA,NA,NA,NA,1767_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003156002.fa,3.5425089561075804,NA,NA,NA,NA,NA,1768_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003160740.fa,3.2000192019151488,NA,NA,NA,NA,NA,1769_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003176212.fa,3.504021205702601,NA,NA,NA,NA,NA,1770_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003176774.fa,3.227507642194916,NA,NA,NA,NA,NA,1771_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003193824.fa,3.145169351431755,NA,NA,NA,NA,NA,1772_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003212637.fa,3.075387799890408,NA,NA,NA,NA,NA,1773_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003221542.fa,3.197552664080268,NA,NA,NA,NA,NA,1774_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003227906.fa,3.1416669575956844,NA,NA,NA,NA,NA,1775_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003245629.fa,3.069988159591285,NA,NA,NA,NA,NA,1776_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003249545.fa,3.197552664080268,NA,NA,NA,NA,NA,1777_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003250691.fa,3.0701954897531945,NA,NA,NA,NA,NA,1778_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003252485.fa,3.081165999660658,NA,NA,NA,NA,NA,1779_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003269451.fa,3.146910013008056,NA,NA,NA,NA,NA,1780_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003275392.fa,3.1066380973796517,NA,NA,NA,NA,NA,1781_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003280018.fa,3.1373199122064013,NA,NA,NA,NA,NA,1782_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003296161.fa,3.1411039440902857,NA,NA,NA,NA,NA,1783_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003318708.fa,3.1679669354917666,NA,NA,NA,NA,NA,1784_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003322655.fa,3.1762937906932662,NA,NA,NA,NA,NA,1785_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003330497.fa,3.3762948878184886,NA,NA,NA,NA,NA,1786_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003335104.fa,3.605300054669642,NA,NA,NA,NA,NA,1787_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003361038.fa,3.0677843530966777,NA,NA,NA,NA,NA,1788_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003361575.fa,3.244847219631444,NA,NA,NA,NA,NA,1789_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003404803.fa,3.1083880599933327,NA,NA,NA,NA,NA,1790_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003406435.fa,3.059450895798694,NA,NA,NA,NA,NA,1791_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003436657.fa,3.435373872816232,NA,NA,NA,NA,NA,1792_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003456140.fa,3.806339378444021,NA,NA,NA,NA,NA,1793_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003484461.fa,3.3394105608859883,NA,NA,NA,NA,NA,1794_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003490259.fa,3.081085148039482,NA,NA,NA,NA,NA,1795_0,NA,NA,1,NA,NA,NA,NA
