user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Bin_METABAT__206_sub-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanomicrobium;s__	N/A	N/A	N/A	N/A	N/A	GCF_009833495.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanomicrobium;s__Oceanomicrobium pacificus	75.78	0.047	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanomicrobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	47.8	11	0.90603	N/A
Bin_METABAT__210_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__R2A130;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__R2A130;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.1	11	0.93125	N/A
Bin_METABAT__211-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__	ANI	classification based on placement in class-level tree	GCF_014192335.1, s__Rhodopirellula rubra, 95.0, 76.84, 0.084; GCF_001027925.1, s__Rhodopirellula islandica, 95.0, 76.81, 0.077; GCF_007859915.1, s__Rhodopirellula pilleata, 95.0, 76.81, 0.093; GCF_002727185.1, s__Rhodopirellula bahusiensis, 95.0, 76.72, 0.081; GCF_000196115.1, s__Rhodopirellula baltica, 95.0, 76.64, 0.081; GCF_000338295.1, s__Rhodopirellula europaea, 95.0, 76.5, 0.079; GCF_007859855.1, s__Rhodopirellula solitaria, 95.0, 76.4, 0.053; GCA_007860105.1, s__Rhodopirellula sp007860105, 95.0, 76.37, 0.042; GCF_000346505.1, s__Rhodopirellula sallentina, 95.0, 76.1, 0.078	71.64	11	0.95762	N/A
Bin_METABAT__212_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	92.22	11	0.9004	N/A
Bin_METABAT__218_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_000621125.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter antarcticus	79.26	0.498	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001913155.1, s__Maribacter hydrothermalis, 95.0, 77.69, 0.191; GCF_003970695.1, s__Maribacter sp002742365, 95.0, 77.6, 0.237; GCF_900109345.1, s__Maribacter orientalis, 95.0, 77.48, 0.178; GCA_011050675.1, s__Maribacter sp011050675, 95.0, 77.38, 0.179; GCF_001020565.1, s__Maribacter thermophilus, 95.0, 77.34, 0.185; GCF_004364165.1, s__Maribacter spongiicola, 95.0, 77.31, 0.188; GCF_005771495.1, s__Maribacter sp005771495, 95.0, 77.3, 0.164; GCF_004364175.1, s__Maribacter caenipelagi, 95.0, 77.28, 0.172; GCF_003933245.1, s__Maribacter algicola, 95.0, 77.27, 0.125; GCF_900142175.1, s__Maribacter aquivivus, 95.0, 77.24, 0.192; GCF_900155985.1, s__Maribacter ulvicola, 95.0, 77.23, 0.175; GCF_001447995.1, s__Maribacter dokdonensis, 95.0, 77.19, 0.182; GCF_000744105.1, s__Maribacter forsetii, 95.0, 77.18, 0.185; GCF_003075045.1, s__Maribacter litoralis, 95.0, 77.14, 0.198; GCF_900112245.1, s__Maribacter stanieri, 95.0, 77.13, 0.189; GCF_900167935.1, s__Maribacter arcticus, 95.0, 77.11, 0.19; GCF_900188415.1, s__Maribacter sedimenticola, 95.0, 77.04, 0.187; GCF_002269385.1, s__Maribacter cobaltidurans, 95.0, 77.02, 0.14; GCF_008386635.1, s__Maribacter flavus, 95.0, 76.99, 0.139; GCF_018100785.1, s__Maribacter sp018100785, 95.0, 76.95, 0.186; GCA_905479535.1, s__Maribacter sp905479535, 95.0, 76.95, 0.143; GCF_002742265.1, s__Maribacter sp002742265, 95.0, 76.87, 0.15	88.52	11	0.98258	N/A
Bin_METABAT__219-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	ANI	classification based on placement in class-level tree	GCF_000014045.1, s__Roseobacter denitrificans, 95.0, 77.86, 0.288; GCF_000154785.2, s__Roseobacter litoralis, 95.0, 77.85, 0.311; GCF_014337925.1, s__Roseobacter litoralis_A, 95.0, 77.5, 0.234; GCF_015644665.1, s__Roseobacter sp015644665, 95.0, 77.19, 0.278; GCF_012932215.1, s__Roseobacter ponti, 95.0, 77.17, 0.259; GCF_009811755.1, s__Roseobacter cerasinus, 95.0, 76.96, 0.216	78.4	11	0.98357	N/A
Bin_METABAT__220_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	ANI	classification based on placement in class-level tree	GCF_002215215.1, s__Granulosicoccus antarcticus, 95.0, 76.44, 0.088; GCA_013002205.1, s__Granulosicoccus sp013002205, 95.0, 76.32, 0.074; GCA_002746645.1, s__Granulosicoccus sp002746645, 95.0, 75.43, 0.028	75.89	11	0.93434	N/A
Bin_METABAT__224_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA1858;s__	N/A	N/A	N/A	N/A	N/A	GCA_002338385.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA1858;s__UBA1858 sp002338385	76.32	0.045	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA1858;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	95.14	11	0.90902	N/A
Bin_METABAT__232_1-contigs.cleaned	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__SZUA-35;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__SZUA-35;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	76.79	11	0.84821	N/A
Bin_METABAT__236_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.28	11	0.87223	N/A
Bin_METABAT__240_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__	N/A	N/A	N/A	N/A	N/A	GCF_003058085.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia sediminilitoris	77.56	0.227	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900143545.1, s__Yoonia sp900143545, 95.0, 77.58, 0.219; GCF_900115105.1, s__Yoonia tamlensis, 95.0, 77.38, 0.23; GCF_000169435.1, s__Yoonia sp000169435, 95.0, 77.36, 0.222; GCF_900156505.1, s__Yoonia rosea, 95.0, 77.32, 0.24; GCF_001419985.1, s__Yoonia sp001419985, 95.0, 77.31, 0.228; GCF_002797915.1, s__Yoonia maricola, 95.0, 77.3, 0.205; GCF_003318235.1, s__Yoonia sp003318235, 95.0, 77.27, 0.177; GCA_017390475.1, s__Yoonia sp017390475, 95.0, 77.25, 0.189; GCF_000152785.1, s__Yoonia vestfoldensis_A, 95.0, 77.22, 0.241; GCF_003201935.1, s__Yoonia sp003201935, 95.0, 77.21, 0.206; GCF_002158905.1, s__Yoonia vestfoldensis_B, 95.0, 77.21, 0.209; GCA_018402175.1, s__Yoonia sp018402175, 95.0, 77.17, 0.24; GCA_017854565.1, s__Yoonia sp017854565, 95.0, 77.14, 0.223; GCF_900114675.1, s__Yoonia litorea, 95.0, 77.08, 0.153; GCA_003551805.1, s__Yoonia sp003551805, 95.0, 77.08, 0.203; GCF_000382265.1, s__Yoonia vestfoldensis, 95.0, 77.04, 0.177; GCF_003003285.1, s__Yoonia maritima, 95.0, 77.01, 0.151; GCF_002933395.1, s__Yoonia maritima_A, 95.0, 77.01, 0.141; GCA_017854415.1, s__Yoonia sp017854415, 95.0, 76.99, 0.219; GCA_014859355.1, s__Yoonia sp014859355, 95.0, 76.99, 0.245; GCF_000967725.1, s__Yoonia sp000967725, 95.0, 76.96, 0.163; GCA_905182645.1, s__Yoonia sp905182645, 95.0, 76.64, 0.153; GCF_014199395.1, s__Yoonia ponticola, 95.0, 76.63, 0.112; GCA_002378665.1, s__Yoonia sp002378665, 95.0, 76.62, 0.132	77.98	11	0.98204	N/A
Bin_METABAT__242_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__RZ26;s__	N/A	N/A	N/A	N/A	N/A	GCF_005885635.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__RZ26;s__RZ26 sp005885635	79.45	0.457	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__RZ26;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003232155.1, s__RZ26 sp003232155, 95.0, 78.01, 0.295	75.32	11	0.97812	N/A
Bin_METABAT__243-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCF_016751895.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Sarmatiella;s__Sarmatiella mevalonica	80.72	0.017	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	88.46	11	0.84162	N/A
Bin_METABAT__245_sub-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	70.39	11	0.83651	N/A
Bin_METABAT__247_1-contigs.cleaned	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Bog-1112;g__JABSRF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013215275.1	95.0	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Bog-1112;g__JABSRF01;s__JABSRF01 sp013215275	78.91	0.337	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Bog-1112;g__JABSRF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	86.04	11	0.96211	N/A
Bin_METABAT__248_1-contigs.cleaned	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__	ANI	classification based on placement in class-level tree	GCA_002390675.1, s__UBA4427 sp002390675, 95.0, 77.06, 0.183; GCA_002719955.1, s__UBA4427 sp002719955, 95.0, 76.99, 0.153; GCA_002709835.1, s__UBA4427 sp002709835, 95.0, 76.91, 0.221; GCA_011051925.1, s__UBA4427 sp011051925, 95.0, 76.82, 0.182; GCA_012959805.1, s__UBA4427 sp012959805, 95.0, 76.76, 0.127	92.91	11	0.90183	N/A
Bin_METABAT__252_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseicyclus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000013565.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseicyclus;s__Roseicyclus sp000013565	82.82	0.759	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseicyclus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019195455.1, s__Roseicyclus sp001650845, 95.0, 80.85, 0.646; GCA_015689645.1, s__Roseicyclus sp015689645, 95.0, 78.59, 0.415; GCA_016763475.1, s__Roseicyclus sp016763475, 95.0, 78.14, 0.441; GCA_015689745.1, s__Roseicyclus sp015689745, 95.0, 77.56, 0.275; GCF_012395815.1, s__Roseicyclus sp012395815, 95.0, 77.38, 0.312; GCF_000590925.1, s__Roseicyclus elongatus, 95.0, 77.38, 0.257; GCA_018401965.1, s__Roseicyclus sp018401965, 95.0, 77.36, 0.307; GCA_001314805.1, s__Roseicyclus sp001314805, 95.0, 77.31, 0.269; GCF_003148775.1, s__Roseicyclus mahoneyensis, 95.0, 77.22, 0.276; GCA_018401055.1, s__Roseicyclus sp018401055, 95.0, 77.16, 0.246; GCA_018402035.1, s__Roseicyclus sp018402035, 95.0, 76.83, 0.23; GCA_015689735.1, s__Roseicyclus sp015689735, 95.0, 76.67, 0.204	71.84	11	0.99507	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__256_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJQQY01;s__	N/A	N/A	N/A	N/A	N/A	GCA_905480595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJQQY01;s__CAJQQY01 sp905480595	75.45	0.042	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJQQY01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	84.65	11	0.87125	N/A
Bin_METABAT__259-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.87	11	0.93236	N/A
Bin_METABAT__261-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__TFI-002;s__	N/A	N/A	N/A	N/A	N/A	GCA_900230115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__TFI-002;s__TFI-002 sp900230115	76.7	0.135	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__TFI-002;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	76.87	11	0.95816	N/A
Bin_METABAT__264_sub_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJQQY01;s__	N/A	N/A	N/A	N/A	N/A	GCA_905480595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJQQY01;s__CAJQQY01 sp905480595	83.14	0.711	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJQQY01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	80.62	11	0.98254	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__271_1-contigs.cleaned	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__MED-G138;s__	N/A	N/A	N/A	N/A	N/A	GCA_004213565.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__MED-G138;s__MED-G138 sp004213565	77.79	0.346	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__MED-G138;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.19	11	0.86429	N/A
Bin_METABAT__273-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Aureliella;s__	N/A	N/A	N/A	N/A	N/A	GCA_002862265.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Aureliella;s__Aureliella sp002862265	75.62	0.036	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Aureliella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_007752135.1, s__Aureliella helgolandensis, 95.0, 76.09, 0.032; GCA_003695565.1, s__Aureliella sp003695565, 95.0, 75.62, 0.023; GCA_005798335.1, s__Aureliella sp005798335, 95.0, 74.66, 0.01	79.03	11	0.94404	N/A
Bin_METABAT__276-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_003234935.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__Putridiphycobacter roseus	77.72	0.181	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_015662905.1, s__Putridiphycobacter sp015662905, 95.0, 76.22, 0.091	90.53	11	0.93882	N/A
Bin_METABAT__280-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2862085;s__	N/A	N/A	N/A	N/A	N/A	GCA_007751475.1	95.0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2862085;s__GCA-2862085 sp007751475	78.87	0.363	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2862085;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002862085.1, s__GCA-2862085 sp002862085, 95.0, 77.9, 0.246; GCA_016779205.1, s__GCA-2862085 sp016779205, 95.0, 77.83, 0.238; GCA_905480285.1, s__GCA-2862085 sp905480285, 95.0, 77.45, 0.207	71.96	11	0.96649	N/A
Bin_METABAT__281_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__	ANI	classification based on placement in class-level tree	GCF_900113875.1, s__Jannaschia pohangensis, 95.0, 77.69, 0.313; GCF_003340555.1, s__Jannaschia formosa, 95.0, 77.6, 0.28; GCF_013404595.1, s__Jannaschia marina, 95.0, 77.42, 0.246; GCF_000877395.1, s__Jannaschia aquimarina, 95.0, 77.39, 0.255; GCF_001403795.1, s__Jannaschia donghaensis, 95.0, 77.36, 0.272; GCF_016820245.1, s__Jannaschia sp016820245, 95.0, 77.25, 0.246; GCF_900109285.1, s__Jannaschia helgolandensis, 95.0, 77.23, 0.236; GCF_001408515.1, s__Jannaschia seosinensis, 95.0, 77.18, 0.191; GCF_900116765.1, s__Jannaschia seohaensis, 95.0, 77.18, 0.291; GCF_900107415.1, s__Jannaschia faecimaris, 95.0, 77.09, 0.228; GCF_001403735.1, s__Jannaschia rubra, 95.0, 77.07, 0.235	76.13	11	0.96556	N/A
Bin_METABAT__286-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__	N/A	N/A	N/A	N/A	N/A	GCF_900113875.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__Jannaschia pohangensis	82.12	0.745	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001403795.1, s__Jannaschia donghaensis, 95.0, 78.35, 0.402; GCF_003340555.1, s__Jannaschia formosa, 95.0, 78.23, 0.349; GCF_013404595.1, s__Jannaschia marina, 95.0, 78.12, 0.413; GCF_900109285.1, s__Jannaschia helgolandensis, 95.0, 78.1, 0.337; GCF_900107415.1, s__Jannaschia faecimaris, 95.0, 78.08, 0.355; GCF_001403735.1, s__Jannaschia rubra, 95.0, 77.93, 0.364; GCF_001408515.1, s__Jannaschia seosinensis, 95.0, 77.52, 0.263; GCF_900116765.1, s__Jannaschia seohaensis, 95.0, 77.5, 0.357; GCF_000877395.1, s__Jannaschia aquimarina, 95.0, 77.17, 0.254; GCF_016820245.1, s__Jannaschia sp016820245, 95.0, 77.02, 0.25	70.69	11	0.99251	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__288_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	ANI	classification based on placement in class-level tree	GCF_000014045.1, s__Roseobacter denitrificans, 95.0, 77.62, 0.227; GCF_000154785.2, s__Roseobacter litoralis, 95.0, 77.48, 0.216; GCF_015644665.1, s__Roseobacter sp015644665, 95.0, 77.29, 0.184; GCF_012932215.1, s__Roseobacter ponti, 95.0, 77.13, 0.17; GCF_014337925.1, s__Roseobacter litoralis_A, 95.0, 77.1, 0.179; GCF_009811755.1, s__Roseobacter cerasinus, 95.0, 76.98, 0.191	79.81	11	0.98304	N/A
Bin_METABAT__29-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Congregibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_000153125.2	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Congregibacter;s__Congregibacter litoralis	78.36	0.377	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Congregibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000158155.1, s__Congregibacter sp000158155, 95.0, 78.38, 0.32; GCA_002428935.1, s__Congregibacter sp002428935, 95.0, 76.39, 0.094	88.36	11	0.98034	N/A
Bin_METABAT__291-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__MH13;g__MH13;s__	N/A	N/A	N/A	N/A	N/A	GCA_017642935.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__MH13;g__MH13;s__MH13 sp017642935	78.1	0.431	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__MH13;g__MH13;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019192585.1, s__MH13 sp019192585, 95.0, 77.04, 0.192	84.41	11	0.98145	N/A
Bin_METABAT__293-contigs.cleaned	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter_A;s__	ANI	classification based on placement in class-level tree	GCF_000348785.1, s__Ilumatobacter_A coccineus, 95.0, 78.6, 0.39; GCF_000350145.1, s__Ilumatobacter_A nonamiensis, 95.0, 78.55, 0.337; GCA_018666235.1, s__Ilumatobacter_A sp018666235, 95.0, 77.56, 0.262; GCA_905182555.1, s__Ilumatobacter_A sp905182555, 95.0, 77.52, 0.227; GCA_013002175.1, s__Ilumatobacter_A sp013002175, 95.0, 77.31, 0.274; GCA_905480335.1, s__Ilumatobacter_A sp905480335, 95.0, 77.29, 0.302; GCA_002711735.1, s__Ilumatobacter_A sp002711735, 95.0, 76.48, 0.135	89.02	11	0.95723	N/A
Bin_METABAT__294-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__J057;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003696835.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__J057;g__J057;s__J057 sp003696835	75.31	0.009	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__J057;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	88.52	11	0.80671	N/A
